0,0,0,8.6722,0.0001,0,0,0
0.0001,0.0079,0.75,8.6715,0.0005,0.0105,0.0001,0
0.0003,0.0158,0.75,8.6702,0.0013,0.0211,0.0003,0
0.0005,0.0259,1.0462,8.6682,0.0028,0.0307,0.0005,0
0.0009,0.0354,1.0129,8.6656,0.0047,0.0401,0.0009,0
0.0013,0.0453,0.9516,8.6609,0.0075,0.0505,0.0013,0
0.0019,0.0553,1.0458,8.6571,0.0109,0.0601,0.0019,0
0.0025,0.0652,0.9665,8.6511,0.015,0.0703,0.0025,0
0.0033,0.0753,1.0132,8.6453,0.0199,0.0802,0.0033,0
0.0041,0.0851,1.009,8.6381,0.0253,0.09,0.0041,0
0.0051,0.0951,0.9789,8.6296,0.0315,0.1002,0.0051,0
0.0061,0.1051,1.0226,8.6212,0.0383,0.11,0.0061,0
0.0073,0.1151,0.9821,8.6115,0.0459,0.1201,0.0073,0
0.0085,0.1251,1.0074,8.6012,0.0542,0.1301,0.0085,0
0.0099,0.1352,0.9959,8.5896,0.0632,0.1402,0.0099,0
0.0113,0.1452,1.006,8.5775,0.0729,0.1501,0.0113,0
0.0129,0.1552,0.9962,8.5647,0.0833,0.1602,0.0129,0
0.0145,0.1651,1.005,8.5515,0.0943,0.1701,0.0145,0
0.0163,0.1751,0.9964,8.5363,0.1061,0.1801,0.0163,0
0.0181,0.1851,1.0043,8.5219,0.1185,0.19,0.0181,0
0.0201,0.1951,0.9899,8.505,0.1318,0.2001,0.0201,0
0.0221,0.2051,1.0112,8.4889,0.1458,0.21,0.0221,0
0.0243,0.2151,0.9907,8.471,0.1604,0.2201,0.0243,0
0.0265,0.2251,1.0039,8.4526,0.1759,0.2301,0.0265,0
0.0289,0.2351,1.0034,8.4338,0.192,0.24,0.0289,0.0001
0.0313,0.245,0.9974,8.4138,0.2089,0.25,0.0313,0.0001
0.0339,0.2551,0.9977,8.3934,0.2265,0.2601,0.0339,0.0001
0.0365,0.2651,1.0031,8.3719,0.2449,0.2701,0.0365,0.0001
0.0393,0.2751,0.9978,8.3501,0.2641,0.2801,0.0393,0.0001
0.0421,0.2851,1.0028,8.3272,0.284,0.29,0.0421,0.0001
0.0451,0.295,0.9979,8.3039,0.3046,0.3,0.0451,0.0001
0.0481,0.3051,0.9981,8.2797,0.3261,0.3101,0.0481,0.0001
0.0513,0.3151,1.0026,8.2545,0.3484,0.3201,0.0513,0.0002
