0,0,0,10.3425,-0.0001,0,0,0
0.0002,0.0095,0.75,10.3407,-0.0006,0.0126,0.0002,0
0.0003,0.0173,0.8415,10.338,-0.0014,0.0219,0.0003,0
0.0006,0.0264,1.0102,10.3352,-0.0025,0.031,0.0006,0
0.0009,0.036,0.9536,10.3293,-0.0042,0.041,0.0009,0
0.0014,0.0458,1.0207,10.3217,-0.0065,0.0506,0.0014,0
0.0019,0.0556,0.9774,10.3135,-0.0093,0.0606,0.0019,0
0.0026,0.0655,1.0156,10.3035,-0.0128,0.0704,0.0026,0
0.0033,0.0754,0.9849,10.2913,-0.0168,0.0804,0.0033,0
0.0041,0.0853,1.0123,10.279,-0.0213,0.0902,0.0041,0
0.0051,0.0952,0.9887,10.2637,-0.0265,0.1002,0.0051,0
0.0061,0.1052,1.0101,10.2475,-0.0322,0.1101,0.0061,0
0.0073,0.1151,0.991,10.2291,-0.0385,0.1201,0.0073,0
0.0086,0.1252,0.9933,10.2093,-0.0455,0.1303,0.0086,0
0.0099,0.1352,1.0089,10.1887,-0.053,0.1402,0.0099,0
0.0113,0.1451,1.0073,10.1664,-0.0611,0.1501,0.0113,0
0.0129,0.155,0.9935,10.1427,-0.0697,0.16,0.0129,0
0.0145,0.165,0.9948,10.1169,-0.079,0.1701,0.0145,0
0.0163,0.175,1.0068,10.0903,-0.0889,0.18,0.0163,0
0.0181,0.185,0.9954,10.0615,-0.0994,0.19,0.0181,0
0.0201,0.1951,0.9963,10.0307,-0.1106,0.2001,0.0201,0
0.0221,0.2051,1.0063,9.9991,-0.1224,0.2101,0.0221,0
0.0243,0.2151,0.9966,9.9662,-0.1348,0.2201,0.0243,0
0.0265,0.2251,1.0057,9.9317,-0.1478,0.23,0.0265,0
0.0289,0.235,0.9969,9.896,-0.1614,0.24,0.0289,0
0.0313,0.245,0.9974,9.8583,-0.1758,0.2501,0.0313,0
0.0339,0.2551,0.9978,9.8187,-0.1908,0.2601,0.0339,-0.0001
0.0366,0.2651,1.0054,9.7783,-0.2065,0.2701,0.0366,-0.0001
0.0393,0.2751,0.998,9.7368,-0.2228,0.2801,0.0393,-0.0001
0.0421,0.2851,1.005,9.6938,-0.2398,0.29,0.0421,-0.0001
0.0451,0.295,0.9918,9.6477,-0.2574,0.3001,0.0451,-0.0001
0.0482,0.3051,1.0051,9.6017,-0.2758,0.3101,0.0482,-0.0001
0.0513,0.3151,0.9987,9.5539,-0.2949,0.3201,0.0513,-0.0001
0.0546,0.3251,0.9989,9.5051,-0.3147,0.3301,0.0546,-0.0002
0.0579,0.335,1.0048,9.4557,-0.3352,0.34,0.0579,-0.0002
0.0614,0.345,0.9936,9.4033,-0.3564,0.3501,0.0614,-0.0002
0.0649,0.355,1.0048,9.3504,-0.3785,0.36,0.0649,-0.0002
0.0686,0.365,0.9943,9.2947,-0.4013,0.3701,0.0686,-0.0002
0.0723,0.3751,1.0049,9.2391,-0.4249,0.3801,0.0723,-0.0003
0.0761,0.385,0.9997,9.1827,-0.4491,0.39,0.0761,-0.0003
0.0801,0.395,0.9999,9.1233,-0.4742,0.4,0.0801,-0.0003
0.0842,0.405,0.9955,9.064,-0.5002,0.4101,0.0842,-0.0004
0.0883,0.4151,1.0048,9.0029,-0.527,0.42,0.0883,-0.0004
0.0925,0.425,1.0003,8.941,-0.5546,0.43,0.0925,-0.0004
0.0969,0.435,0.9962,8.8766,-0.5831,0.4401,0.0969,-0.0005
0.1014,0.4451,1.0007,8.8114,-0.6126,0.4501,0.1014,-0.0005
0.1059,0.455,1.0048,8.7459,-0.6427,0.46,0.1059,-0.0006
0.1106,0.465,0.9929,8.6777,-0.6739,0.4701,0.1106,-0.0006
0.1153,0.475,1.0049,8.6092,-0.7061,0.48,0.1153,-0.0007
0.1202,0.485,0.9973,8.5397,-0.7392,0.4901,0.1202,-0.0008
0.1251,0.4951,1.0013,8.4684,-0.7733,0.5001,0.1251,-0.0008
0.1301,0.505,1.0013,8.3965,-0.8083,0.51,0.1301,-0.0009
0.1353,0.515,0.9979,8.3231,-0.8443,0.5201,0.1353,-0.001
0.1405,0.525,1.0016,8.2492,-0.8814,0.53,0.1405,-0.0011
0.1459,0.535,0.9983,8.1733,-0.9195,0.54,0.1459,-0.0011
0.1513,0.545,1.0018,8.0971,-0.9588,0.55,0.1513,-0.0012
0.1569,0.555,0.9987,8.0195,-0.9991,0.56,0.1569,-0.0013
0.1625,0.565,0.999,7.9412,-1.0407,0.57,0.1625,-0.0014
0.1683,0.575,1.0022,7.8614,-1.0834,0.58,0.1683,-0.0015
0.1741,0.585,0.9993,7.7805,-1.1272,0.59,0.1741,-0.0017
0.1801,0.595,0.9995,7.6991,-1.1723,0.6,0.1801,-0.0018
0.1861,0.605,0.9997,7.6171,-1.2187,0.61,0.1861,-0.0019
0.1923,0.615,0.9999,7.5336,-1.2665,0.62,0.1923,-0.002
0.1985,0.625,1.0001,7.4491,-1.3156,0.63,0.1985,-0.0022
0.2049,0.635,1.0002,7.3632,-1.366,0.64,0.2049,-0.0023
0.2113,0.645,1.0004,7.2774,-1.4179,0.65,0.2113,-0.0025
0.2179,0.655,0.9981,7.1906,-1.4712,0.66,0.2179,-0.0027
0.2245,0.665,1.0033,7.1028,-1.526,0.67,0.2245,-0.0028
0.2313,0.675,0.9961,7.0147,-1.5824,0.68,0.2313,-0.003
0.2381,0.685,1.0035,6.9253,-1.6404,0.69,0.2381,-0.0032
0.2451,0.695,0.9989,6.8355,-1.6999,0.7,0.245,-0.0034
0.2521,0.705,0.9992,6.7444,-1.7612,0.71,0.2521,-0.0037
0.2593,0.715,0.9994,6.6531,-1.8243,0.72,0.2593,-0.0039
0.2665,0.725,1.0018,6.5618,-1.8892,0.73,0.2665,-0.0041
0.2739,0.735,0.9977,6.4686,-1.9559,0.74,0.2739,-0.0044
0.2813,0.745,1.0022,6.3757,-2.0246,0.75,0.2813,-0.0046
0.2889,0.755,0.9982,6.282,-2.0952,0.76,0.2888,-0.0049
0.2965,0.765,1.0005,6.1878,-2.168,0.77,0.2965,-0.0052
0.3043,0.775,1.0007,6.0934,-2.2428,0.78,0.3042,-0.0055
0.3121,0.785,0.999,5.9983,-2.3198,0.79,0.3121,-0.0058
0.3201,0.795,1.0012,5.9032,-2.3991,0.8,0.32,-0.0062
0.3281,0.805,0.9995,5.8074,-2.4807,0.81,0.328,-0.0065
0.3363,0.815,0.9981,5.7111,-2.5649,0.82,0.3362,-0.0069
