0.000, 0.001, 0.100, 3.142, 0, 0.000, 4.000, -0.005
0.000, 0.002, 0.100, 3.142, 0, 0.010, 4.000, -0.005
0.000, 0.005, 0.250, 3.142, 0, 0.020, 4.000, -0.005
0.000, 0.008, 0.350, 3.142, 0, 0.030, 4.000, -0.005
0.000, 0.013, 0.450, 3.142, 0, 0.040, 4.000, -0.005
0.000, 0.018, 0.550, 3.142, 0, 0.050, 4.000, -0.005
0.001, 0.025, 0.650, 3.142, 0, 0.060, 3.999, -0.005
0.001, 0.032, 0.750, 3.142, 0, 0.070, 3.999, -0.005
0.001, 0.041, 0.850, 3.142, 0, 0.080, 3.999, -0.005
0.002, 0.050, 0.950, 3.142, 0, 0.090, 3.998, -0.005
0.003, 0.060, 1.000, 3.142, 0, 0.100, 3.997, -0.005
0.003, 0.070, 1.000, 3.142, 0, 0.110, 3.997, -0.005
0.004, 0.080, 1.000, 3.142, 0, 0.120, 3.996, -0.005
0.005, 0.090, 1.000, 3.142, 0, 0.130, 3.995, -0.005
0.006, 0.100, 1.000, 3.142, 0, 0.140, 3.994, -0.005
0.007, 0.110, 1.000, 3.142, 0, 0.150, 3.993, -0.005
0.008, 0.120, 1.000, 3.142, 0, 0.160, 3.992, -0.005
0.010, 0.130, 1.000, 3.142, 0, 0.170, 3.990, -0.005
0.011, 0.140, 1.000, 3.142, 0, 0.180, 3.989, -0.005
0.012, 0.150, 1.000, 3.142, 0, 0.190, 3.988, -0.005
0.014, 0.160, 1.000, 3.141, 0, 0.200, 3.986, -0.005
0.016, 0.170, 1.000, 3.141, 0, 0.210, 3.984, -0.005
0.018, 0.180, 1.000, 3.141, 0, 0.220, 3.982, -0.005
0.019, 0.190, 1.000, 3.141, 0, 0.230, 3.981, -0.005
0.021, 0.200, 1.000, 3.141, 0, 0.240, 3.979, -0.005
0.024, 0.210, 1.000, 3.141, 0, 0.250, 3.976, -0.005
0.026, 0.220, 1.000, 3.141, 0, 0.260, 3.974, -0.005
0.028, 0.230, 1.000, 3.141, 0, 0.270, 3.972, -0.005
0.030, 0.240, 1.000, 3.141, 0, 0.280, 3.970, -0.005
0.033, 0.250, 1.000, 3.141, 0, 0.290, 3.967, -0.005
0.036, 0.260, 1.000, 3.141, 0, 0.300, 3.964, -0.005
0.038, 0.270, 1.000, 3.141, 0, 0.310, 3.962, -0.005
0.041, 0.280, 1.001, 3.141, 0, 0.320, 3.959, -0.005
0.044, 0.290, 1.001, 3.141, 0, 0.330, 3.956, -0.005
0.047, 0.300, 1.001, 3.141, 0, 0.340, 3.953, -0.005
0.050, 0.310, 1.001, 3.140, 0, 0.350, 3.950, -0.005
0.053, 0.320, 1.001, 3.140, 0, 0.360, 3.947, -0.005
0.057, 0.330, 1.001, 3.140, 0, 0.370, 3.943, -0.005
0.060, 0.340, 1.001, 3.140, 0, 0.380, 3.940, -0.005
0.063, 0.350, 1.001, 3.140, 0, 0.390, 3.937, -0.005
0.067, 0.360, 1.001, 3.139, 0, 0.400, 3.933, -0.005
