0.0001,0,0,39.0941,13.8719
0.0006,0.0474,4.5714,39.0929,13.8658
0.0018,0.1229,7.5573,39.089,13.845
0.0037,0.2017,8.1069,39.0819,13.815
0.0066,0.2808,7.8764,39.0713,13.769
0.0102,0.3609,8.0136,39.0569,13.7118
0.0146,0.4409,8.0094,39.0389,13.6436
0.0198,0.5206,8.0081,39.0173,13.5612
0.0258,0.6006,7.9699,38.9918,13.4666
0.0326,0.6807,8.0167,38.9624,13.3611
0.0402,0.7605,8.0147,38.9292,13.2443
0.0485,0.8402,7.9862,38.8919,13.1153
0.0578,0.9202,7.9929,38.8504,12.9754
0.0678,1.0003,7.9979,38.8046,12.8246
0.0786,1.0803,8.0017,38.7543,12.6629
0.0902,1.1603,8.0047,38.6994,12.4912
0.1025,1.2402,8.0072,38.6399,12.3097
0.1157,1.3201,7.9921,38.5753,12.1195
0.1297,1.4001,7.9971,38.5055,11.9196
0.1445,1.4801,8.0012,38.4302,11.7109
0.1602,1.5601,7.9903,38.3491,11.4936
0.1766,1.6402,8.0093,38.2619,11.2692
0.1938,1.7202,7.9988,38.1685,11.0374
0.2118,1.8002,8.003,38.0685,10.799
0.2305,1.8801,8.0066,37.9615,10.555
0.2501,1.96,7.9875,37.8469,10.3041
0.2705,2.04,8.0041,37.7242,10.0485
0.2917,2.12,7.9978,37.593,9.788
0.3138,2.2,7.9929,37.4527,9.5227
0.3366,2.2801,8.0076,37.3026,9.2545
0.3601,2.3601,8.0025,37.1424,8.9834
0.3845,2.44,7.9985,36.971,8.7097
0.4097,2.52,7.9956,36.7876,8.4336
0.4358,2.6001,8.0013,36.5912,8.1565
0.4625,2.68,8.0064,36.3811,7.8789
0.4901,2.76,7.9896,36.1558,7.6006
0.5185,2.84,8.0034,35.914,7.3229
0.5477,2.92,8.0022,35.6546,7.0463
0.5777,3,8.0017,35.376,6.7713
0.6085,3.0799,7.9956,35.0763,6.4984
0.6401,3.16,7.9968,34.7532,6.2278
0.6725,3.24,8.0039,34.4049,5.9609
0.7057,3.32,7.9997,34.0289,5.6978
0.7397,3.4,8.0019,33.6226,5.4393
0.7745,3.48,7.9944,33.1823,5.1854
0.8101,3.56,8.0029,32.7046,4.9373
0.8465,3.64,8.0016,32.1859,4.6955
0.8837,3.72,7.9969,31.6213,4.4602
0.9217,3.8,8.0019,31.0056,4.2321
0.9605,3.88,7.9989,30.333,4.0118
1.0001,3.9599,8.0008,29.5968,3.7999
1.0405,4.0399,7.9995,28.7896,3.5967
1.0817,4.1199,7.9991,27.9028,3.4029
1.1237,4.1999,7.9994,26.9266,3.2189
1.1665,4.2799,8.0003,25.8507,3.0452
1.2101,4.3599,8.0014,24.6635,2.8826
1.2545,4.4399,7.9969,23.3519,2.7313
1.2996,4.5091,6.9221,21.9044,2.5924
1.3442,4.4612,-4.7995,20.3319,2.4693
1.388,4.3812,-7.9999,18.6561,2.3621
1.431,4.3012,-7.9966,16.8847,2.2698
1.4733,4.2233,-7.7944,15.0234,2.1918
1.5148,4.1552,-6.8082,13.0788,2.127
1.5558,4.0986,-5.6588,11.0569,2.0749
1.5963,4.0534,-4.5176,8.9669,2.0348
1.6365,4.0196,-3.3774,6.8197,2.0066
1.6765,3.9973,-2.2298,4.6308,1.9901
1.7164,3.9868,-1.056,2.4162,1.9855
1.7563,3.9883,0.1533,0.1938,1.9933
1.7963,4.0025,1.4193,-2.016,2.014
1.8366,4.0302,2.7645,-4.1936,2.049
1.8773,4.0723,4.2182,-6.3191,2.0998
1.9186,4.1305,5.8138,-8.3752,2.1687
1.9607,4.2049,7.4434,-10.3463,2.2591
2.0035,4.2849,7.9986,-12.2146,2.3749
2.0471,4.3649,8.0021,-13.9622,2.5214
2.0916,4.4449,7.9984,-15.5757,2.7059
2.1369,4.5249,8.0004,-17.0458,2.938
2.1829,4.6026,7.7659,-18.3666,3.2309
2.2287,4.5775,-2.5103,-19.5248,3.595
2.2736,4.4975,-7.9993,-20.5125,4.0453
2.3178,4.4175,-7.998,-21.3417,4.6081
2.3612,4.3375,-8.0028,-22.0306,5.3209
2.4038,4.2575,-7.9976,-22.5964,6.2425
2.4455,4.1775,-8.0035,-23.055,7.4651
2.4865,4.0975,-7.9982,-23.4204,9.1482
2.5267,4.0175,-7.9983,-23.7054,11.5893
2.5661,3.9375,-8.0015,-23.9207,15.4088
2.6046,3.8575,-8.0016,-24.076,22.1423
2.6424,3.7775,-7.9977,-24.18,37.0841
2.6794,3.6975,-8.0041,-24.2398,97.9004
2.7156,3.6175,-7.9957,-24.2621,207.7622
2.751,3.5374,-8.0016,-24.2523,54.6494
2.7855,3.4575,-8.0039,-24.2154,33.5391
2.8193,3.3775,-7.9974,-24.1557,25.0791
2.8523,3.2975,-7.9986,-24.0767,20.5643
2.8845,3.2174,-7.9996,-23.9817,17.7622
2.9158,3.1374,-8.0053,-23.8737,15.8725
2.9464,3.0574,-7.9963,-23.7549,14.5127
2.9762,2.9774,-8.0014,-23.6275,13.4936
3.0051,2.8974,-8.0014,-23.4934,12.7076
3.0333,2.8174,-7.9954,-23.3541,12.0877
3.0607,2.7374,-8.0059,-23.2112,11.5861
3.0873,2.6574,-7.9993,-23.066,11.177
3.113,2.5774,-7.9976,-22.9193,10.8377
3.138,2.4974,-8.0021,-22.7722,10.554
3.1622,2.4174,-8.0001,-22.6256,10.3151
3.1856,2.3374,-7.9975,-22.48,10.112
3.2082,2.2573,-8.0017,-22.3362,9.9375
3.2299,2.1774,-8.0064,-22.1948,9.7888
3.2509,2.0974,-7.995,-22.0563,9.6604
3.2711,2.0174,-7.9986,-21.9208,9.5491
3.2904,1.9374,-8.0027,-21.7889,9.4533
3.309,1.8573,-7.9976,-21.6609,9.3692
3.3268,1.7773,-8.0014,-21.5371,9.2962
3.3438,1.6973,-8.0058,-21.4178,9.2329
3.3599,1.6174,-7.9994,-21.3032,9.178
3.3753,1.5374,-7.9913,-21.1932,9.1292
3.3899,1.4573,-8.0065,-21.0882,9.0874
3.4037,1.3773,-7.998,-20.9883,9.0504
3.4166,1.2973,-8.0016,-20.8936,9.018
3.4288,1.2173,-8.0059,-20.8043,8.9902
3.4402,1.1374,-7.9943,-20.7203,8.9658
3.4508,1.0573,-7.9967,-20.6418,8.9444
3.4605,0.9772,-7.9998,-20.5687,8.9264
3.4695,0.8972,-8.0036,-20.5013,8.9107
3.4777,0.8172,-8.0087,-20.4396,8.8971
3.485,0.7373,-7.9887,-20.3835,8.885
3.4916,0.6571,-7.9882,-20.333,8.8753
3.4974,0.5769,-8.0221,-20.2883,8.867
3.5024,0.497,-7.9965,-20.2494,8.8604
3.5065,0.417,-7.9984,-20.2163,8.8545
3.5099,0.337,-8.0017,-20.1889,8.8501
3.5125,0.2571,-8.0084,-20.1674,8.8472
3.5143,0.1762,-7.8922,-20.1515,8.8449
3.5152,0.0952,-8.1037,-20.1415,8.8436
