0.0001,0,0,0.0007,6.1743
0.0004,0.0158,1,0.0027,6.174
0.0005,0.0191,0.5,0.0048,6.1736
0.0008,0.027,0.8535,0.0069,6.1729
0.0011,0.0367,0.9536,0.0103,6.1719
0.0015,0.0459,1.1251,0.0144,6.1708
0.0021,0.0556,0.8634,0.0199,6.1691
0.0028,0.066,1.0931,0.0268,6.1673
0.0035,0.0757,0.9779,0.0344,6.1653
0.0044,0.0857,0.9856,0.0433,6.1628
0.0053,0.0954,1.0566,0.0529,6.1604
0.0064,0.1053,0.9294,0.0639,6.1573
0.0075,0.1155,1.0485,0.0763,6.1542
0.0087,0.1254,0.9884,0.0894,6.1507
0.0101,0.1354,0.9911,0.1039,6.1469
0.0116,0.1456,0.993,0.1197,6.1427
0.0131,0.1556,1.0343,0.1363,6.1386
0.0147,0.1653,0.9905,0.1535,6.1341
0.0165,0.1752,0.9922,0.1722,6.1293
0.0184,0.1852,0.9935,0.1922,6.1241
0.0203,0.1954,0.9946,0.2136,6.1186
0.0223,0.2053,1.0257,0.2357,6.1131
0.0244,0.2151,0.9932,0.2585,6.1073
0.0268,0.2252,0.9687,0.2835,6.1008
0.029,0.2352,1.0515,0.3091,6.0946
0.0315,0.2451,0.969,0.3354,6.0878
0.0341,0.2552,0.9962,0.3639,6.0806
0.0367,0.2653,1.0199,0.393,6.0735
0.0395,0.2751,0.9953,0.4229,6.066
0.0423,0.2851,0.9959,0.4542,6.0582
0.0453,0.2951,0.9963,0.4869,6.0501
0.0484,0.3052,0.9968,0.521,6.0417
0.0515,0.3152,1.0167,0.5559,6.0333
0.0548,0.3252,0.978,0.5921,6.0242
0.0582,0.3353,1.0159,0.6299,6.0151
0.0616,0.3453,0.9968,0.6683,6.0058
0.0651,0.3552,1.0147,0.7075,5.9964
0.0688,0.3651,0.9801,0.7482,5.9864
0.0726,0.3752,0.9977,0.7909,5.9761
0.0764,0.3852,1.0138,0.8345,5.9659
0.0803,0.3952,0.9973,0.8788,5.9553
0.0844,0.4051,0.9975,0.9245,5.9444
0.0885,0.4152,0.9977,0.9718,5.9332
0.0928,0.4252,0.998,1.0205,5.9218
0.0971,0.4352,1.0122,1.0699,5.9104
0.1015,0.445,0.9976,1.1202,5.8986
0.1061,0.4551,0.9849,1.1726,5.8863
0.1108,0.4652,1.0116,1.2265,5.874
0.1155,0.4751,0.9982,1.2812,5.8614
0.1204,0.4852,0.9983,1.3374,5.8486
0.1253,0.4951,1.0108,1.3944,5.8357
0.1304,0.505,0.9863,1.4529,5.8223
0.1354,0.515,1.0105,1.513,5.809
0.1408,0.5251,0.9871,1.5745,5.795
0.1461,0.5351,1.0102,1.6376,5.7811
0.1515,0.5451,0.9986,1.7015,5.767
0.1571,0.5551,0.9987,1.767,5.7526
0.1628,0.5651,0.9988,1.834,5.7379
0.1685,0.5751,0.9989,1.9026,5.723
0.1744,0.5852,0.999,1.9727,5.7078
0.1803,0.5951,1.0092,2.0437,5.6927
0.1864,0.6051,0.9891,2.1163,5.677
0.1925,0.6151,1.009,2.1904,5.6615
0.1987,0.6251,0.999,2.2655,5.6456
0.205,0.635,0.9991,2.3421,5.6296
0.2116,0.6451,0.9902,2.421,5.613
0.2181,0.6551,1.0086,2.5016,5.5965
0.2248,0.6651,0.9993,2.5831,5.5798
0.2315,0.6751,0.9994,2.6662,5.5629
0.2384,0.6851,0.9995,2.751,5.5457
0.2453,0.6951,1.0081,2.8367,5.5287
0.2523,0.705,0.991,2.924,5.5111
0.2595,0.7151,0.9996,3.0138,5.4933
0.2667,0.725,1.0078,3.1044,5.4757
0.2741,0.735,0.9916,3.1968,5.4575
0.2816,0.7451,0.9998,3.2916,5.4392
0.2891,0.7551,1.0076,3.3874,5.421
0.2968,0.7651,0.9921,3.4849,5.4023
0.3045,0.7751,1.0074,3.5842,5.3837
0.3124,0.785,0.9925,3.6852,5.3647
0.3203,0.795,1.0073,3.7879,5.3458
0.3284,0.8051,0.9928,3.8924,5.3264
0.3365,0.8151,1.0072,3.9987,5.3072
0.3448,0.8251,0.993,4.1067,5.2876
0.3531,0.8351,1.0071,4.2166,5.268
0.3616,0.845,0.9933,4.3282,5.2481
0.3701,0.855,1.0069,4.4417,5.2283
0.3788,0.865,0.9935,4.557,5.2081
0.3874,0.875,1.0068,4.6741,5.188
0.3963,0.885,0.9938,4.7931,5.1676
0.4053,0.895,1.0003,4.9148,5.147
0.4144,0.9051,1.0004,5.0383,5.1264
0.4234,0.915,1.0066,5.163,5.1058
0.4327,0.925,0.9942,5.2895,5.085
0.4421,0.935,1.0004,5.4188,5.064
0.4515,0.945,1.0005,5.5499,5.0429
0.461,0.955,1.0005,5.6831,5.0218
0.4708,0.965,0.9948,5.819,5.0003
0.4805,0.9751,1.0064,5.9568,4.979
0.4903,0.985,1.0005,6.0959,4.9576
0.5003,0.995,0.995,6.2377,4.9359
0.5103,1,0.4973,6.3816,4.9145
0.5203,1,0,6.5267,4.8929
0.5303,1,0,6.6723,4.8718
0.5403,1,0,6.8182,4.8506
0.5503,1,0,6.9655,4.8296
0.5603,1,0,7.1139,4.8085
0.5703,1,0,7.2628,4.7879
0.5803,1,0,7.4122,4.7672
0.5903,1,0,7.5627,4.7467
0.6003,1,0,7.7138,4.7264
0.6103,1,0,7.8661,4.706
0.6203,1,0,8.0188,4.6861
0.6303,1,0,8.172,4.6661
0.6402,1,0,8.3265,4.6463
0.6503,1,0,8.4822,4.6264
0.6602,1,0,8.6384,4.607
0.6703,1,0,8.7951,4.5875
0.6803,1,0,8.953,4.5682
0.6903,1,0,9.1123,4.5489
0.7003,1,0,9.2719,4.53
0.7103,1,0,9.4321,4.511
0.7203,1,0,9.5935,4.4922
0.7303,1,0,9.7554,4.4736
0.7403,1,0,9.9187,4.455
0.7502,1,0,10.0823,4.4368
0.7602,1,0,10.2465,4.4185
0.7703,1,0,10.4128,4.4003
0.7803,1,0,10.5796,4.3824
0.7903,1,0,10.7468,4.3645
0.8003,1,0,10.9154,4.3468
0.8103,1,0,11.0844,4.3292
0.8203,1,0,11.2539,4.3119
0.8303,1,0,11.4247,4.2945
0.8403,1,0,11.5969,4.2773
0.8503,1,0,11.7696,4.2603
0.8603,1,0,11.9427,4.2435
0.8703,1,0,12.1171,4.2267
0.8803,1,0,12.2929,4.2101
0.8903,1,0,12.4692,4.1936
0.9003,1,0,12.6459,4.1773
0.9102,1,0,12.8231,4.1612
0.9202,1,0,13.0016,4.1452
0.9302,1,0,13.1815,4.1293
0.9403,1,0,13.3628,4.1134
0.9503,1,0,13.5446,4.0978
0.9603,1,0,13.7267,4.0823
0.9703,1,0,13.9103,4.0669
0.9802,1,0,14.0943,4.0518
0.9903,1,0,14.2797,4.0366
1.0003,1,0,14.4665,4.0216
1.0103,1,0,14.6537,4.0068
1.0203,1,0,14.8414,3.9922
1.0302,1,0,15.0295,3.9778
1.0403,1,0,15.219,3.9634
1.0503,1,0,15.4099,3.9491
1.0602,1,0,15.6012,3.9351
1.0703,1,0,15.7939,3.921
1.0803,1,0,15.988,3.9072
1.0903,1,0,16.1826,3.8935
1.1003,1,0,16.3775,3.88
1.1102,1,0,16.5729,3.8667
1.1203,1,0,16.7697,3.8534
1.1303,1,0,16.9679,3.8403
1.1402,1,0,17.1665,3.8274
1.1503,1,0,17.3664,3.8146
1.1603,1,0,17.5678,3.8019
1.1703,1,0,17.7696,3.7893
1.1803,1,0,17.9717,3.777
1.1902,1,0,18.1744,3.7648
1.2003,1,0,18.3783,3.7527
1.2103,1,0,18.5837,3.7407
1.2202,1,0,18.7894,3.729
1.2303,1,0,18.9965,3.7173
1.2402,1,0,19.2041,3.7058
1.2502,1,0,19.412,3.6945
1.2602,1,0,19.6212,3.6833
1.2703,1,0,19.8319,3.6721
1.2803,1,0,20.0438,3.6612
1.2903,1,0,20.2562,3.6504
1.3003,1,0,20.4689,3.6398
1.3103,1,0,20.682,3.6294
1.3203,1,0,20.8964,3.619
1.3303,1,0,21.1122,3.6088
1.3403,1,0,21.3283,3.5988
1.3502,1,0,21.5448,3.5889
1.3603,1,0,21.7626,3.5792
1.3703,1,0,21.9817,3.5696
1.3803,1,0,22.2012,3.5601
1.3902,1,0,22.4209,3.5509
1.4003,1,0,22.642,3.5417
1.4103,1,0,22.8644,3.5327
1.4203,1,0,23.0871,3.5239
1.4303,1,0,23.31,3.5152
1.4402,1,0,23.5333,3.5067
1.4502,1,0,23.7578,3.4983
1.4602,1,0,23.9837,3.4901
1.4702,1,0,24.2097,3.482
1.4803,1,0,24.4371,3.474
1.4903,1,0,24.6657,3.4662
1.5002,1,0,24.8935,3.4587
1.5103,1,0,25.1226,3.4511
