Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 4.70 (s),   Velocity: 2.84 (m/s),   Accel:   1.00 (m/s/s),   X:  8.51 (m),   Y:  1.37 (m),   Rot:  1.0113 (rads),   Rot:   57.94 (deg),   Curve:    0.92 (rads/m)
Time: 4.72 (s),   Velocity: 2.86 (m/s),   Accel:   0.66 (m/s/s),   X:  8.54 (m),   Y:  1.42 (m),   Rot:  1.0671 (rads),   Rot:   61.14 (deg),   Curve:    1.00 (rads/m)
Time: 4.74 (s),   Velocity: 2.87 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.56 (m),   Y:  1.47 (m),   Rot:  1.1272 (rads),   Rot:   64.58 (deg),   Curve:    1.10 (rads/m)
Time: 4.76 (s),   Velocity: 2.85 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.59 (m),   Y:  1.52 (m),   Rot:  1.1922 (rads),   Rot:   68.31 (deg),   Curve:    1.22 (rads/m)
Time: 4.78 (s),   Velocity: 2.83 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.61 (m),   Y:  1.57 (m),   Rot:  1.2627 (rads),   Rot:   72.35 (deg),   Curve:    1.35 (rads/m)
Time: 4.80 (s),   Velocity: 2.81 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.62 (m),   Y:  1.62 (m),   Rot:  1.3391 (rads),   Rot:   76.72 (deg),   Curve:    1.49 (rads/m)
Time: 4.82 (s),   Velocity: 2.79 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.63 (m),   Y:  1.67 (m),   Rot:  1.4217 (rads),   Rot:   81.45 (deg),   Curve:    1.63 (rads/m)
Time: 4.83 (s),   Velocity: 2.78 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.63 (m),   Y:  1.70 (m),   Rot:  1.4653 (rads),   Rot:   83.96 (deg),   Curve:    1.70 (rads/m)
Time: 4.84 (s),   Velocity: 2.78 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.64 (m),   Y:  1.73 (m),   Rot:  1.5105 (rads),   Rot:   86.55 (deg),   Curve:    1.77 (rads/m)
Time: 4.85 (s),   Velocity: 2.77 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.64 (m),   Y:  1.75 (m),   Rot:  1.5572 (rads),   Rot:   89.22 (deg),   Curve:    1.83 (rads/m)
Time: 4.86 (s),   Velocity: 2.76 (m/s),   Accel:   0.00 (m/s/s),   X:  8.64 (m),   Y:  1.78 (m),   Rot:  1.6053 (rads),   Rot:   91.98 (deg),   Curve:    1.89 (rads/m)
Time: 4.87 (s),   Velocity: 2.76 (m/s),   Accel:   0.79 (m/s/s),   X:  8.63 (m),   Y:  1.80 (m),   Rot:  1.6536 (rads),   Rot:   94.74 (deg),   Curve:    1.85 (rads/m)
Time: 4.87 (s),   Velocity: 2.76 (m/s),   Accel:   1.00 (m/s/s),   X:  8.63 (m),   Y:  1.83 (m),   Rot:  1.7007 (rads),   Rot:   97.44 (deg),   Curve:    1.80 (rads/m)
Time: 4.88 (s),   Velocity: 2.77 (m/s),   Accel:  -0.28 (m/s/s),   X:  8.63 (m),   Y:  1.85 (m),   Rot:  1.7466 (rads),   Rot:  100.07 (deg),   Curve:    1.75 (rads/m)
Time: 4.89 (s),   Velocity: 2.77 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.62 (m),   Y:  1.88 (m),   Rot:  1.7912 (rads),   Rot:  102.63 (deg),   Curve:    1.69 (rads/m)
Time: 4.91 (s),   Velocity: 2.75 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.61 (m),   Y:  1.93 (m),   Rot:  1.8763 (rads),   Rot:  107.51 (deg),   Curve:    1.57 (rads/m)
Time: 4.93 (s),   Velocity: 2.73 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.59 (m),   Y:  1.98 (m),   Rot:  1.9559 (rads),   Rot:  112.06 (deg),   Curve:    1.45 (rads/m)
Time: 4.95 (s),   Velocity: 2.71 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.57 (m),   Y:  2.03 (m),   Rot:  2.0299 (rads),   Rot:  116.31 (deg),   Curve:    1.33 (rads/m)
Time: 4.97 (s),   Velocity: 2.69 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.54 (m),   Y:  2.08 (m),   Rot:  2.0988 (rads),   Rot:  120.25 (deg),   Curve:    1.22 (rads/m)
Time: 4.99 (s),   Velocity: 2.67 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.51 (m),   Y:  2.12 (m),   Rot:  2.1631 (rads),   Rot:  123.93 (deg),   Curve:    1.12 (rads/m)
Time: 5.01 (s),   Velocity: 2.65 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.48 (m),   Y:  2.17 (m),   Rot:  2.2231 (rads),   Rot:  127.37 (deg),   Curve:    1.04 (rads/m)
Time: 5.03 (s),   Velocity: 2.63 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.45 (m),   Y:  2.21 (m),   Rot:  2.2794 (rads),   Rot:  130.60 (deg),   Curve:    0.96 (rads/m)
Time: 5.06 (s),   Velocity: 2.61 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.41 (m),   Y:  2.25 (m),   Rot:  2.3327 (rads),   Rot:  133.65 (deg),   Curve:    0.90 (rads/m)
Time: 5.08 (s),   Velocity: 2.59 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.37 (m),   Y:  2.30 (m),   Rot:  2.3833 (rads),   Rot:  136.55 (deg),   Curve:    0.86 (rads/m)
Time: 5.10 (s),   Velocity: 2.56 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.32 (m),   Y:  2.33 (m),   Rot:  2.4318 (rads),   Rot:  139.33 (deg),   Curve:    0.82 (rads/m)
Time: 5.12 (s),   Velocity: 2.54 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.28 (m),   Y:  2.37 (m),   Rot:  2.4787 (rads),   Rot:  142.02 (deg),   Curve:    0.79 (rads/m)
Time: 5.15 (s),   Velocity: 2.52 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.23 (m),   Y:  2.41 (m),   Rot:  2.5245 (rads),   Rot:  144.64 (deg),   Curve:    0.77 (rads/m)
Time: 5.17 (s),   Velocity: 2.49 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.18 (m),   Y:  2.44 (m),   Rot:  2.5696 (rads),   Rot:  147.23 (deg),   Curve:    0.77 (rads/m)
Time: 5.19 (s),   Velocity: 2.47 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.13 (m),   Y:  2.47 (m),   Rot:  2.6145 (rads),   Rot:  149.80 (deg),   Curve:    0.77 (rads/m)
Time: 5.22 (s),   Velocity: 2.45 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.08 (m),   Y:  2.50 (m),   Rot:  2.6596 (rads),   Rot:  152.39 (deg),   Curve:    0.79 (rads/m)
Time: 5.24 (s),   Velocity: 2.42 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.03 (m),   Y:  2.52 (m),   Rot:  2.7055 (rads),   Rot:  155.01 (deg),   Curve:    0.81 (rads/m)
Time: 5.26 (s),   Velocity: 2.40 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.98 (m),   Y:  2.55 (m),   Rot:  2.7526 (rads),   Rot:  157.71 (deg),   Curve:    0.85 (rads/m)
Time: 5.29 (s),   Velocity: 2.38 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.93 (m),   Y:  2.57 (m),   Rot:  2.8015 (rads),   Rot:  160.51 (deg),   Curve:    0.90 (rads/m)
Time: 5.31 (s),   Velocity: 2.35 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.87 (m),   Y:  2.58 (m),   Rot:  2.8527 (rads),   Rot:  163.45 (deg),   Curve:    0.96 (rads/m)
Time: 5.33 (s),   Velocity: 2.33 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.82 (m),   Y:  2.60 (m),   Rot:  2.9070 (rads),   Rot:  166.56 (deg),   Curve:    1.05 (rads/m)
Time: 5.36 (s),   Velocity: 2.31 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.77 (m),   Y:  2.61 (m),   Rot:  2.9650 (rads),   Rot:  169.88 (deg),   Curve:    1.15 (rads/m)
Time: 5.38 (s),   Velocity: 2.28 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.72 (m),   Y:  2.61 (m),   Rot:  3.0276 (rads),   Rot:  173.47 (deg),   Curve:    1.28 (rads/m)
Time: 5.40 (s),   Velocity: 2.26 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.67 (m),   Y:  2.62 (m),   Rot:  3.0955 (rads),   Rot:  177.36 (deg),   Curve:    1.43 (rads/m)
Time: 5.42 (s),   Velocity: 2.24 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.62 (m),   Y:  2.62 (m),   Rot: -3.1135 (rads),   Rot: -178.39 (deg),   Curve:    1.61 (rads/m)
Time: 5.44 (s),   Velocity: 2.22 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.57 (m),   Y:  2.62 (m),   Rot: -3.0321 (rads),   Rot: -173.73 (deg),   Curve:    1.81 (rads/m)
Time: 5.46 (s),   Velocity: 2.21 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.55 (m),   Y:  2.61 (m),   Rot: -2.9886 (rads),   Rot: -171.23 (deg),   Curve:    1.93 (rads/m)
Time: 5.47 (s),   Velocity: 2.20 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.53 (m),   Y:  2.61 (m),   Rot: -2.9429 (rads),   Rot: -168.62 (deg),   Curve:    2.04 (rads/m)
Time: 5.48 (s),   Velocity: 2.19 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.50 (m),   Y:  2.60 (m),   Rot: -2.8951 (rads),   Rot: -165.88 (deg),   Curve:    2.16 (rads/m)
Time: 5.49 (s),   Velocity: 2.18 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.48 (m),   Y:  2.60 (m),   Rot: -2.8452 (rads),   Rot: -163.02 (deg),   Curve:    2.28 (rads/m)
Time: 5.50 (s),   Velocity: 2.17 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.46 (m),   Y:  2.59 (m),   Rot: -2.7932 (rads),   Rot: -160.04 (deg),   Curve:    2.40 (rads/m)
Time: 5.51 (s),   Velocity: 2.16 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.44 (m),   Y:  2.58 (m),   Rot: -2.7391 (rads),   Rot: -156.94 (deg),   Curve:    2.51 (rads/m)
Time: 5.52 (s),   Velocity: 2.15 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.42 (m),   Y:  2.57 (m),   Rot: -2.6829 (rads),   Rot: -153.72 (deg),   Curve:    2.61 (rads/m)
Time: 5.53 (s),   Velocity: 2.14 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.40 (m),   Y:  2.56 (m),   Rot: -2.6250 (rads),   Rot: -150.40 (deg),   Curve:    2.70 (rads/m)
Time: 5.54 (s),   Velocity: 2.13 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.38 (m),   Y:  2.55 (m),   Rot: -2.5655 (rads),   Rot: -146.99 (deg),   Curve:    2.77 (rads/m)
Time: 5.55 (s),   Velocity: 2.12 (m/s),   Accel:   1.00 (m/s/s),   X:  7.37 (m),   Y:  2.54 (m),   Rot: -2.5046 (rads),   Rot: -143.50 (deg),   Curve:    2.82 (rads/m)
Time: 5.56 (s),   Velocity: 2.13 (m/s),   Accel:   1.00 (m/s/s),   X:  7.35 (m),   Y:  2.53 (m),   Rot: -2.4444 (rads),   Rot: -140.05 (deg),   Curve:    2.69 (rads/m)
Time: 5.57 (s),   Velocity: 2.14 (m/s),   Accel:   1.00 (m/s/s),   X:  7.33 (m),   Y:  2.51 (m),   Rot: -2.3871 (rads),   Rot: -136.77 (deg),   Curve:    2.52 (rads/m)
Time: 5.58 (s),   Velocity: 2.15 (m/s),   Accel:   1.00 (m/s/s),   X:  7.32 (m),   Y:  2.50 (m),   Rot: -2.3329 (rads),   Rot: -133.67 (deg),   Curve:    2.35 (rads/m)
Time: 5.59 (s),   Velocity: 2.16 (m/s),   Accel:   1.00 (m/s/s),   X:  7.30 (m),   Y:  2.48 (m),   Rot: -2.2822 (rads),   Rot: -130.76 (deg),   Curve:    2.16 (rads/m)
Time: 5.60 (s),   Velocity: 2.17 (m/s),   Accel:   1.00 (m/s/s),   X:  7.29 (m),   Y:  2.46 (m),   Rot: -2.2349 (rads),   Rot: -128.05 (deg),   Curve:    1.97 (rads/m)
Time: 5.61 (s),   Velocity: 2.18 (m/s),   Accel:   1.00 (m/s/s),   X:  7.27 (m),   Y:  2.44 (m),   Rot: -2.1912 (rads),   Rot: -125.55 (deg),   Curve:    1.79 (rads/m)
Time: 5.63 (s),   Velocity: 2.20 (m/s),   Accel:   1.00 (m/s/s),   X:  7.25 (m),   Y:  2.40 (m),   Rot: -2.1140 (rads),   Rot: -121.12 (deg),   Curve:    1.44 (rads/m)
Time: 5.65 (s),   Velocity: 2.22 (m/s),   Accel:   1.00 (m/s/s),   X:  7.22 (m),   Y:  2.36 (m),   Rot: -2.0496 (rads),   Rot: -117.43 (deg),   Curve:    1.15 (rads/m)
Time: 5.68 (s),   Velocity: 2.25 (m/s),   Accel:   1.00 (m/s/s),   X:  7.20 (m),   Y:  2.31 (m),   Rot: -1.9968 (rads),   Rot: -114.41 (deg),   Curve:    0.89 (rads/m)
Time: 5.73 (s),   Velocity: 2.30 (m/s),   Accel:   1.00 (m/s/s),   X:  7.16 (m),   Y:  2.21 (m),   Rot: -1.9205 (rads),   Rot: -110.04 (deg),   Curve:    0.52 (rads/m)
Time: 5.78 (s),   Velocity: 2.35 (m/s),   Accel:   1.00 (m/s/s),   X:  7.12 (m),   Y:  2.10 (m),   Rot: -1.8757 (rads),   Rot: -107.47 (deg),   Curve:    0.26 (rads/m)
Time: 5.83 (s),   Velocity: 2.40 (m/s),   Accel:   1.00 (m/s/s),   X:  7.08 (m),   Y:  1.98 (m),   Rot: -1.8557 (rads),   Rot: -106.33 (deg),   Curve:    0.07 (rads/m)
Time: 5.86 (s),   Velocity: 2.43 (m/s),   Accel:   1.00 (m/s/s),   X:  7.07 (m),   Y:  1.91 (m),   Rot: -1.8537 (rads),   Rot: -106.21 (deg),   Curve:   -0.01 (rads/m)
Time: 5.88 (s),   Velocity: 2.45 (m/s),   Accel:   1.00 (m/s/s),   X:  7.05 (m),   Y:  1.85 (m),   Rot: -1.8564 (rads),   Rot: -106.36 (deg),   Curve:   -0.07 (rads/m)
Time: 5.91 (s),   Velocity: 2.48 (m/s),   Accel:   1.00 (m/s/s),   X:  7.03 (m),   Y:  1.79 (m),   Rot: -1.8636 (rads),   Rot: -106.78 (deg),   Curve:   -0.14 (rads/m)
Time: 5.94 (s),   Velocity: 2.51 (m/s),   Accel:   1.00 (m/s/s),   X:  7.01 (m),   Y:  1.72 (m),   Rot: -1.8752 (rads),   Rot: -107.44 (deg),   Curve:   -0.20 (rads/m)
Time: 5.97 (s),   Velocity: 2.54 (m/s),   Accel:   1.00 (m/s/s),   X:  6.99 (m),   Y:  1.65 (m),   Rot: -1.8911 (rads),   Rot: -108.35 (deg),   Curve:   -0.26 (rads/m)
Time: 6.00 (s),   Velocity: 2.56 (m/s),   Accel:   1.00 (m/s/s),   X:  6.96 (m),   Y:  1.59 (m),   Rot: -1.9113 (rads),   Rot: -109.51 (deg),   Curve:   -0.31 (rads/m)
Time: 6.02 (s),   Velocity: 2.59 (m/s),   Accel:   1.00 (m/s/s),   X:  6.94 (m),   Y:  1.52 (m),   Rot: -1.9356 (rads),   Rot: -110.90 (deg),   Curve:   -0.37 (rads/m)
Time: 6.05 (s),   Velocity: 2.62 (m/s),   Accel:   1.00 (m/s/s),   X:  6.91 (m),   Y:  1.45 (m),   Rot: -1.9642 (rads),   Rot: -112.54 (deg),   Curve:   -0.43 (rads/m)
Time: 6.08 (s),   Velocity: 2.65 (m/s),   Accel:   1.00 (m/s/s),   X:  6.88 (m),   Y:  1.39 (m),   Rot: -1.9970 (rads),   Rot: -114.42 (deg),   Curve:   -0.48 (rads/m)
Time: 6.10 (s),   Velocity: 2.67 (m/s),   Accel:   1.00 (m/s/s),   X:  6.85 (m),   Y:  1.32 (m),   Rot: -2.0341 (rads),   Rot: -116.55 (deg),   Curve:   -0.54 (rads/m)
Time: 6.13 (s),   Velocity: 2.70 (m/s),   Accel:   1.00 (m/s/s),   X:  6.82 (m),   Y:  1.26 (m),   Rot: -2.0755 (rads),   Rot: -118.92 (deg),   Curve:   -0.60 (rads/m)
Time: 6.16 (s),   Velocity: 2.73 (m/s),   Accel:   1.00 (m/s/s),   X:  6.78 (m),   Y:  1.20 (m),   Rot: -2.1212 (rads),   Rot: -121.53 (deg),   Curve:   -0.65 (rads/m)
Time: 6.19 (s),   Velocity: 2.75 (m/s),   Accel:   1.00 (m/s/s),   X:  6.74 (m),   Y:  1.13 (m),   Rot: -2.1709 (rads),   Rot: -124.39 (deg),   Curve:   -0.70 (rads/m)
Time: 6.21 (s),   Velocity: 2.78 (m/s),   Accel:   1.00 (m/s/s),   X:  6.70 (m),   Y:  1.07 (m),   Rot: -2.2246 (rads),   Rot: -127.46 (deg),   Curve:   -0.75 (rads/m)
Time: 6.24 (s),   Velocity: 2.81 (m/s),   Accel:   1.00 (m/s/s),   X:  6.65 (m),   Y:  1.02 (m),   Rot: -2.2819 (rads),   Rot: -130.75 (deg),   Curve:   -0.78 (rads/m)
Time: 6.27 (s),   Velocity: 2.84 (m/s),   Accel:   1.00 (m/s/s),   X:  6.60 (m),   Y:  0.96 (m),   Rot: -2.3424 (rads),   Rot: -134.21 (deg),   Curve:   -0.81 (rads/m)
Time: 6.29 (s),   Velocity: 2.86 (m/s),   Accel:   1.00 (m/s/s),   X:  6.54 (m),   Y:  0.91 (m),   Rot: -2.4056 (rads),   Rot: -137.83 (deg),   Curve:   -0.82 (rads/m)
Time: 6.32 (s),   Velocity: 2.89 (m/s),   Accel:   1.00 (m/s/s),   X:  6.48 (m),   Y:  0.85 (m),   Rot: -2.4707 (rads),   Rot: -141.56 (deg),   Curve:   -0.83 (rads/m)
Time: 6.35 (s),   Velocity: 2.92 (m/s),   Accel:   1.00 (m/s/s),   X:  6.42 (m),   Y:  0.81 (m),   Rot: -2.5370 (rads),   Rot: -145.36 (deg),   Curve:   -0.82 (rads/m)
Time: 6.38 (s),   Velocity: 2.95 (m/s),   Accel:   1.00 (m/s/s),   X:  6.35 (m),   Y:  0.76 (m),   Rot: -2.6038 (rads),   Rot: -149.19 (deg),   Curve:   -0.79 (rads/m)
Time: 6.41 (s),   Velocity: 2.97 (m/s),   Accel:   1.00 (m/s/s),   X:  6.27 (m),   Y:  0.72 (m),   Rot: -2.6671 (rads),   Rot: -152.81 (deg),   Curve:   -0.69 (rads/m)
Time: 6.44 (s),   Velocity: 3.00 (m/s),   Accel:   1.00 (m/s/s),   X:  6.19 (m),   Y:  0.68 (m),   Rot: -2.7241 (rads),   Rot: -156.08 (deg),   Curve:   -0.60 (rads/m)
Time: 6.47 (s),   Velocity: 3.03 (m/s),   Accel:   1.00 (m/s/s),   X:  6.11 (m),   Y:  0.65 (m),   Rot: -2.7755 (rads),   Rot: -159.03 (deg),   Curve:   -0.52 (rads/m)
Time: 6.50 (s),   Velocity: 3.07 (m/s),   Accel:   1.00 (m/s/s),   X:  6.02 (m),   Y:  0.62 (m),   Rot: -2.8220 (rads),   Rot: -161.69 (deg),   Curve:   -0.46 (rads/m)
Time: 6.53 (s),   Velocity: 3.10 (m/s),   Accel:   1.00 (m/s/s),   X:  5.93 (m),   Y:  0.59 (m),   Rot: -2.8642 (rads),   Rot: -164.11 (deg),   Curve:   -0.41 (rads/m)
Time: 6.56 (s),   Velocity: 3.13 (m/s),   Accel:   1.00 (m/s/s),   X:  5.83 (m),   Y:  0.56 (m),   Rot: -2.9026 (rads),   Rot: -166.31 (deg),   Curve:   -0.36 (rads/m)
Time: 6.59 (s),   Velocity: 3.16 (m/s),   Accel:   1.00 (m/s/s),   X:  5.73 (m),   Y:  0.54 (m),   Rot: -2.9378 (rads),   Rot: -168.32 (deg),   Curve:   -0.32 (rads/m)
Time: 6.63 (s),   Velocity: 3.20 (m/s),   Accel:   1.00 (m/s/s),   X:  5.63 (m),   Y:  0.52 (m),   Rot: -2.9702 (rads),   Rot: -170.18 (deg),   Curve:   -0.29 (rads/m)
Time: 6.66 (s),   Velocity: 3.23 (m/s),   Accel:   0.19 (m/s/s),   X:  5.52 (m),   Y:  0.50 (m),   Rot: -3.0002 (rads),   Rot: -171.90 (deg),   Curve:   -0.27 (rads/m)
Time: 6.69 (s),   Velocity: 3.23 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.41 (m),   Y:  0.49 (m),   Rot: -3.0280 (rads),   Rot: -173.49 (deg),   Curve:   -0.24 (rads/m)
Time: 6.73 (s),   Velocity: 3.20 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.30 (m),   Y:  0.48 (m),   Rot: -3.0541 (rads),   Rot: -174.99 (deg),   Curve:   -0.23 (rads/m)
Time: 6.76 (s),   Velocity: 3.17 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.19 (m),   Y:  0.47 (m),   Rot: -3.0786 (rads),   Rot: -176.39 (deg),   Curve:   -0.21 (rads/m)
Time: 6.80 (s),   Velocity: 3.13 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.08 (m),   Y:  0.46 (m),   Rot: -3.1019 (rads),   Rot: -177.72 (deg),   Curve:   -0.20 (rads/m)
Time: 6.84 (s),   Velocity: 3.09 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.96 (m),   Y:  0.46 (m),   Rot: -3.1240 (rads),   Rot: -178.99 (deg),   Curve:   -0.19 (rads/m)
Time: 6.87 (s),   Velocity: 3.05 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.85 (m),   Y:  0.46 (m),   Rot:  3.1380 (rads),   Rot:  179.79 (deg),   Curve:   -0.18 (rads/m)
Time: 6.91 (s),   Velocity: 3.02 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.73 (m),   Y:  0.46 (m),   Rot:  3.1175 (rads),   Rot:  178.62 (deg),   Curve:   -0.17 (rads/m)
Time: 6.95 (s),   Velocity: 2.98 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.61 (m),   Y:  0.46 (m),   Rot:  3.0977 (rads),   Rot:  177.48 (deg),   Curve:   -0.17 (rads/m)
Time: 6.99 (s),   Velocity: 2.94 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.50 (m),   Y:  0.47 (m),   Rot:  3.0783 (rads),   Rot:  176.37 (deg),   Curve:   -0.16 (rads/m)
Time: 7.03 (s),   Velocity: 2.90 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.38 (m),   Y:  0.48 (m),   Rot:  3.0591 (rads),   Rot:  175.28 (deg),   Curve:   -0.16 (rads/m)
Time: 7.07 (s),   Velocity: 2.86 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.26 (m),   Y:  0.49 (m),   Rot:  3.0402 (rads),   Rot:  174.19 (deg),   Curve:   -0.16 (rads/m)
Time: 7.11 (s),   Velocity: 2.82 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.15 (m),   Y:  0.50 (m),   Rot:  3.0213 (rads),   Rot:  173.11 (deg),   Curve:   -0.17 (rads/m)
Time: 7.15 (s),   Velocity: 2.78 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.04 (m),   Y:  0.52 (m),   Rot:  3.0022 (rads),   Rot:  172.01 (deg),   Curve:   -0.17 (rads/m)
Time: 7.19 (s),   Velocity: 2.73 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.92 (m),   Y:  0.53 (m),   Rot:  2.9828 (rads),   Rot:  170.90 (deg),   Curve:   -0.17 (rads/m)
Time: 7.23 (s),   Velocity: 2.69 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.82 (m),   Y:  0.55 (m),   Rot:  2.9630 (rads),   Rot:  169.77 (deg),   Curve:   -0.18 (rads/m)
Time: 7.28 (s),   Velocity: 2.65 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.71 (m),   Y:  0.57 (m),   Rot:  2.9426 (rads),   Rot:  168.60 (deg),   Curve:   -0.19 (rads/m)
Time: 7.32 (s),   Velocity: 2.61 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.60 (m),   Y:  0.60 (m),   Rot:  2.9213 (rads),   Rot:  167.38 (deg),   Curve:   -0.21 (rads/m)
Time: 7.36 (s),   Velocity: 2.57 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.50 (m),   Y:  0.62 (m),   Rot:  2.8990 (rads),   Rot:  166.10 (deg),   Curve:   -0.22 (rads/m)
Time: 7.40 (s),   Velocity: 2.53 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.40 (m),   Y:  0.65 (m),   Rot:  2.8753 (rads),   Rot:  164.74 (deg),   Curve:   -0.24 (rads/m)
Time: 7.44 (s),   Velocity: 2.49 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.31 (m),   Y:  0.67 (m),   Rot:  2.8499 (rads),   Rot:  163.29 (deg),   Curve:   -0.27 (rads/m)
Time: 7.47 (s),   Velocity: 2.45 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.22 (m),   Y:  0.70 (m),   Rot:  2.8225 (rads),   Rot:  161.71 (deg),   Curve:   -0.31 (rads/m)
Time: 7.51 (s),   Velocity: 2.42 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.13 (m),   Y:  0.73 (m),   Rot:  2.7924 (rads),   Rot:  159.99 (deg),   Curve:   -0.35 (rads/m)
Time: 7.55 (s),   Velocity: 2.38 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.05 (m),   Y:  0.76 (m),   Rot:  2.7592 (rads),   Rot:  158.09 (deg),   Curve:   -0.41 (rads/m)
Time: 7.58 (s),   Velocity: 2.34 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.97 (m),   Y:  0.80 (m),   Rot:  2.7235 (rads),   Rot:  156.05 (deg),   Curve:   -0.44 (rads/m)
Time: 7.62 (s),   Velocity: 2.31 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.90 (m),   Y:  0.83 (m),   Rot:  2.6865 (rads),   Rot:  153.92 (deg),   Curve:   -0.48 (rads/m)
Time: 7.65 (s),   Velocity: 2.28 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.83 (m),   Y:  0.87 (m),   Rot:  2.6483 (rads),   Rot:  151.74 (deg),   Curve:   -0.51 (rads/m)
Time: 7.69 (s),   Velocity: 2.24 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.76 (m),   Y:  0.90 (m),   Rot:  2.6091 (rads),   Rot:  149.49 (deg),   Curve:   -0.55 (rads/m)
Time: 7.72 (s),   Velocity: 2.21 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.70 (m),   Y:  0.94 (m),   Rot:  2.5692 (rads),   Rot:  147.21 (deg),   Curve:   -0.58 (rads/m)
Time: 7.75 (s),   Velocity: 2.18 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.65 (m),   Y:  0.98 (m),   Rot:  2.5289 (rads),   Rot:  144.90 (deg),   Curve:   -0.60 (rads/m)
Time: 7.78 (s),   Velocity: 2.15 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.59 (m),   Y:  1.02 (m),   Rot:  2.4885 (rads),   Rot:  142.58 (deg),   Curve:   -0.62 (rads/m)
Time: 7.81 (s),   Velocity: 2.12 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.54 (m),   Y:  1.06 (m),   Rot:  2.4485 (rads),   Rot:  140.29 (deg),   Curve:   -0.63 (rads/m)
