Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 1.67 (s),   Velocity: 3.41 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.33 (m),   Y:  0.65 (m),   Rot:  0.3272 (rads),   Rot:   18.75 (deg),   Curve:    0.73 (rads/m)
Time: 1.70 (s),   Velocity: 3.32 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.42 (m),   Y:  0.68 (m),   Rot:  0.3996 (rads),   Rot:   22.89 (deg),   Curve:    0.85 (rads/m)
Time: 1.72 (s),   Velocity: 3.24 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.50 (m),   Y:  0.72 (m),   Rot:  0.4805 (rads),   Rot:   27.53 (deg),   Curve:    0.98 (rads/m)
Time: 1.74 (s),   Velocity: 3.20 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.54 (m),   Y:  0.74 (m),   Rot:  0.5241 (rads),   Rot:   30.03 (deg),   Curve:    1.04 (rads/m)
Time: 1.75 (s),   Velocity: 3.16 (m/s),   Accel:  -0.32 (m/s/s),   X:  4.57 (m),   Y:  0.76 (m),   Rot:  0.5699 (rads),   Rot:   32.65 (deg),   Curve:    1.10 (rads/m)
Time: 1.76 (s),   Velocity: 3.16 (m/s),   Accel:   0.28 (m/s/s),   X:  4.61 (m),   Y:  0.79 (m),   Rot:  0.6163 (rads),   Rot:   35.31 (deg),   Curve:    1.10 (rads/m)
Time: 1.78 (s),   Velocity: 3.16 (m/s),   Accel:   0.87 (m/s/s),   X:  4.64 (m),   Y:  0.81 (m),   Rot:  0.6621 (rads),   Rot:   37.94 (deg),   Curve:    1.09 (rads/m)
Time: 1.79 (s),   Velocity: 3.17 (m/s),   Accel:   1.43 (m/s/s),   X:  4.67 (m),   Y:  0.84 (m),   Rot:  0.7072 (rads),   Rot:   40.52 (deg),   Curve:    1.07 (rads/m)
Time: 1.80 (s),   Velocity: 3.19 (m/s),   Accel:   2.18 (m/s/s),   X:  4.70 (m),   Y:  0.86 (m),   Rot:  0.7512 (rads),   Rot:   43.04 (deg),   Curve:    1.05 (rads/m)
Time: 1.83 (s),   Velocity: 3.25 (m/s),   Accel:   3.00 (m/s/s),   X:  4.76 (m),   Y:  0.92 (m),   Rot:  0.8356 (rads),   Rot:   47.88 (deg),   Curve:    0.99 (rads/m)
Time: 1.86 (s),   Velocity: 3.32 (m/s),   Accel:   3.00 (m/s/s),   X:  4.82 (m),   Y:  0.99 (m),   Rot:  0.9145 (rads),   Rot:   52.40 (deg),   Curve:    0.91 (rads/m)
Time: 1.88 (s),   Velocity: 3.40 (m/s),   Accel:   3.00 (m/s/s),   X:  4.86 (m),   Y:  1.06 (m),   Rot:  0.9873 (rads),   Rot:   56.57 (deg),   Curve:    0.83 (rads/m)
Time: 1.90 (s),   Velocity: 3.47 (m/s),   Accel:   3.00 (m/s/s),   X:  4.91 (m),   Y:  1.13 (m),   Rot:  1.0538 (rads),   Rot:   60.38 (deg),   Curve:    0.75 (rads/m)
Time: 1.93 (s),   Velocity: 3.54 (m/s),   Accel:   1.39 (m/s/s),   X:  4.95 (m),   Y:  1.20 (m),   Rot:  1.1140 (rads),   Rot:   63.83 (deg),   Curve:    0.67 (rads/m)
Time: 1.95 (s),   Velocity: 3.58 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.98 (m),   Y:  1.28 (m),   Rot:  1.1681 (rads),   Rot:   66.93 (deg),   Curve:    0.59 (rads/m)
Time: 1.98 (s),   Velocity: 3.50 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.01 (m),   Y:  1.36 (m),   Rot:  1.2166 (rads),   Rot:   69.71 (deg),   Curve:    0.52 (rads/m)
Time: 2.00 (s),   Velocity: 3.43 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.04 (m),   Y:  1.44 (m),   Rot:  1.2598 (rads),   Rot:   72.18 (deg),   Curve:    0.46 (rads/m)
Time: 2.03 (s),   Velocity: 3.35 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.07 (m),   Y:  1.53 (m),   Rot:  1.2980 (rads),   Rot:   74.37 (deg),   Curve:    0.40 (rads/m)
Time: 2.06 (s),   Velocity: 3.27 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.09 (m),   Y:  1.61 (m),   Rot:  1.3317 (rads),   Rot:   76.30 (deg),   Curve:    0.35 (rads/m)
Time: 2.08 (s),   Velocity: 3.19 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.11 (m),   Y:  1.70 (m),   Rot:  1.3613 (rads),   Rot:   78.00 (deg),   Curve:    0.31 (rads/m)
Time: 2.11 (s),   Velocity: 3.10 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.13 (m),   Y:  1.79 (m),   Rot:  1.3870 (rads),   Rot:   79.47 (deg),   Curve:    0.27 (rads/m)
Time: 2.14 (s),   Velocity: 3.01 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.14 (m),   Y:  1.88 (m),   Rot:  1.4091 (rads),   Rot:   80.73 (deg),   Curve:    0.23 (rads/m)
Time: 2.17 (s),   Velocity: 2.92 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.16 (m),   Y:  1.97 (m),   Rot:  1.4278 (rads),   Rot:   81.80 (deg),   Curve:    0.19 (rads/m)
Time: 2.20 (s),   Velocity: 2.83 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.17 (m),   Y:  2.05 (m),   Rot:  1.4432 (rads),   Rot:   82.69 (deg),   Curve:    0.16 (rads/m)
Time: 2.23 (s),   Velocity: 2.73 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.18 (m),   Y:  2.14 (m),   Rot:  1.4554 (rads),   Rot:   83.39 (deg),   Curve:    0.12 (rads/m)
Time: 2.27 (s),   Velocity: 2.64 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.19 (m),   Y:  2.23 (m),   Rot:  1.4645 (rads),   Rot:   83.91 (deg),   Curve:    0.09 (rads/m)
Time: 2.30 (s),   Velocity: 2.54 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.20 (m),   Y:  2.31 (m),   Rot:  1.4703 (rads),   Rot:   84.24 (deg),   Curve:    0.05 (rads/m)
Time: 2.33 (s),   Velocity: 2.44 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.21 (m),   Y:  2.39 (m),   Rot:  1.4728 (rads),   Rot:   84.38 (deg),   Curve:    0.01 (rads/m)
Time: 2.36 (s),   Velocity: 2.34 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.21 (m),   Y:  2.47 (m),   Rot:  1.4716 (rads),   Rot:   84.32 (deg),   Curve:   -0.04 (rads/m)
Time: 2.40 (s),   Velocity: 2.24 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.22 (m),   Y:  2.55 (m),   Rot:  1.4664 (rads),   Rot:   84.02 (deg),   Curve:   -0.10 (rads/m)
Time: 2.43 (s),   Velocity: 2.14 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.23 (m),   Y:  2.62 (m),   Rot:  1.4565 (rads),   Rot:   83.45 (deg),   Curve:   -0.17 (rads/m)
Time: 2.47 (s),   Velocity: 2.04 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.24 (m),   Y:  2.69 (m),   Rot:  1.4413 (rads),   Rot:   82.58 (deg),   Curve:   -0.27 (rads/m)
Time: 2.50 (s),   Velocity: 1.94 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.25 (m),   Y:  2.76 (m),   Rot:  1.4194 (rads),   Rot:   81.33 (deg),   Curve:   -0.40 (rads/m)
Time: 2.56 (s),   Velocity: 1.74 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.27 (m),   Y:  2.88 (m),   Rot:  1.3484 (rads),   Rot:   77.26 (deg),   Curve:   -0.85 (rads/m)
Time: 2.60 (s),   Velocity: 1.65 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.28 (m),   Y:  2.93 (m),   Rot:  1.2934 (rads),   Rot:   74.11 (deg),   Curve:   -1.25 (rads/m)
Time: 2.63 (s),   Velocity: 1.56 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.30 (m),   Y:  2.97 (m),   Rot:  1.2191 (rads),   Rot:   69.85 (deg),   Curve:   -1.87 (rads/m)
Time: 2.64 (s),   Velocity: 1.51 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.31 (m),   Y:  2.99 (m),   Rot:  1.1725 (rads),   Rot:   67.18 (deg),   Curve:   -2.30 (rads/m)
Time: 2.66 (s),   Velocity: 1.47 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.31 (m),   Y:  3.01 (m),   Rot:  1.1182 (rads),   Rot:   64.07 (deg),   Curve:   -2.84 (rads/m)
Time: 2.67 (s),   Velocity: 1.43 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.32 (m),   Y:  3.03 (m),   Rot:  1.0548 (rads),   Rot:   60.44 (deg),   Curve:   -3.51 (rads/m)
Time: 2.68 (s),   Velocity: 1.39 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.33 (m),   Y:  3.05 (m),   Rot:  0.9809 (rads),   Rot:   56.20 (deg),   Curve:   -4.32 (rads/m)
Time: 2.70 (s),   Velocity: 1.35 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.34 (m),   Y:  3.06 (m),   Rot:  0.8977 (rads),   Rot:   51.43 (deg),   Curve:   -4.97 (rads/m)
Time: 2.70 (s),   Velocity: 1.33 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.35 (m),   Y:  3.07 (m),   Rot:  0.8534 (rads),   Rot:   48.90 (deg),   Curve:   -5.29 (rads/m)
Time: 2.71 (s),   Velocity: 1.31 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.36 (m),   Y:  3.08 (m),   Rot:  0.8075 (rads),   Rot:   46.27 (deg),   Curve:   -5.60 (rads/m)
Time: 2.71 (s),   Velocity: 1.29 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.36 (m),   Y:  3.08 (m),   Rot:  0.7601 (rads),   Rot:   43.55 (deg),   Curve:   -5.89 (rads/m)
Time: 2.72 (s),   Velocity: 1.27 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.37 (m),   Y:  3.09 (m),   Rot:  0.7114 (rads),   Rot:   40.76 (deg),   Curve:   -6.16 (rads/m)
Time: 2.73 (s),   Velocity: 1.25 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.37 (m),   Y:  3.09 (m),   Rot:  0.6615 (rads),   Rot:   37.90 (deg),   Curve:   -6.39 (rads/m)
Time: 2.73 (s),   Velocity: 1.23 (m/s),   Accel:  -2.53 (m/s/s),   X:  5.38 (m),   Y:  3.10 (m),   Rot:  0.6108 (rads),   Rot:   34.99 (deg),   Curve:   -6.58 (rads/m)
Time: 2.74 (s),   Velocity: 1.22 (m/s),   Accel:  -1.21 (m/s/s),   X:  5.39 (m),   Y:  3.10 (m),   Rot:  0.5594 (rads),   Rot:   32.05 (deg),   Curve:   -6.71 (rads/m)
