Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 4.09 (s),   Velocity: 2.11 (m/s),   Accel:  -3.00 (m/s/s),   X:  8.25 (m),   Y:  3.81 (m),   Rot: -0.0023 (rads),   Rot:   -0.13 (deg),   Curve:    0.00 (rads/m)
Time: 4.13 (s),   Velocity: 1.99 (m/s),   Accel:  -3.00 (m/s/s),   X:  8.33 (m),   Y:  3.81 (m),   Rot: -0.0022 (rads),   Rot:   -0.12 (deg),   Curve:    0.00 (rads/m)
Time: 4.17 (s),   Velocity: 1.87 (m/s),   Accel:  -3.00 (m/s/s),   X:  8.41 (m),   Y:  3.81 (m),   Rot: -0.0020 (rads),   Rot:   -0.12 (deg),   Curve:    0.00 (rads/m)
Time: 4.21 (s),   Velocity: 1.74 (m/s),   Accel:  -3.00 (m/s/s),   X:  8.49 (m),   Y:  3.81 (m),   Rot: -0.0018 (rads),   Rot:   -0.10 (deg),   Curve:    0.00 (rads/m)
Time: 4.26 (s),   Velocity: 1.59 (m/s),   Accel:  -3.00 (m/s/s),   X:  8.57 (m),   Y:  3.81 (m),   Rot: -0.0016 (rads),   Rot:   -0.09 (deg),   Curve:    0.00 (rads/m)
Time: 4.32 (s),   Velocity: 1.42 (m/s),   Accel:  -3.00 (m/s/s),   X:  8.65 (m),   Y:  3.81 (m),   Rot: -0.0014 (rads),   Rot:   -0.08 (deg),   Curve:    0.00 (rads/m)
Time: 4.38 (s),   Velocity: 1.24 (m/s),   Accel:  -3.00 (m/s/s),   X:  8.74 (m),   Y:  3.81 (m),   Rot: -0.0011 (rads),   Rot:   -0.06 (deg),   Curve:    0.00 (rads/m)
Time: 4.45 (s),   Velocity: 1.01 (m/s),   Accel:  -3.00 (m/s/s),   X:  8.82 (m),   Y:  3.81 (m),   Rot: -0.0007 (rads),   Rot:   -0.04 (deg),   Curve:    0.00 (rads/m)
Time: 4.55 (s),   Velocity: 0.72 (m/s),   Accel:  -3.00 (m/s/s),   X:  8.91 (m),   Y:  3.81 (m),   Rot: -0.0004 (rads),   Rot:   -0.02 (deg),   Curve:    0.00 (rads/m)
Time: 4.79 (s),   Velocity: 0.00 (m/s),   Accel:  -3.00 (m/s/s),   X:  8.99 (m),   Y:  3.81 (m),   Rot:  0.0000 (rads),   Rot:    0.00 (deg),   Curve:    0.00 (rads/m)


Trajectory Summary: Total Seconds: 4.79 (s); Total points in the Trajectory: 160
<EOF>
