Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
12.14,0.00,0.02,0.64,2.54,-1.2611,-72.26,7538.99
12.14,0.00,0.03,0.64,2.54,-1.1761,-67.39,6886.46
12.15,0.00,0.03,0.64,2.54,-1.0965,-62.83,6183.97
12.16,0.00,0.05,0.64,2.54,-1.0228,-58.60,5479.83
12.16,0.00,0.06,0.64,2.54,-0.9550,-54.71,4808.70
12.17,0.00,0.08,0.64,2.54,-0.8929,-51.16,4191.74
12.18,0.00,0.10,0.64,2.54,-0.8364,-47.92,3639.10
12.18,0.00,0.13,0.64,2.54,-0.7850,-44.98,3153.06
12.18,0.00,0.18,0.64,2.54,-0.7383,-42.30,2730.96
12.19,0.01,0.28,0.64,2.54,-0.6572,-37.65,2055.93
12.20,0.01,0.42,0.64,2.54,-0.5899,-33.80,1562.50
12.20,0.01,0.61,0.64,2.54,-0.5336,-30.57,1202.44
12.21,0.01,1.00,0.64,2.54,-0.4861,-27.85,938.01
12.21,0.02,1.00,0.64,2.54,-0.4109,-23.54,594.29
12.22,0.02,1.00,0.64,2.54,-0.3545,-20.31,395.45
12.23,0.03,1.00,0.64,2.54,-0.2763,-15.83,197.34
12.24,0.04,1.00,0.64,2.54,-0.2251,-12.90,111.12
12.26,0.06,1.00,0.64,2.54,-0.1624,-9.31,44.80
12.27,0.08,1.00,0.64,2.54,-0.1258,-7.21,22.18
12.31,0.11,1.00,0.65,2.54,-0.0848,-4.86,7.74
12.44,0.25,1.00,0.67,2.54,-0.0317,-1.82,0.73
12.72,0.52,-0.37,0.78,2.54,-0.0079,-0.45,0.08
12.89,0.46,-1.00,0.86,2.54,-0.0032,-0.18,0.04
13.35,0.00,-1.00,0.96,2.54,0.0000,0.00,0.02
