Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 2.16 (s),   Velocity: 0.42 (m/s),   Accel: -10.00 (m/s/s),   X:  4.55 (m),   Y:  0.91 (m),   Rot: -0.0852 (rads),   Rot:   -4.88 (deg),   Curve:   18.96 (rads/m)
Time: 2.17 (s),   Velocity: 0.33 (m/s),   Accel: -10.00 (m/s/s),   X:  4.55 (m),   Y:  0.91 (m),   Rot: -0.0116 (rads),   Rot:   -0.66 (deg),   Curve:   28.62 (rads/m)
Time: 2.17 (s),   Velocity: 0.29 (m/s),   Accel: -10.00 (m/s/s),   X:  4.56 (m),   Y:  0.91 (m),   Rot:  0.0339 (rads),   Rot:    1.94 (deg),   Curve:   35.64 (rads/m)
Time: 2.18 (s),   Velocity: 0.24 (m/s),   Accel:  -8.41 (m/s/s),   X:  4.56 (m),   Y:  0.91 (m),   Rot:  0.0867 (rads),   Rot:    4.97 (deg),   Curve:   44.76 (rads/m)
Time: 2.18 (s),   Velocity: 0.19 (m/s),   Accel:  -5.88 (m/s/s),   X:  4.56 (m),   Y:  0.91 (m),   Rot:  0.1483 (rads),   Rot:    8.50 (deg),   Curve:   56.59 (rads/m)
Time: 2.19 (s),   Velocity: 0.15 (m/s),   Accel:  -4.01 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  0.2204 (rads),   Rot:   12.63 (deg),   Curve:   71.85 (rads/m)
Time: 2.20 (s),   Velocity: 0.12 (m/s),   Accel:  -2.93 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  0.3050 (rads),   Rot:   17.48 (deg),   Curve:   91.16 (rads/m)
Time: 2.20 (s),   Velocity: 0.11 (m/s),   Accel:  -2.36 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  0.3525 (rads),   Rot:   20.20 (deg),   Curve:  102.43 (rads/m)
Time: 2.20 (s),   Velocity: 0.09 (m/s),   Accel:  -1.89 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  0.4038 (rads),   Rot:   23.14 (deg),   Curve:  114.73 (rads/m)
Time: 2.21 (s),   Velocity: 0.09 (m/s),   Accel:  -1.50 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  0.4591 (rads),   Rot:   26.30 (deg),   Curve:  127.89 (rads/m)
Time: 2.21 (s),   Velocity: 0.08 (m/s),   Accel:  -1.17 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  0.5183 (rads),   Rot:   29.70 (deg),   Curve:  141.65 (rads/m)
Time: 2.22 (s),   Velocity: 0.07 (m/s),   Accel:  -0.90 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  0.5815 (rads),   Rot:   33.32 (deg),   Curve:  155.58 (rads/m)
Time: 2.23 (s),   Velocity: 0.06 (m/s),   Accel:  -0.68 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  0.6485 (rads),   Rot:   37.16 (deg),   Curve:  169.11 (rads/m)
Time: 2.23 (s),   Velocity: 0.06 (m/s),   Accel:  -0.48 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  0.7190 (rads),   Rot:   41.20 (deg),   Curve:  181.52 (rads/m)
Time: 2.24 (s),   Velocity: 0.06 (m/s),   Accel:  -0.32 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  0.7925 (rads),   Rot:   45.41 (deg),   Curve:  192.03 (rads/m)
Time: 2.25 (s),   Velocity: 0.05 (m/s),   Accel:  -0.17 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  0.8684 (rads),   Rot:   49.75 (deg),   Curve:  199.87 (rads/m)
Time: 2.25 (s),   Velocity: 0.05 (m/s),   Accel:  -0.03 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  0.9458 (rads),   Rot:   54.19 (deg),   Curve:  204.40 (rads/m)
Time: 2.26 (s),   Velocity: 0.05 (m/s),   Accel:   0.11 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  1.0238 (rads),   Rot:   58.66 (deg),   Curve:  205.22 (rads/m)
Time: 2.27 (s),   Velocity: 0.05 (m/s),   Accel:   0.25 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  1.1014 (rads),   Rot:   63.11 (deg),   Curve:  202.28 (rads/m)
Time: 2.28 (s),   Velocity: 0.06 (m/s),   Accel:   0.41 (m/s/s),   X:  4.57 (m),   Y:  0.92 (m),   Rot:  1.1778 (rads),   Rot:   67.48 (deg),   Curve:  195.85 (rads/m)
Time: 2.28 (s),   Velocity: 0.06 (m/s),   Accel:   0.59 (m/s/s),   X:  4.57 (m),   Y:  0.92 (m),   Rot:  1.2521 (rads),   Rot:   71.74 (deg),   Curve:  186.47 (rads/m)
Time: 2.29 (s),   Velocity: 0.06 (m/s),   Accel:   0.80 (m/s/s),   X:  4.57 (m),   Y:  0.92 (m),   Rot:  1.3235 (rads),   Rot:   75.83 (deg),   Curve:  174.89 (rads/m)
Time: 2.29 (s),   Velocity: 0.07 (m/s),   Accel:   1.06 (m/s/s),   X:  4.57 (m),   Y:  0.92 (m),   Rot:  1.3915 (rads),   Rot:   79.73 (deg),   Curve:  161.88 (rads/m)
Time: 2.30 (s),   Velocity: 0.07 (m/s),   Accel:   1.36 (m/s/s),   X:  4.57 (m),   Y:  0.92 (m),   Rot:  1.4558 (rads),   Rot:   83.41 (deg),   Curve:  148.20 (rads/m)
Time: 2.31 (s),   Velocity: 0.08 (m/s),   Accel:   1.72 (m/s/s),   X:  4.57 (m),   Y:  0.92 (m),   Rot:  1.5162 (rads),   Rot:   86.87 (deg),   Curve:  134.47 (rads/m)
Time: 2.31 (s),   Velocity: 0.09 (m/s),   Accel:   2.12 (m/s/s),   X:  4.57 (m),   Y:  0.92 (m),   Rot:  1.5726 (rads),   Rot:   90.10 (deg),   Curve:  121.15 (rads/m)
Time: 2.32 (s),   Velocity: 0.10 (m/s),   Accel:   2.62 (m/s/s),   X:  4.57 (m),   Y:  0.92 (m),   Rot:  1.6250 (rads),   Rot:   93.10 (deg),   Curve:  108.60 (rads/m)
Time: 2.32 (s),   Velocity: 0.11 (m/s),   Accel:   3.22 (m/s/s),   X:  4.57 (m),   Y:  0.92 (m),   Rot:  1.6735 (rads),   Rot:   95.89 (deg),   Curve:   96.98 (rads/m)
Time: 2.32 (s),   Velocity: 0.13 (m/s),   Accel:   4.33 (m/s/s),   X:  4.57 (m),   Y:  0.92 (m),   Rot:  1.7185 (rads),   Rot:   98.46 (deg),   Curve:   86.41 (rads/m)
Time: 2.33 (s),   Velocity: 0.16 (m/s),   Accel:   6.21 (m/s/s),   X:  4.57 (m),   Y:  0.92 (m),   Rot:  1.7984 (rads),   Rot:  103.04 (deg),   Curve:   68.41 (rads/m)
Time: 2.34 (s),   Velocity: 0.20 (m/s),   Accel:   8.66 (m/s/s),   X:  4.56 (m),   Y:  0.92 (m),   Rot:  1.8665 (rads),   Rot:  106.94 (deg),   Curve:   54.23 (rads/m)
Time: 2.34 (s),   Velocity: 0.24 (m/s),   Accel:  10.00 (m/s/s),   X:  4.56 (m),   Y:  0.93 (m),   Rot:  1.9247 (rads),   Rot:  110.28 (deg),   Curve:   43.22 (rads/m)
Time: 2.35 (s),   Velocity: 0.29 (m/s),   Accel:  10.00 (m/s/s),   X:  4.56 (m),   Y:  0.93 (m),   Rot:  1.9746 (rads),   Rot:  113.14 (deg),   Curve:   34.70 (rads/m)
Time: 2.36 (s),   Velocity: 0.38 (m/s),   Accel:  10.00 (m/s/s),   X:  4.56 (m),   Y:  0.93 (m),   Rot:  2.0550 (rads),   Rot:  117.74 (deg),   Curve:   22.96 (rads/m)
Time: 2.36 (s),   Velocity: 0.45 (m/s),   Accel:  10.00 (m/s/s),   X:  4.56 (m),   Y:  0.93 (m),   Rot:  2.1161 (rads),   Rot:  121.24 (deg),   Curve:   15.74 (rads/m)
Time: 2.38 (s),   Velocity: 0.60 (m/s),   Accel:  10.00 (m/s/s),   X:  4.56 (m),   Y:  0.94 (m),   Rot:  2.2011 (rads),   Rot:  126.11 (deg),   Curve:    8.13 (rads/m)
Time: 2.39 (s),   Velocity: 0.73 (m/s),   Accel:  10.00 (m/s/s),   X:  4.55 (m),   Y:  0.95 (m),   Rot:  2.2558 (rads),   Rot:  129.25 (deg),   Curve:    4.62 (rads/m)
Time: 2.42 (s),   Velocity: 0.98 (m/s),   Accel:  10.00 (m/s/s),   X:  4.54 (m),   Y:  0.96 (m),   Rot:  2.3182 (rads),   Rot:  132.82 (deg),   Curve:    1.77 (rads/m)
Time: 2.46 (s),   Velocity: 1.43 (m/s),   Accel:  -8.27 (m/s/s),   X:  4.50 (m),   Y:  1.00 (m),   Rot:  2.3562 (rads),   Rot:  135.00 (deg),   Curve:   -0.00 (rads/m)
Time: 2.51 (s),   Velocity: 0.99 (m/s),   Accel: -10.00 (m/s/s),   X:  4.46 (m),   Y:  1.05 (m),   Rot:  2.3013 (rads),   Rot:  131.86 (deg),   Curve:   -2.21 (rads/m)
Time: 2.53 (s),   Velocity: 0.85 (m/s),   Accel: -10.00 (m/s/s),   X:  4.45 (m),   Y:  1.06 (m),   Rot:  2.2637 (rads),   Rot:  129.70 (deg),   Curve:   -3.64 (rads/m)
Time: 2.54 (s),   Velocity: 0.70 (m/s),   Accel: -10.00 (m/s/s),   X:  4.44 (m),   Y:  1.06 (m),   Rot:  2.2076 (rads),   Rot:  126.48 (deg),   Curve:   -6.38 (rads/m)
Time: 2.56 (s),   Velocity: 0.54 (m/s),   Accel: -10.00 (m/s/s),   X:  4.43 (m),   Y:  1.07 (m),   Rot:  2.1204 (rads),   Rot:  121.49 (deg),   Curve:  -12.26 (rads/m)
Time: 2.57 (s),   Velocity: 0.45 (m/s),   Accel: -10.00 (m/s/s),   X:  4.43 (m),   Y:  1.08 (m),   Rot:  2.0578 (rads),   Rot:  117.91 (deg),   Curve:  -17.81 (rads/m)
Time: 2.58 (s),   Velocity: 0.36 (m/s),   Accel: -10.00 (m/s/s),   X:  4.43 (m),   Y:  1.08 (m),   Rot:  1.9756 (rads),   Rot:  113.20 (deg),   Curve:  -26.80 (rads/m)
Time: 2.58 (s),   Velocity: 0.31 (m/s),   Accel: -10.00 (m/s/s),   X:  4.43 (m),   Y:  1.08 (m),   Rot:  1.9246 (rads),   Rot:  110.27 (deg),   Curve:  -33.30 (rads/m)
Time: 2.59 (s),   Velocity: 0.25 (m/s),   Accel:  -7.59 (m/s/s),   X:  4.43 (m),   Y:  1.08 (m),   Rot:  1.8652 (rads),   Rot:  106.87 (deg),   Curve:  -41.69 (rads/m)
Time: 2.59 (s),   Velocity: 0.20 (m/s),   Accel:  -5.34 (m/s/s),   X:  4.43 (m),   Y:  1.08 (m),   Rot:  1.7958 (rads),   Rot:  102.89 (deg),   Curve:  -52.46 (rads/m)
Time: 2.60 (s),   Velocity: 0.16 (m/s),   Accel:  -3.99 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  1.7145 (rads),   Rot:   98.23 (deg),   Curve:  -66.07 (rads/m)
Time: 2.61 (s),   Velocity: 0.15 (m/s),   Accel:  -3.27 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  1.6687 (rads),   Rot:   95.61 (deg),   Curve:  -74.03 (rads/m)
Time: 2.61 (s),   Velocity: 0.13 (m/s),   Accel:  -2.65 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  1.6194 (rads),   Rot:   92.78 (deg),   Curve:  -82.74 (rads/m)
Time: 2.62 (s),   Velocity: 0.12 (m/s),   Accel:  -2.16 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  1.5662 (rads),   Rot:   89.73 (deg),   Curve:  -92.13 (rads/m)
Time: 2.62 (s),   Velocity: 0.11 (m/s),   Accel:  -1.70 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  1.5090 (rads),   Rot:   86.46 (deg),   Curve: -102.02 (rads/m)
Time: 2.63 (s),   Velocity: 0.10 (m/s),   Accel:  -1.32 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  1.4479 (rads),   Rot:   82.96 (deg),   Curve: -112.17 (rads/m)
Time: 2.63 (s),   Velocity: 0.09 (m/s),   Accel:  -1.01 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  1.3828 (rads),   Rot:   79.23 (deg),   Curve: -122.19 (rads/m)
Time: 2.64 (s),   Velocity: 0.08 (m/s),   Accel:  -0.74 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  1.3141 (rads),   Rot:   75.29 (deg),   Curve: -131.62 (rads/m)
Time: 2.65 (s),   Velocity: 0.08 (m/s),   Accel:  -0.51 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  1.2421 (rads),   Rot:   71.16 (deg),   Curve: -139.90 (rads/m)
Time: 2.65 (s),   Velocity: 0.07 (m/s),   Accel:  -0.30 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  1.1673 (rads),   Rot:   66.88 (deg),   Curve: -146.45 (rads/m)
Time: 2.66 (s),   Velocity: 0.07 (m/s),   Accel:  -0.11 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  1.0906 (rads),   Rot:   62.48 (deg),   Curve: -150.75 (rads/m)
Time: 2.67 (s),   Velocity: 0.07 (m/s),   Accel:   0.07 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  1.0127 (rads),   Rot:   58.02 (deg),   Curve: -152.43 (rads/m)
Time: 2.67 (s),   Velocity: 0.07 (m/s),   Accel:   0.26 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  0.9346 (rads),   Rot:   53.55 (deg),   Curve: -151.33 (rads/m)
Time: 2.68 (s),   Velocity: 0.07 (m/s),   Accel:   0.46 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  0.8573 (rads),   Rot:   49.12 (deg),   Curve: -147.53 (rads/m)
Time: 2.69 (s),   Velocity: 0.08 (m/s),   Accel:   0.68 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  0.7816 (rads),   Rot:   44.78 (deg),   Curve: -141.36 (rads/m)
Time: 2.69 (s),   Velocity: 0.08 (m/s),   Accel:   0.94 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  0.7083 (rads),   Rot:   40.58 (deg),   Curve: -133.32 (rads/m)
Time: 2.70 (s),   Velocity: 0.09 (m/s),   Accel:   1.24 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  0.6381 (rads),   Rot:   36.56 (deg),   Curve: -123.96 (rads/m)
Time: 2.71 (s),   Velocity: 0.10 (m/s),   Accel:   1.61 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  0.5714 (rads),   Rot:   32.74 (deg),   Curve: -113.88 (rads/m)
Time: 2.71 (s),   Velocity: 0.10 (m/s),   Accel:   2.04 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  0.5086 (rads),   Rot:   29.14 (deg),   Curve: -103.57 (rads/m)
Time: 2.72 (s),   Velocity: 0.12 (m/s),   Accel:   2.56 (m/s/s),   X:  4.43 (m),   Y:  1.09 (m),   Rot:  0.4497 (rads),   Rot:   25.77 (deg),   Curve:  -93.44 (rads/m)
Time: 2.72 (s),   Velocity: 0.13 (m/s),   Accel:   3.19 (m/s/s),   X:  4.43 (m),   Y:  1.10 (m),   Rot:  0.3948 (rads),   Rot:   22.62 (deg),   Curve:  -83.79 (rads/m)
Time: 2.73 (s),   Velocity: 0.14 (m/s),   Accel:   3.93 (m/s/s),   X:  4.43 (m),   Y:  1.10 (m),   Rot:  0.3437 (rads),   Rot:   19.69 (deg),   Curve:  -74.81 (rads/m)
Time: 2.73 (s),   Velocity: 0.16 (m/s),   Accel:   5.33 (m/s/s),   X:  4.43 (m),   Y:  1.10 (m),   Rot:  0.2964 (rads),   Rot:   16.98 (deg),   Curve:  -66.59 (rads/m)
Time: 2.74 (s),   Velocity: 0.20 (m/s),   Accel:   7.74 (m/s/s),   X:  4.44 (m),   Y:  1.10 (m),   Rot:  0.2121 (rads),   Rot:   12.15 (deg),   Curve:  -52.53 (rads/m)
Time: 2.75 (s),   Velocity: 0.25 (m/s),   Accel:  10.00 (m/s/s),   X:  4.44 (m),   Y:  1.10 (m),   Rot:  0.1400 (rads),   Rot:    8.02 (deg),   Curve:  -41.45 (rads/m)
Time: 2.75 (s),   Velocity: 0.31 (m/s),   Accel:  10.00 (m/s/s),   X:  4.44 (m),   Y:  1.10 (m),   Rot:  0.0783 (rads),   Rot:    4.49 (deg),   Curve:  -32.85 (rads/m)
Time: 2.76 (s),   Velocity: 0.37 (m/s),   Accel:  10.00 (m/s/s),   X:  4.44 (m),   Y:  1.10 (m),   Rot:  0.0253 (rads),   Rot:    1.45 (deg),   Curve:  -26.23 (rads/m)
Time: 2.76 (s),   Velocity: 0.42 (m/s),   Accel:  10.00 (m/s/s),   X:  4.44 (m),   Y:  1.10 (m),   Rot: -0.0205 (rads),   Rot:   -1.18 (deg),   Curve:  -21.13 (rads/m)
Time: 2.77 (s),   Velocity: 0.51 (m/s),   Accel:  10.00 (m/s/s),   X:  4.45 (m),   Y:  1.10 (m),   Rot: -0.0952 (rads),   Rot:   -5.45 (deg),   Curve:  -14.10 (rads/m)
Time: 2.78 (s),   Velocity: 0.60 (m/s),   Accel:  10.00 (m/s/s),   X:  4.45 (m),   Y:  1.10 (m),   Rot: -0.1529 (rads),   Rot:   -8.76 (deg),   Curve:   -9.76 (rads/m)
Time: 2.80 (s),   Velocity: 0.77 (m/s),   Accel:  10.00 (m/s/s),   X:  4.46 (m),   Y:  1.09 (m),   Rot: -0.2357 (rads),   Rot:  -13.50 (deg),   Curve:   -5.15 (rads/m)
Time: 2.82 (s),   Velocity: 0.94 (m/s),   Accel:  10.00 (m/s/s),   X:  4.48 (m),   Y:  1.09 (m),   Rot: -0.2917 (rads),   Rot:  -16.71 (deg),   Curve:   -3.02 (rads/m)
Time: 2.85 (s),   Velocity: 1.26 (m/s),   Accel:  10.00 (m/s/s),   X:  4.51 (m),   Y:  1.08 (m),   Rot: -0.3623 (rads),   Rot:  -20.76 (deg),   Curve:   -1.30 (rads/m)
Time: 2.88 (s),   Velocity: 1.58 (m/s),   Accel:  10.00 (m/s/s),   X:  4.55 (m),   Y:  1.06 (m),   Rot: -0.4053 (rads),   Rot:  -23.22 (deg),   Curve:   -0.69 (rads/m)
Time: 2.94 (s),   Velocity: 2.20 (m/s),   Accel:  10.00 (m/s/s),   X:  4.66 (m),   Y:  1.01 (m),   Rot: -0.4574 (rads),   Rot:  -26.20 (deg),   Curve:   -0.30 (rads/m)
Time: 2.97 (s),   Velocity: 2.50 (m/s),   Accel:  10.00 (m/s/s),   X:  4.72 (m),   Y:  0.98 (m),   Rot: -0.4757 (rads),   Rot:  -27.25 (deg),   Curve:   -0.24 (rads/m)
Time: 3.00 (s),   Velocity: 2.78 (m/s),   Accel:  10.00 (m/s/s),   X:  4.79 (m),   Y:  0.95 (m),   Rot: -0.4917 (rads),   Rot:  -28.17 (deg),   Curve:   -0.20 (rads/m)
Time: 3.03 (s),   Velocity: 3.04 (m/s),   Accel:  10.00 (m/s/s),   X:  4.86 (m),   Y:  0.91 (m),   Rot: -0.5067 (rads),   Rot:  -29.03 (deg),   Curve:   -0.19 (rads/m)
Time: 3.05 (s),   Velocity: 3.29 (m/s),   Accel:  -7.03 (m/s/s),   X:  4.92 (m),   Y:  0.87 (m),   Rot: -0.5215 (rads),   Rot:  -29.88 (deg),   Curve:   -0.19 (rads/m)
Time: 3.08 (s),   Velocity: 3.12 (m/s),   Accel: -10.00 (m/s/s),   X:  4.99 (m),   Y:  0.83 (m),   Rot: -0.5371 (rads),   Rot:  -30.77 (deg),   Curve:   -0.21 (rads/m)
Time: 3.10 (s),   Velocity: 2.86 (m/s),   Accel: -10.00 (m/s/s),   X:  5.06 (m),   Y:  0.79 (m),   Rot: -0.5543 (rads),   Rot:  -31.76 (deg),   Curve:   -0.24 (rads/m)
Time: 3.13 (s),   Velocity: 2.58 (m/s),   Accel: -10.00 (m/s/s),   X:  5.12 (m),   Y:  0.75 (m),   Rot: -0.5744 (rads),   Rot:  -32.91 (deg),   Curve:   -0.30 (rads/m)
Time: 3.16 (s),   Velocity: 2.30 (m/s),   Accel: -10.00 (m/s/s),   X:  5.18 (m),   Y:  0.71 (m),   Rot: -0.5989 (rads),   Rot:  -34.31 (deg),   Curve:   -0.41 (rads/m)
Time: 3.22 (s),   Velocity: 1.69 (m/s),   Accel: -10.00 (m/s/s),   X:  5.28 (m),   Y:  0.64 (m),   Rot: -0.6736 (rads),   Rot:  -38.59 (deg),   Curve:   -0.98 (rads/m)
Time: 3.25 (s),   Velocity: 1.38 (m/s),   Accel: -10.00 (m/s/s),   X:  5.32 (m),   Y:  0.61 (m),   Rot: -0.7364 (rads),   Rot:  -42.19 (deg),   Curve:   -1.78 (rads/m)
Time: 3.27 (s),   Velocity: 1.22 (m/s),   Accel: -10.00 (m/s/s),   X:  5.33 (m),   Y:  0.59 (m),   Rot: -0.7800 (rads),   Rot:  -44.69 (deg),   Curve:   -2.53 (rads/m)
Time: 3.28 (s),   Velocity: 1.06 (m/s),   Accel: -10.00 (m/s/s),   X:  5.34 (m),   Y:  0.58 (m),   Rot: -0.8363 (rads),   Rot:  -47.91 (deg),   Curve:   -3.77 (rads/m)
Time: 3.30 (s),   Velocity: 0.90 (m/s),   Accel: -10.00 (m/s/s),   X:  5.35 (m),   Y:  0.57 (m),   Rot: -0.9110 (rads),   Rot:  -52.20 (deg),   Curve:   -5.88 (rads/m)
Time: 3.31 (s),   Velocity: 0.82 (m/s),   Accel: -10.00 (m/s/s),   X:  5.36 (m),   Y:  0.56 (m),   Rot: -0.9581 (rads),   Rot:  -54.89 (deg),   Curve:   -7.49 (rads/m)
Time: 3.31 (s),   Velocity: 0.74 (m/s),   Accel: -10.00 (m/s/s),   X:  5.36 (m),   Y:  0.56 (m),   Rot: -1.0136 (rads),   Rot:  -58.08 (deg),   Curve:   -9.66 (rads/m)
Time: 3.32 (s),   Velocity: 0.65 (m/s),   Accel: -10.00 (m/s/s),   X:  5.36 (m),   Y:  0.55 (m),   Rot: -1.0797 (rads),   Rot:  -61.86 (deg),   Curve:  -12.60 (rads/m)
Time: 3.33 (s),   Velocity: 0.56 (m/s),   Accel: -10.00 (m/s/s),   X:  5.37 (m),   Y:  0.55 (m),   Rot: -1.1587 (rads),   Rot:  -66.39 (deg),   Curve:  -16.56 (rads/m)
Time: 3.34 (s),   Velocity: 0.51 (m/s),   Accel: -10.00 (m/s/s),   X:  5.37 (m),   Y:  0.55 (m),   Rot: -1.2039 (rads),   Rot:  -68.98 (deg),   Curve:  -19.01 (rads/m)
Time: 3.34 (s),   Velocity: 0.46 (m/s),   Accel:  -9.86 (m/s/s),   X:  5.37 (m),   Y:  0.54 (m),   Rot: -1.2534 (rads),   Rot:  -71.81 (deg),   Curve:  -21.80 (rads/m)
Time: 3.35 (s),   Velocity: 0.41 (m/s),   Accel:  -7.95 (m/s/s),   X:  5.37 (m),   Y:  0.54 (m),   Rot: -1.3075 (rads),   Rot:  -74.92 (deg),   Curve:  -24.94 (rads/m)
Time: 3.35 (s),   Velocity: 0.36 (m/s),   Accel:  -6.32 (m/s/s),   X:  5.37 (m),   Y:  0.54 (m),   Rot: -1.3666 (rads),   Rot:  -78.30 (deg),   Curve:  -28.42 (rads/m)
Time: 3.36 (s),   Velocity: 0.32 (m/s),   Accel:  -4.93 (m/s/s),   X:  5.37 (m),   Y:  0.54 (m),   Rot: -1.4309 (rads),   Rot:  -81.98 (deg),   Curve:  -32.17 (rads/m)
Time: 3.37 (s),   Velocity: 0.29 (m/s),   Accel:  -3.77 (m/s/s),   X:  5.37 (m),   Y:  0.53 (m),   Rot: -1.5004 (rads),   Rot:  -85.96 (deg),   Curve:  -36.09 (rads/m)
Time: 3.37 (s),   Velocity: 0.27 (m/s),   Accel:  -2.95 (m/s/s),   X:  5.37 (m),   Y:  0.53 (m),   Rot: -1.5749 (rads),   Rot:  -90.24 (deg),   Curve:  -40.00 (rads/m)
Time: 3.38 (s),   Velocity: 0.24 (m/s),   Accel:  -2.06 (m/s/s),   X:  5.37 (m),   Y:  0.53 (m),   Rot: -1.6543 (rads),   Rot:  -94.78 (deg),   Curve:  -43.65 (rads/m)
Time: 3.39 (s),   Velocity: 0.23 (m/s),   Accel:  -1.31 (m/s/s),   X:  5.37 (m),   Y:  0.53 (m),   Rot: -1.7377 (rads),   Rot:  -99.56 (deg),   Curve:  -46.78 (rads/m)
Time: 3.40 (s),   Velocity: 0.22 (m/s),   Accel:  -0.81 (m/s/s),   X:  5.37 (m),   Y:  0.53 (m),   Rot: -1.8242 (rads),   Rot: -104.52 (deg),   Curve:  -49.07 (rads/m)
Time: 3.40 (s),   Velocity: 0.21 (m/s),   Accel:  -0.50 (m/s/s),   X:  5.37 (m),   Y:  0.53 (m),   Rot: -1.8683 (rads),   Rot: -107.04 (deg),   Curve:  -49.84 (rads/m)
Time: 3.40 (s),   Velocity: 0.21 (m/s),   Accel:  -0.20 (m/s/s),   X:  5.37 (m),   Y:  0.53 (m),   Rot: -1.9127 (rads),   Rot: -109.59 (deg),   Curve:  -50.31 (rads/m)
Time: 3.41 (s),   Velocity: 0.21 (m/s),   Accel:   0.09 (m/s/s),   X:  5.37 (m),   Y:  0.52 (m),   Rot: -1.9572 (rads),   Rot: -112.14 (deg),   Curve:  -50.48 (rads/m)
Time: 3.41 (s),   Velocity: 0.21 (m/s),   Accel:   0.39 (m/s/s),   X:  5.37 (m),   Y:  0.52 (m),   Rot: -2.0016 (rads),   Rot: -114.68 (deg),   Curve:  -50.34 (rads/m)
Time: 3.42 (s),   Velocity: 0.21 (m/s),   Accel:   0.69 (m/s/s),   X:  5.37 (m),   Y:  0.52 (m),   Rot: -2.0458 (rads),   Rot: -117.22 (deg),   Curve:  -49.91 (rads/m)
Time: 3.42 (s),   Velocity: 0.21 (m/s),   Accel:   1.17 (m/s/s),   X:  5.37 (m),   Y:  0.52 (m),   Rot: -2.0896 (rads),   Rot: -119.73 (deg),   Curve:  -49.18 (rads/m)
Time: 3.43 (s),   Velocity: 0.22 (m/s),   Accel:   1.86 (m/s/s),   X:  5.37 (m),   Y:  0.52 (m),   Rot: -2.1753 (rads),   Rot: -124.64 (deg),   Curve:  -46.97 (rads/m)
Time: 3.44 (s),   Velocity: 0.24 (m/s),   Accel:   2.67 (m/s/s),   X:  5.37 (m),   Y:  0.52 (m),   Rot: -2.2576 (rads),   Rot: -129.35 (deg),   Curve:  -43.94 (rads/m)
Time: 3.44 (s),   Velocity: 0.26 (m/s),   Accel:   3.62 (m/s/s),   X:  5.36 (m),   Y:  0.52 (m),   Rot: -2.3355 (rads),   Rot: -133.82 (deg),   Curve:  -40.38 (rads/m)
Time: 3.45 (s),   Velocity: 0.28 (m/s),   Accel:   4.76 (m/s/s),   X:  5.36 (m),   Y:  0.52 (m),   Rot: -2.4085 (rads),   Rot: -138.00 (deg),   Curve:  -36.57 (rads/m)
Time: 3.46 (s),   Velocity: 0.31 (m/s),   Accel:   6.12 (m/s/s),   X:  5.36 (m),   Y:  0.52 (m),   Rot: -2.4763 (rads),   Rot: -141.88 (deg),   Curve:  -32.74 (rads/m)
Time: 3.46 (s),   Velocity: 0.35 (m/s),   Accel:   7.75 (m/s/s),   X:  5.36 (m),   Y:  0.51 (m),   Rot: -2.5387 (rads),   Rot: -145.46 (deg),   Curve:  -29.05 (rads/m)
