Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 0.72 (s),   Velocity: 3.21 (m/s),   Accel:   5.01 (m/s/s),   X:  2.05 (m),   Y:  0.12 (m),   Rot:  0.4988 (rads),   Rot:   28.58 (deg),   Curve:    1.05 (rads/m)
Time: 0.74 (s),   Velocity: 3.29 (m/s),   Accel:   7.09 (m/s/s),   X:  2.09 (m),   Y:  0.15 (m),   Rot:  0.5465 (rads),   Rot:   31.31 (deg),   Curve:    0.97 (rads/m)
Time: 0.76 (s),   Velocity: 3.49 (m/s),   Accel:   8.71 (m/s/s),   X:  2.17 (m),   Y:  0.20 (m),   Rot:  0.6311 (rads),   Rot:   36.16 (deg),   Curve:    0.76 (rads/m)
Time: 0.79 (s),   Velocity: 3.74 (m/s),   Accel:   5.30 (m/s/s),   X:  2.25 (m),   Y:  0.26 (m),   Rot:  0.6981 (rads),   Rot:   40.00 (deg),   Curve:    0.54 (rads/m)
Time: 0.82 (s),   Velocity: 3.89 (m/s),   Accel: -10.00 (m/s/s),   X:  2.33 (m),   Y:  0.34 (m),   Rot:  0.7462 (rads),   Rot:   42.75 (deg),   Curve:    0.34 (rads/m)
Time: 0.85 (s),   Velocity: 3.59 (m/s),   Accel: -10.00 (m/s/s),   X:  2.42 (m),   Y:  0.42 (m),   Rot:  0.7753 (rads),   Rot:   44.42 (deg),   Curve:    0.17 (rads/m)
Time: 0.89 (s),   Velocity: 3.24 (m/s),   Accel: -10.00 (m/s/s),   X:  2.50 (m),   Y:  0.50 (m),   Rot:  0.7854 (rads),   Rot:   45.00 (deg),   Curve:   -0.00 (rads/m)
Time: 0.92 (s),   Velocity: 2.91 (m/s),   Accel: -10.00 (m/s/s),   X:  2.57 (m),   Y:  0.57 (m),   Rot:  0.7224 (rads),   Rot:   41.39 (deg),   Curve:   -1.18 (rads/m)
Time: 0.94 (s),   Velocity: 2.74 (m/s),   Accel: -10.00 (m/s/s),   X:  2.61 (m),   Y:  0.60 (m),   Rot:  0.6525 (rads),   Rot:   37.39 (deg),   Curve:   -1.61 (rads/m)
Time: 0.95 (s),   Velocity: 2.65 (m/s),   Accel:  -7.83 (m/s/s),   X:  2.63 (m),   Y:  0.62 (m),   Rot:  0.6105 (rads),   Rot:   34.98 (deg),   Curve:   -1.78 (rads/m)
Time: 0.96 (s),   Velocity: 2.57 (m/s),   Accel:  -4.71 (m/s/s),   X:  2.65 (m),   Y:  0.63 (m),   Rot:  0.5649 (rads),   Rot:   32.36 (deg),   Curve:   -1.91 (rads/m)
Time: 0.97 (s),   Velocity: 2.53 (m/s),   Accel:  -1.94 (m/s/s),   X:  2.67 (m),   Y:  0.64 (m),   Rot:  0.5164 (rads),   Rot:   29.59 (deg),   Curve:   -2.00 (rads/m)
Time: 0.98 (s),   Velocity: 2.51 (m/s),   Accel:   0.58 (m/s/s),   X:  2.69 (m),   Y:  0.65 (m),   Rot:  0.4661 (rads),   Rot:   26.71 (deg),   Curve:   -2.05 (rads/m)
Time: 0.99 (s),   Velocity: 2.51 (m/s),   Accel:   2.92 (m/s/s),   X:  2.72 (m),   Y:  0.66 (m),   Rot:  0.4148 (rads),   Rot:   23.77 (deg),   Curve:   -2.06 (rads/m)
Time: 1.00 (s),   Velocity: 2.54 (m/s),   Accel:   5.12 (m/s/s),   X:  2.74 (m),   Y:  0.67 (m),   Rot:  0.3634 (rads),   Rot:   20.82 (deg),   Curve:   -2.03 (rads/m)
Time: 1.01 (s),   Velocity: 2.59 (m/s),   Accel:   7.16 (m/s/s),   X:  2.76 (m),   Y:  0.68 (m),   Rot:  0.3126 (rads),   Rot:   17.91 (deg),   Curve:   -1.97 (rads/m)
Time: 1.02 (s),   Velocity: 2.66 (m/s),   Accel:   9.05 (m/s/s),   X:  2.79 (m),   Y:  0.69 (m),   Rot:  0.2632 (rads),   Rot:   15.08 (deg),   Curve:   -1.88 (rads/m)
Time: 1.03 (s),   Velocity: 2.75 (m/s),   Accel:  10.00 (m/s/s),   X:  2.81 (m),   Y:  0.70 (m),   Rot:  0.2156 (rads),   Rot:   12.36 (deg),   Curve:   -1.77 (rads/m)
Time: 1.03 (s),   Velocity: 2.84 (m/s),   Accel:  10.00 (m/s/s),   X:  2.84 (m),   Y:  0.70 (m),   Rot:  0.1705 (rads),   Rot:    9.77 (deg),   Curve:   -1.64 (rads/m)
Time: 1.05 (s),   Velocity: 3.03 (m/s),   Accel:  10.00 (m/s/s),   X:  2.89 (m),   Y:  0.71 (m),   Rot:  0.0887 (rads),   Rot:    5.08 (deg),   Curve:   -1.38 (rads/m)
Time: 1.07 (s),   Velocity: 3.21 (m/s),   Accel:  10.00 (m/s/s),   X:  2.95 (m),   Y:  0.71 (m),   Rot:  0.0193 (rads),   Rot:    1.10 (deg),   Curve:   -1.11 (rads/m)
Time: 1.09 (s),   Velocity: 3.38 (m/s),   Accel:  10.00 (m/s/s),   X:  3.01 (m),   Y:  0.71 (m),   Rot: -0.0376 (rads),   Rot:   -2.15 (deg),   Curve:   -0.87 (rads/m)
Time: 1.11 (s),   Velocity: 3.55 (m/s),   Accel:  -5.80 (m/s/s),   X:  3.07 (m),   Y:  0.71 (m),   Rot: -0.0821 (rads),   Rot:   -4.71 (deg),   Curve:   -0.65 (rads/m)
Time: 1.14 (s),   Velocity: 3.35 (m/s),   Accel: -10.00 (m/s/s),   X:  3.19 (m),   Y:  0.69 (m),   Rot: -0.1363 (rads),   Rot:   -7.81 (deg),   Curve:   -0.26 (rads/m)
Time: 1.18 (s),   Velocity: 2.97 (m/s),   Accel: -10.00 (m/s/s),   X:  3.30 (m),   Y:  0.68 (m),   Rot: -0.1449 (rads),   Rot:   -8.30 (deg),   Curve:    0.13 (rads/m)
Time: 1.22 (s),   Velocity: 2.57 (m/s),   Accel: -10.00 (m/s/s),   X:  3.41 (m),   Y:  0.66 (m),   Rot: -0.1020 (rads),   Rot:   -5.85 (deg),   Curve:    0.69 (rads/m)
Time: 1.24 (s),   Velocity: 2.36 (m/s),   Accel: -10.00 (m/s/s),   X:  3.47 (m),   Y:  0.66 (m),   Rot: -0.0560 (rads),   Rot:   -3.21 (deg),   Curve:    1.12 (rads/m)
Time: 1.26 (s),   Velocity: 2.15 (m/s),   Accel: -10.00 (m/s/s),   X:  3.51 (m),   Y:  0.66 (m),   Rot:  0.0117 (rads),   Rot:    0.67 (deg),   Curve:    1.74 (rads/m)
Time: 1.27 (s),   Velocity: 2.04 (m/s),   Accel: -10.00 (m/s/s),   X:  3.54 (m),   Y:  0.66 (m),   Rot:  0.0554 (rads),   Rot:    3.17 (deg),   Curve:    2.14 (rads/m)
Time: 1.28 (s),   Velocity: 1.93 (m/s),   Accel: -10.00 (m/s/s),   X:  3.56 (m),   Y:  0.66 (m),   Rot:  0.1067 (rads),   Rot:    6.11 (deg),   Curve:    2.61 (rads/m)
Time: 1.29 (s),   Velocity: 1.82 (m/s),   Accel: -10.00 (m/s/s),   X:  3.58 (m),   Y:  0.66 (m),   Rot:  0.1663 (rads),   Rot:    9.53 (deg),   Curve:    3.17 (rads/m)
Time: 1.30 (s),   Velocity: 1.71 (m/s),   Accel: -10.00 (m/s/s),   X:  3.60 (m),   Y:  0.67 (m),   Rot:  0.2351 (rads),   Rot:   13.47 (deg),   Curve:    3.80 (rads/m)
Time: 1.32 (s),   Velocity: 1.59 (m/s),   Accel: -10.00 (m/s/s),   X:  3.62 (m),   Y:  0.67 (m),   Rot:  0.3135 (rads),   Rot:   17.96 (deg),   Curve:    4.48 (rads/m)
Time: 1.32 (s),   Velocity: 1.53 (m/s),   Accel: -10.00 (m/s/s),   X:  3.63 (m),   Y:  0.67 (m),   Rot:  0.3563 (rads),   Rot:   20.42 (deg),   Curve:    4.83 (rads/m)
Time: 1.33 (s),   Velocity: 1.47 (m/s),   Accel: -10.00 (m/s/s),   X:  3.63 (m),   Y:  0.68 (m),   Rot:  0.4015 (rads),   Rot:   23.00 (deg),   Curve:    5.18 (rads/m)
Time: 1.33 (s),   Velocity: 1.41 (m/s),   Accel:  -8.98 (m/s/s),   X:  3.64 (m),   Y:  0.68 (m),   Rot:  0.4488 (rads),   Rot:   25.72 (deg),   Curve:    5.51 (rads/m)
Time: 1.34 (s),   Velocity: 1.36 (m/s),   Accel:  -7.10 (m/s/s),   X:  3.65 (m),   Y:  0.68 (m),   Rot:  0.4982 (rads),   Rot:   28.54 (deg),   Curve:    5.81 (rads/m)
Time: 1.35 (s),   Velocity: 1.31 (m/s),   Accel:  -5.32 (m/s/s),   X:  3.66 (m),   Y:  0.69 (m),   Rot:  0.5494 (rads),   Rot:   31.48 (deg),   Curve:    6.07 (rads/m)
Time: 1.35 (s),   Velocity: 1.28 (m/s),   Accel:  -3.61 (m/s/s),   X:  3.66 (m),   Y:  0.69 (m),   Rot:  0.6020 (rads),   Rot:   34.49 (deg),   Curve:    6.29 (rads/m)
Time: 1.36 (s),   Velocity: 1.25 (m/s),   Accel:  -1.95 (m/s/s),   X:  3.67 (m),   Y:  0.70 (m),   Rot:  0.6558 (rads),   Rot:   37.58 (deg),   Curve:    6.44 (rads/m)
Time: 1.37 (s),   Velocity: 1.24 (m/s),   Accel:  -0.33 (m/s/s),   X:  3.68 (m),   Y:  0.70 (m),   Rot:  0.7104 (rads),   Rot:   40.70 (deg),   Curve:    6.52 (rads/m)
Time: 1.37 (s),   Velocity: 1.24 (m/s),   Accel:   1.29 (m/s/s),   X:  3.68 (m),   Y:  0.71 (m),   Rot:  0.7652 (rads),   Rot:   43.84 (deg),   Curve:    6.54 (rads/m)
Time: 1.38 (s),   Velocity: 1.24 (m/s),   Accel:   2.93 (m/s/s),   X:  3.69 (m),   Y:  0.72 (m),   Rot:  0.8199 (rads),   Rot:   46.98 (deg),   Curve:    6.47 (rads/m)
Time: 1.39 (s),   Velocity: 1.26 (m/s),   Accel:   4.61 (m/s/s),   X:  3.70 (m),   Y:  0.72 (m),   Rot:  0.8740 (rads),   Rot:   50.08 (deg),   Curve:    6.34 (rads/m)
Time: 1.39 (s),   Velocity: 1.29 (m/s),   Accel:   6.36 (m/s/s),   X:  3.70 (m),   Y:  0.73 (m),   Rot:  0.9271 (rads),   Rot:   53.12 (deg),   Curve:    6.14 (rads/m)
Time: 1.40 (s),   Velocity: 1.34 (m/s),   Accel:   8.20 (m/s/s),   X:  3.71 (m),   Y:  0.74 (m),   Rot:  0.9788 (rads),   Rot:   56.08 (deg),   Curve:    5.89 (rads/m)
Time: 1.41 (s),   Velocity: 1.39 (m/s),   Accel:  10.00 (m/s/s),   X:  3.71 (m),   Y:  0.74 (m),   Rot:  1.0288 (rads),   Rot:   58.94 (deg),   Curve:    5.60 (rads/m)
Time: 1.41 (s),   Velocity: 1.45 (m/s),   Accel:  10.00 (m/s/s),   X:  3.71 (m),   Y:  0.75 (m),   Rot:  1.0767 (rads),   Rot:   61.69 (deg),   Curve:    5.27 (rads/m)
Time: 1.42 (s),   Velocity: 1.51 (m/s),   Accel:  10.00 (m/s/s),   X:  3.72 (m),   Y:  0.76 (m),   Rot:  1.1225 (rads),   Rot:   64.32 (deg),   Curve:    4.93 (rads/m)
Time: 1.43 (s),   Velocity: 1.63 (m/s),   Accel:  10.00 (m/s/s),   X:  3.73 (m),   Y:  0.78 (m),   Rot:  1.2069 (rads),   Rot:   69.15 (deg),   Curve:    4.22 (rads/m)
Time: 1.44 (s),   Velocity: 1.74 (m/s),   Accel:  10.00 (m/s/s),   X:  3.73 (m),   Y:  0.79 (m),   Rot:  1.2814 (rads),   Rot:   73.42 (deg),   Curve:    3.54 (rads/m)
Time: 1.45 (s),   Velocity: 1.85 (m/s),   Accel:  10.00 (m/s/s),   X:  3.74 (m),   Y:  0.81 (m),   Rot:  1.3459 (rads),   Rot:   77.12 (deg),   Curve:    2.91 (rads/m)
Time: 1.46 (s),   Velocity: 1.96 (m/s),   Accel:  10.00 (m/s/s),   X:  3.74 (m),   Y:  0.83 (m),   Rot:  1.4011 (rads),   Rot:   80.28 (deg),   Curve:    2.37 (rads/m)
Time: 1.48 (s),   Velocity: 2.07 (m/s),   Accel:   2.78 (m/s/s),   X:  3.74 (m),   Y:  0.86 (m),   Rot:  1.4475 (rads),   Rot:   82.93 (deg),   Curve:    1.90 (rads/m)
Time: 1.50 (s),   Velocity: 2.13 (m/s),   Accel: -10.00 (m/s/s),   X:  3.75 (m),   Y:  0.90 (m),   Rot:  1.5164 (rads),   Rot:   86.88 (deg),   Curve:    1.14 (rads/m)
Time: 1.55 (s),   Velocity: 1.60 (m/s),   Accel: -10.00 (m/s/s),   X:  3.75 (m),   Y:  1.00 (m),   Rot:  1.5708 (rads),   Rot:   90.00 (deg),   Curve:    0.00 (rads/m)
Time: 1.57 (s),   Velocity: 1.42 (m/s),   Accel: -10.00 (m/s/s),   X:  3.75 (m),   Y:  1.03 (m),   Rot:  1.5394 (rads),   Rot:   88.20 (deg),   Curve:   -2.26 (rads/m)
Time: 1.58 (s),   Velocity: 1.32 (m/s),   Accel: -10.00 (m/s/s),   X:  3.75 (m),   Y:  1.04 (m),   Rot:  1.5006 (rads),   Rot:   85.98 (deg),   Curve:   -3.50 (rads/m)
Time: 1.59 (s),   Velocity: 1.22 (m/s),   Accel: -10.00 (m/s/s),   X:  3.75 (m),   Y:  1.05 (m),   Rot:  1.4457 (rads),   Rot:   82.83 (deg),   Curve:   -4.92 (rads/m)
Time: 1.60 (s),   Velocity: 1.11 (m/s),   Accel: -10.00 (m/s/s),   X:  3.75 (m),   Y:  1.07 (m),   Rot:  1.3734 (rads),   Rot:   78.69 (deg),   Curve:   -6.58 (rads/m)
Time: 1.61 (s),   Velocity: 1.05 (m/s),   Accel: -10.00 (m/s/s),   X:  3.76 (m),   Y:  1.07 (m),   Rot:  1.3304 (rads),   Rot:   76.22 (deg),   Curve:   -7.50 (rads/m)
Time: 1.61 (s),   Velocity: 0.99 (m/s),   Accel: -10.00 (m/s/s),   X:  3.76 (m),   Y:  1.08 (m),   Rot:  1.2826 (rads),   Rot:   73.49 (deg),   Curve:   -8.47 (rads/m)
Time: 1.62 (s),   Velocity: 0.93 (m/s),   Accel: -10.00 (m/s/s),   X:  3.76 (m),   Y:  1.08 (m),   Rot:  1.2300 (rads),   Rot:   70.47 (deg),   Curve:   -9.47 (rads/m)
Time: 1.62 (s),   Velocity: 0.87 (m/s),   Accel:  -9.32 (m/s/s),   X:  3.76 (m),   Y:  1.09 (m),   Rot:  1.1726 (rads),   Rot:   67.19 (deg),   Curve:  -10.47 (rads/m)
Time: 1.63 (s),   Velocity: 0.81 (m/s),   Accel:  -6.91 (m/s/s),   X:  3.76 (m),   Y:  1.09 (m),   Rot:  1.1107 (rads),   Rot:   63.64 (deg),   Curve:  -11.42 (rads/m)
Time: 1.64 (s),   Velocity: 0.76 (m/s),   Accel:  -4.86 (m/s/s),   X:  3.77 (m),   Y:  1.10 (m),   Rot:  1.0446 (rads),   Rot:   59.85 (deg),   Curve:  -12.28 (rads/m)
Time: 1.64 (s),   Velocity: 0.72 (m/s),   Accel:  -3.06 (m/s/s),   X:  3.77 (m),   Y:  1.10 (m),   Rot:  0.9749 (rads),   Rot:   55.86 (deg),   Curve:  -12.99 (rads/m)
Time: 1.65 (s),   Velocity: 0.70 (m/s),   Accel:  -1.42 (m/s/s),   X:  3.77 (m),   Y:  1.11 (m),   Rot:  0.9023 (rads),   Rot:   51.70 (deg),   Curve:  -13.49 (rads/m)
Time: 1.66 (s),   Velocity: 0.69 (m/s),   Accel:   0.12 (m/s/s),   X:  3.78 (m),   Y:  1.11 (m),   Rot:  0.8277 (rads),   Rot:   47.43 (deg),   Curve:  -13.74 (rads/m)
Time: 1.67 (s),   Velocity: 0.69 (m/s),   Accel:   1.65 (m/s/s),   X:  3.78 (m),   Y:  1.12 (m),   Rot:  0.7522 (rads),   Rot:   43.10 (deg),   Curve:  -13.71 (rads/m)
Time: 1.68 (s),   Velocity: 0.70 (m/s),   Accel:   3.23 (m/s/s),   X:  3.78 (m),   Y:  1.12 (m),   Rot:  0.6769 (rads),   Rot:   38.78 (deg),   Curve:  -13.42 (rads/m)
Time: 1.68 (s),   Velocity: 0.72 (m/s),   Accel:   4.94 (m/s/s),   X:  3.79 (m),   Y:  1.12 (m),   Rot:  0.6028 (rads),   Rot:   34.54 (deg),   Curve:  -12.88 (rads/m)
Time: 1.69 (s),   Velocity: 0.76 (m/s),   Accel:   6.82 (m/s/s),   X:  3.79 (m),   Y:  1.13 (m),   Rot:  0.5308 (rads),   Rot:   30.41 (deg),   Curve:  -12.15 (rads/m)
Time: 1.70 (s),   Velocity: 0.81 (m/s),   Accel:   8.92 (m/s/s),   X:  3.80 (m),   Y:  1.13 (m),   Rot:  0.4617 (rads),   Rot:   26.45 (deg),   Curve:  -11.28 (rads/m)
Time: 1.71 (s),   Velocity: 0.88 (m/s),   Accel:  10.00 (m/s/s),   X:  3.80 (m),   Y:  1.13 (m),   Rot:  0.3961 (rads),   Rot:   22.69 (deg),   Curve:  -10.33 (rads/m)
Time: 1.71 (s),   Velocity: 0.95 (m/s),   Accel:  10.00 (m/s/s),   X:  3.81 (m),   Y:  1.13 (m),   Rot:  0.3343 (rads),   Rot:   19.15 (deg),   Curve:   -9.36 (rads/m)
Time: 1.72 (s),   Velocity: 1.01 (m/s),   Accel:  10.00 (m/s/s),   X:  3.82 (m),   Y:  1.14 (m),   Rot:  0.2766 (rads),   Rot:   15.85 (deg),   Curve:   -8.41 (rads/m)
Time: 1.73 (s),   Velocity: 1.08 (m/s),   Accel:  10.00 (m/s/s),   X:  3.82 (m),   Y:  1.14 (m),   Rot:  0.2230 (rads),   Rot:   12.78 (deg),   Curve:   -7.50 (rads/m)
Time: 1.73 (s),   Velocity: 1.14 (m/s),   Accel:  10.00 (m/s/s),   X:  3.83 (m),   Y:  1.14 (m),   Rot:  0.1735 (rads),   Rot:    9.94 (deg),   Curve:   -6.66 (rads/m)
Time: 1.74 (s),   Velocity: 1.20 (m/s),   Accel:  10.00 (m/s/s),   X:  3.84 (m),   Y:  1.14 (m),   Rot:  0.1278 (rads),   Rot:    7.33 (deg),   Curve:   -5.89 (rads/m)
Time: 1.75 (s),   Velocity: 1.33 (m/s),   Accel:  10.00 (m/s/s),   X:  3.85 (m),   Y:  1.14 (m),   Rot:  0.0473 (rads),   Rot:    2.71 (deg),   Curve:   -4.60 (rads/m)
Time: 1.76 (s),   Velocity: 1.45 (m/s),   Accel:  10.00 (m/s/s),   X:  3.87 (m),   Y:  1.14 (m),   Rot: -0.0206 (rads),   Rot:   -1.18 (deg),   Curve:   -3.59 (rads/m)
Time: 1.78 (s),   Velocity: 1.56 (m/s),   Accel:  10.00 (m/s/s),   X:  3.89 (m),   Y:  1.14 (m),   Rot: -0.0778 (rads),   Rot:   -4.46 (deg),   Curve:   -2.82 (rads/m)
Time: 1.79 (s),   Velocity: 1.68 (m/s),   Accel:  10.00 (m/s/s),   X:  3.91 (m),   Y:  1.14 (m),   Rot: -0.1262 (rads),   Rot:   -7.23 (deg),   Curve:   -2.24 (rads/m)
Time: 1.80 (s),   Velocity: 1.80 (m/s),   Accel:  10.00 (m/s/s),   X:  3.93 (m),   Y:  1.14 (m),   Rot: -0.1673 (rads),   Rot:   -9.59 (deg),   Curve:   -1.79 (rads/m)
Time: 1.82 (s),   Velocity: 2.03 (m/s),   Accel:  10.00 (m/s/s),   X:  3.97 (m),   Y:  1.13 (m),   Rot: -0.2324 (rads),   Rot:  -13.32 (deg),   Curve:   -1.19 (rads/m)
Time: 1.85 (s),   Velocity: 2.26 (m/s),   Accel:  10.00 (m/s/s),   X:  4.02 (m),   Y:  1.11 (m),   Rot: -0.2806 (rads),   Rot:  -16.08 (deg),   Curve:   -0.82 (rads/m)
Time: 1.89 (s),   Velocity: 2.69 (m/s),   Accel:  -0.23 (m/s/s),   X:  4.12 (m),   Y:  1.08 (m),   Rot: -0.3442 (rads),   Rot:  -19.72 (deg),   Curve:   -0.42 (rads/m)
Time: 1.93 (s),   Velocity: 2.68 (m/s),   Accel: -10.00 (m/s/s),   X:  4.22 (m),   Y:  1.04 (m),   Rot: -0.3796 (rads),   Rot:  -21.75 (deg),   Curve:   -0.22 (rads/m)
Time: 1.98 (s),   Velocity: 2.23 (m/s),   Accel: -10.00 (m/s/s),   X:  4.33 (m),   Y:  1.00 (m),   Rot: -0.3952 (rads),   Rot:  -22.64 (deg),   Curve:   -0.06 (rads/m)
Time: 2.02 (s),   Velocity: 1.74 (m/s),   Accel: -10.00 (m/s/s),   X:  4.42 (m),   Y:  0.96 (m),   Rot: -0.3909 (rads),   Rot:  -22.40 (deg),   Curve:    0.19 (rads/m)
Time: 2.08 (s),   Velocity: 1.21 (m/s),   Accel: -10.00 (m/s/s),   X:  4.49 (m),   Y:  0.93 (m),   Rot: -0.3542 (rads),   Rot:  -20.29 (deg),   Curve:    0.98 (rads/m)
Time: 2.11 (s),   Velocity: 0.93 (m/s),   Accel: -10.00 (m/s/s),   X:  4.52 (m),   Y:  0.92 (m),   Rot: -0.3095 (rads),   Rot:  -17.74 (deg),   Curve:    2.32 (rads/m)
Time: 2.12 (s),   Velocity: 0.79 (m/s),   Accel: -10.00 (m/s/s),   X:  4.53 (m),   Y:  0.92 (m),   Rot: -0.2735 (rads),   Rot:  -15.67 (deg),   Curve:    3.81 (rads/m)
Time: 2.13 (s),   Velocity: 0.65 (m/s),   Accel: -10.00 (m/s/s),   X:  4.54 (m),   Y:  0.92 (m),   Rot: -0.2212 (rads),   Rot:  -12.68 (deg),   Curve:    6.71 (rads/m)
Time: 2.15 (s),   Velocity: 0.50 (m/s),   Accel: -10.00 (m/s/s),   X:  4.55 (m),   Y:  0.92 (m),   Rot: -0.1417 (rads),   Rot:   -8.12 (deg),   Curve:   13.01 (rads/m)
