Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 14.13 (s),   Velocity: 0.02 (m/s),   Accel:  -0.76 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  1.0595 (rads),   Rot:   60.70 (deg),   Curve: -700.13 (rads/m)
Time: 14.14 (s),   Velocity: 0.01 (m/s),   Accel:  -0.51 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.9899 (rads),   Rot:   56.72 (deg),   Curve: -1002.22 (rads/m)
Time: 14.14 (s),   Velocity: 0.01 (m/s),   Accel:  -0.38 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.9482 (rads),   Rot:   54.33 (deg),   Curve: -1211.86 (rads/m)
Time: 14.15 (s),   Velocity: 0.01 (m/s),   Accel:  -0.28 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.9006 (rads),   Rot:   51.60 (deg),   Curve: -1474.98 (rads/m)
Time: 14.15 (s),   Velocity: 0.01 (m/s),   Accel:  -0.20 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.8463 (rads),   Rot:   48.49 (deg),   Curve: -1805.19 (rads/m)
Time: 14.16 (s),   Velocity: 0.00 (m/s),   Accel:  -0.14 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.7841 (rads),   Rot:   44.92 (deg),   Curve: -2217.66 (rads/m)
Time: 14.16 (s),   Velocity: 0.00 (m/s),   Accel:  -0.10 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.7126 (rads),   Rot:   40.83 (deg),   Curve: -2726.75 (rads/m)
Time: 14.17 (s),   Velocity: 0.00 (m/s),   Accel:  -0.08 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.6306 (rads),   Rot:   36.13 (deg),   Curve: -3340.83 (rads/m)
Time: 14.17 (s),   Velocity: 0.00 (m/s),   Accel:  -0.06 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.5853 (rads),   Rot:   33.54 (deg),   Curve: -3685.99 (rads/m)
Time: 14.18 (s),   Velocity: 0.00 (m/s),   Accel:  -0.05 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.5370 (rads),   Rot:   30.77 (deg),   Curve: -4052.81 (rads/m)
Time: 14.18 (s),   Velocity: 0.00 (m/s),   Accel:  -0.04 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.4856 (rads),   Rot:   27.82 (deg),   Curve: -4435.74 (rads/m)
Time: 14.19 (s),   Velocity: 0.00 (m/s),   Accel:  -0.03 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.4311 (rads),   Rot:   24.70 (deg),   Curve: -4826.51 (rads/m)
Time: 14.19 (s),   Velocity: 0.00 (m/s),   Accel:  -0.03 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.3735 (rads),   Rot:   21.40 (deg),   Curve: -5213.88 (rads/m)
Time: 14.20 (s),   Velocity: 0.00 (m/s),   Accel:  -0.02 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.3131 (rads),   Rot:   17.94 (deg),   Curve: -5583.78 (rads/m)
Time: 14.20 (s),   Velocity: 0.00 (m/s),   Accel:  -0.01 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.2501 (rads),   Rot:   14.33 (deg),   Curve: -5919.92 (rads/m)
Time: 14.21 (s),   Velocity: 0.00 (m/s),   Accel:  -0.01 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.1847 (rads),   Rot:   10.58 (deg),   Curve: -6204.94 (rads/m)
Time: 14.22 (s),   Velocity: 0.00 (m/s),   Accel:  -0.01 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.1176 (rads),   Rot:    6.74 (deg),   Curve: -6422.17 (rads/m)
Time: 14.22 (s),   Velocity: 0.00 (m/s),   Accel:  -0.00 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot:  0.0492 (rads),   Rot:    2.82 (deg),   Curve: -6557.66 (rads/m)
Time: 14.23 (s),   Velocity: 0.00 (m/s),   Accel:   0.00 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.0199 (rads),   Rot:   -1.14 (deg),   Curve: -6602.12 (rads/m)
Time: 14.23 (s),   Velocity: 0.00 (m/s),   Accel:   0.01 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.0889 (rads),   Rot:   -5.09 (deg),   Curve: -6552.37 (rads/m)
Time: 14.24 (s),   Velocity: 0.00 (m/s),   Accel:   0.01 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.1573 (rads),   Rot:   -9.01 (deg),   Curve: -6411.86 (rads/m)
Time: 14.25 (s),   Velocity: 0.00 (m/s),   Accel:   0.01 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.2244 (rads),   Rot:  -12.86 (deg),   Curve: -6190.10 (rads/m)
Time: 14.25 (s),   Velocity: 0.00 (m/s),   Accel:   0.02 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.2897 (rads),   Rot:  -16.60 (deg),   Curve: -5901.20 (rads/m)
Time: 14.26 (s),   Velocity: 0.00 (m/s),   Accel:   0.03 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.3527 (rads),   Rot:  -20.21 (deg),   Curve: -5561.94 (rads/m)
Time: 14.26 (s),   Velocity: 0.00 (m/s),   Accel:   0.03 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.4131 (rads),   Rot:  -23.67 (deg),   Curve: -5189.68 (rads/m)
Time: 14.27 (s),   Velocity: 0.00 (m/s),   Accel:   0.04 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.4706 (rads),   Rot:  -26.96 (deg),   Curve: -4800.70 (rads/m)
Time: 14.27 (s),   Velocity: 0.00 (m/s),   Accel:   0.05 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.5251 (rads),   Rot:  -30.08 (deg),   Curve: -4408.98 (rads/m)
Time: 14.28 (s),   Velocity: 0.00 (m/s),   Accel:   0.06 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.5764 (rads),   Rot:  -33.03 (deg),   Curve: -4025.67 (rads/m)
Time: 14.28 (s),   Velocity: 0.00 (m/s),   Accel:   0.08 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.6247 (rads),   Rot:  -35.79 (deg),   Curve: -3658.92 (rads/m)
Time: 14.29 (s),   Velocity: 0.00 (m/s),   Accel:   0.10 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.6700 (rads),   Rot:  -38.39 (deg),   Curve: -3314.19 (rads/m)
Time: 14.29 (s),   Velocity: 0.00 (m/s),   Accel:   0.15 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.7519 (rads),   Rot:  -43.08 (deg),   Curve: -2701.68 (rads/m)
Time: 14.30 (s),   Velocity: 0.01 (m/s),   Accel:   0.21 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.8233 (rads),   Rot:  -47.17 (deg),   Curve: -2194.66 (rads/m)
Time: 14.31 (s),   Velocity: 0.01 (m/s),   Accel:   0.29 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.8854 (rads),   Rot:  -50.73 (deg),   Curve: -1784.39 (rads/m)
Time: 14.31 (s),   Velocity: 0.01 (m/s),   Accel:   0.39 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.9397 (rads),   Rot:  -53.84 (deg),   Curve: -1456.32 (rads/m)
Time: 14.32 (s),   Velocity: 0.01 (m/s),   Accel:   0.60 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -0.9872 (rads),   Rot:  -56.56 (deg),   Curve: -1195.18 (rads/m)
Time: 14.32 (s),   Velocity: 0.01 (m/s),   Accel:   1.00 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -1.0657 (rads),   Rot:  -61.06 (deg),   Curve: -821.33 (rads/m)
Time: 14.33 (s),   Velocity: 0.02 (m/s),   Accel:   1.00 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -1.1275 (rads),   Rot:  -64.60 (deg),   Curve: -580.68 (rads/m)
Time: 14.33 (s),   Velocity: 0.02 (m/s),   Accel:   1.00 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -1.1770 (rads),   Rot:  -67.44 (deg),   Curve: -421.94 (rads/m)
Time: 14.34 (s),   Velocity: 0.03 (m/s),   Accel:   1.00 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -1.2508 (rads),   Rot:  -71.66 (deg),   Curve: -239.51 (rads/m)
Time: 14.35 (s),   Velocity: 0.04 (m/s),   Accel:   1.00 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -1.3028 (rads),   Rot:  -74.64 (deg),   Curve: -147.18 (rads/m)
Time: 14.36 (s),   Velocity: 0.05 (m/s),   Accel:   1.00 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -1.3707 (rads),   Rot:  -78.53 (deg),   Curve:  -66.09 (rads/m)
Time: 14.38 (s),   Velocity: 0.07 (m/s),   Accel:   1.00 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -1.4127 (rads),   Rot:  -80.94 (deg),   Curve:  -34.82 (rads/m)
Time: 14.43 (s),   Velocity: 0.13 (m/s),   Accel:   1.00 (m/s/s),   X:  6.85 (m),   Y:  3.36 (m),   Rot: -1.4894 (rads),   Rot:  -85.33 (deg),   Curve:   -6.10 (rads/m)
Time: 14.66 (s),   Velocity: 0.35 (m/s),   Accel:   1.00 (m/s/s),   X:  6.85 (m),   Y:  3.30 (m),   Rot: -1.5505 (rads),   Rot:  -88.84 (deg),   Curve:   -0.25 (rads/m)
Time: 14.90 (s),   Velocity: 0.59 (m/s),   Accel:   1.00 (m/s/s),   X:  6.85 (m),   Y:  3.19 (m),   Rot: -1.5510 (rads),   Rot:  -88.86 (deg),   Curve:    0.09 (rads/m)
Time: 15.01 (s),   Velocity: 0.70 (m/s),   Accel:   1.00 (m/s/s),   X:  6.85 (m),   Y:  3.12 (m),   Rot: -1.5430 (rads),   Rot:  -88.41 (deg),   Curve:    0.12 (rads/m)
Time: 15.12 (s),   Velocity: 0.81 (m/s),   Accel:   1.00 (m/s/s),   X:  6.86 (m),   Y:  3.03 (m),   Rot: -1.5318 (rads),   Rot:  -87.77 (deg),   Curve:    0.15 (rads/m)
Time: 15.22 (s),   Velocity: 0.92 (m/s),   Accel:   1.00 (m/s/s),   X:  6.86 (m),   Y:  2.94 (m),   Rot: -1.5177 (rads),   Rot:  -86.96 (deg),   Curve:    0.17 (rads/m)
Time: 15.33 (s),   Velocity: 1.02 (m/s),   Accel:   1.00 (m/s/s),   X:  6.87 (m),   Y:  2.85 (m),   Rot: -1.5006 (rads),   Rot:  -85.98 (deg),   Curve:    0.19 (rads/m)
Time: 15.42 (s),   Velocity: 1.11 (m/s),   Accel:   1.00 (m/s/s),   X:  6.87 (m),   Y:  2.75 (m),   Rot: -1.4801 (rads),   Rot:  -84.81 (deg),   Curve:    0.22 (rads/m)
Time: 15.51 (s),   Velocity: 1.20 (m/s),   Accel:   1.00 (m/s/s),   X:  6.89 (m),   Y:  2.64 (m),   Rot: -1.4558 (rads),   Rot:  -83.41 (deg),   Curve:    0.25 (rads/m)
Time: 15.60 (s),   Velocity: 1.29 (m/s),   Accel:   1.00 (m/s/s),   X:  6.90 (m),   Y:  2.54 (m),   Rot: -1.4267 (rads),   Rot:  -81.74 (deg),   Curve:    0.30 (rads/m)
Time: 15.68 (s),   Velocity: 1.37 (m/s),   Accel:   1.00 (m/s/s),   X:  6.92 (m),   Y:  2.43 (m),   Rot: -1.3916 (rads),   Rot:  -79.73 (deg),   Curve:    0.37 (rads/m)
Time: 15.75 (s),   Velocity: 1.44 (m/s),   Accel:   1.00 (m/s/s),   X:  6.94 (m),   Y:  2.33 (m),   Rot: -1.3488 (rads),   Rot:  -77.28 (deg),   Curve:    0.46 (rads/m)
Time: 15.82 (s),   Velocity: 1.51 (m/s),   Accel:   1.00 (m/s/s),   X:  6.96 (m),   Y:  2.23 (m),   Rot: -1.2960 (rads),   Rot:  -74.26 (deg),   Curve:    0.59 (rads/m)
Time: 15.88 (s),   Velocity: 1.57 (m/s),   Accel:   1.00 (m/s/s),   X:  6.99 (m),   Y:  2.14 (m),   Rot: -1.2299 (rads),   Rot:  -70.47 (deg),   Curve:    0.78 (rads/m)
Time: 15.94 (s),   Velocity: 1.63 (m/s),   Accel:   1.00 (m/s/s),   X:  7.03 (m),   Y:  2.05 (m),   Rot: -1.1455 (rads),   Rot:  -65.63 (deg),   Curve:    1.07 (rads/m)
Time: 15.97 (s),   Velocity: 1.66 (m/s),   Accel:   1.00 (m/s/s),   X:  7.04 (m),   Y:  2.01 (m),   Rot: -1.0945 (rads),   Rot:  -62.71 (deg),   Curve:    1.26 (rads/m)
Time: 15.99 (s),   Velocity: 1.68 (m/s),   Accel:  -0.80 (m/s/s),   X:  7.06 (m),   Y:  1.98 (m),   Rot: -1.0362 (rads),   Rot:  -59.37 (deg),   Curve:    1.50 (rads/m)
Time: 16.02 (s),   Velocity: 1.66 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.09 (m),   Y:  1.94 (m),   Rot: -0.9697 (rads),   Rot:  -55.56 (deg),   Curve:    1.78 (rads/m)
Time: 16.04 (s),   Velocity: 1.64 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.11 (m),   Y:  1.91 (m),   Rot: -0.8936 (rads),   Rot:  -51.20 (deg),   Curve:    2.11 (rads/m)
Time: 16.06 (s),   Velocity: 1.62 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.13 (m),   Y:  1.88 (m),   Rot: -0.8110 (rads),   Rot:  -46.47 (deg),   Curve:    2.25 (rads/m)
Time: 16.09 (s),   Velocity: 1.59 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.16 (m),   Y:  1.86 (m),   Rot: -0.7268 (rads),   Rot:  -41.64 (deg),   Curve:    2.34 (rads/m)
Time: 16.11 (s),   Velocity: 1.57 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.19 (m),   Y:  1.83 (m),   Rot: -0.6424 (rads),   Rot:  -36.81 (deg),   Curve:    2.37 (rads/m)
Time: 16.13 (s),   Velocity: 1.55 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.22 (m),   Y:  1.81 (m),   Rot: -0.5594 (rads),   Rot:  -32.05 (deg),   Curve:    2.33 (rads/m)
Time: 16.15 (s),   Velocity: 1.53 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.25 (m),   Y:  1.80 (m),   Rot: -0.4793 (rads),   Rot:  -27.46 (deg),   Curve:    2.24 (rads/m)
Time: 16.18 (s),   Velocity: 1.50 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.28 (m),   Y:  1.78 (m),   Rot: -0.4032 (rads),   Rot:  -23.10 (deg),   Curve:    2.10 (rads/m)
Time: 16.20 (s),   Velocity: 1.48 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.31 (m),   Y:  1.77 (m),   Rot: -0.3322 (rads),   Rot:  -19.03 (deg),   Curve:    1.92 (rads/m)
Time: 16.23 (s),   Velocity: 1.45 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.35 (m),   Y:  1.76 (m),   Rot: -0.2668 (rads),   Rot:  -15.29 (deg),   Curve:    1.74 (rads/m)
Time: 16.25 (s),   Velocity: 1.43 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.38 (m),   Y:  1.75 (m),   Rot: -0.2073 (rads),   Rot:  -11.88 (deg),   Curve:    1.54 (rads/m)
Time: 16.28 (s),   Velocity: 1.40 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.42 (m),   Y:  1.74 (m),   Rot: -0.1538 (rads),   Rot:   -8.81 (deg),   Curve:    1.35 (rads/m)
Time: 16.30 (s),   Velocity: 1.38 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.46 (m),   Y:  1.74 (m),   Rot: -0.1061 (rads),   Rot:   -6.08 (deg),   Curve:    1.18 (rads/m)
Time: 16.33 (s),   Velocity: 1.35 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.49 (m),   Y:  1.73 (m),   Rot: -0.0641 (rads),   Rot:   -3.67 (deg),   Curve:    1.01 (rads/m)
Time: 16.39 (s),   Velocity: 1.29 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.57 (m),   Y:  1.73 (m),   Rot:  0.0047 (rads),   Rot:    0.27 (deg),   Curve:    0.73 (rads/m)
Time: 16.46 (s),   Velocity: 1.22 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.66 (m),   Y:  1.74 (m),   Rot:  0.0551 (rads),   Rot:    3.16 (deg),   Curve:    0.50 (rads/m)
Time: 16.53 (s),   Velocity: 1.15 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.74 (m),   Y:  1.74 (m),   Rot:  0.0897 (rads),   Rot:    5.14 (deg),   Curve:    0.31 (rads/m)
Time: 16.61 (s),   Velocity: 1.07 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.83 (m),   Y:  1.75 (m),   Rot:  0.1106 (rads),   Rot:    6.33 (deg),   Curve:    0.16 (rads/m)
Time: 16.70 (s),   Velocity: 0.98 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.92 (m),   Y:  1.76 (m),   Rot:  0.1192 (rads),   Rot:    6.83 (deg),   Curve:    0.03 (rads/m)
Time: 16.80 (s),   Velocity: 0.88 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.02 (m),   Y:  1.77 (m),   Rot:  0.1165 (rads),   Rot:    6.68 (deg),   Curve:   -0.09 (rads/m)
Time: 16.92 (s),   Velocity: 0.76 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.11 (m),   Y:  1.78 (m),   Rot:  0.1032 (rads),   Rot:    5.91 (deg),   Curve:   -0.19 (rads/m)
Time: 17.06 (s),   Velocity: 0.62 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.21 (m),   Y:  1.79 (m),   Rot:  0.0794 (rads),   Rot:    4.55 (deg),   Curve:   -0.30 (rads/m)
Time: 17.24 (s),   Velocity: 0.44 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.30 (m),   Y:  1.80 (m),   Rot:  0.0451 (rads),   Rot:    2.58 (deg),   Curve:   -0.41 (rads/m)
Time: 17.68 (s),   Velocity: 0.00 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.40 (m),   Y:  1.80 (m),   Rot:  0.0000 (rads),   Rot:    0.00 (deg),   Curve:   -0.52 (rads/m)

