Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)

Time: 0.00 (s),   Velocity: 0.00 (m/s),   Accel:   1.00 (m/s/s),   X:  1.02 (m),   Y:  2.29 (m),   Rot:  0.0000 (rads),   Rot:    0.00 (deg),   Curve:   -0.79 (rads/m)
Time: 0.40 (s),   Velocity: 0.40 (m/s),   Accel:   1.00 (m/s/s),   X:  1.09 (m),   Y:  2.28 (m),   Rot: -0.0539 (rads),   Rot:   -3.09 (deg),   Curve:   -0.59 (rads/m)
Time: 0.56 (s),   Velocity: 0.56 (m/s),   Accel:   1.00 (m/s/s),   X:  1.17 (m),   Y:  2.28 (m),   Rot: -0.0921 (rads),   Rot:   -5.28 (deg),   Curve:   -0.39 (rads/m)
Time: 0.68 (s),   Velocity: 0.68 (m/s),   Accel:   1.00 (m/s/s),   X:  1.25 (m),   Y:  2.27 (m),   Rot: -0.1147 (rads),   Rot:   -6.57 (deg),   Curve:   -0.19 (rads/m)
Time: 0.79 (s),   Velocity: 0.79 (m/s),   Accel:   1.00 (m/s/s),   X:  1.33 (m),   Y:  2.26 (m),   Rot: -0.1215 (rads),   Rot:   -6.96 (deg),   Curve:    0.02 (rads/m)
Time: 0.88 (s),   Velocity: 0.88 (m/s),   Accel:   1.00 (m/s/s),   X:  1.40 (m),   Y:  2.25 (m),   Rot: -0.1119 (rads),   Rot:   -6.41 (deg),   Curve:    0.25 (rads/m)
Time: 0.96 (s),   Velocity: 0.96 (m/s),   Accel:   1.00 (m/s/s),   X:  1.47 (m),   Y:  2.24 (m),   Rot: -0.0845 (rads),   Rot:   -4.84 (deg),   Curve:    0.51 (rads/m)
Time: 1.03 (s),   Velocity: 1.03 (m/s),   Accel:   1.00 (m/s/s),   X:  1.54 (m),   Y:  2.24 (m),   Rot: -0.0373 (rads),   Rot:   -2.13 (deg),   Curve:    0.84 (rads/m)
Time: 1.09 (s),   Velocity: 1.09 (m/s),   Accel:   1.00 (m/s/s),   X:  1.61 (m),   Y:  2.24 (m),   Rot:  0.0326 (rads),   Rot:    1.87 (deg),   Curve:    1.23 (rads/m)
Time: 1.12 (s),   Velocity: 1.12 (m/s),   Accel:   1.00 (m/s/s),   X:  1.64 (m),   Y:  2.24 (m),   Rot:  0.0770 (rads),   Rot:    4.41 (deg),   Curve:    1.45 (rads/m)
Time: 1.15 (s),   Velocity: 1.15 (m/s),   Accel:   1.00 (m/s/s),   X:  1.68 (m),   Y:  2.25 (m),   Rot:  0.1280 (rads),   Rot:    7.33 (deg),   Curve:    1.69 (rads/m)
Time: 1.18 (s),   Velocity: 1.18 (m/s),   Accel:   1.00 (m/s/s),   X:  1.71 (m),   Y:  2.25 (m),   Rot:  0.1859 (rads),   Rot:   10.65 (deg),   Curve:    1.93 (rads/m)
Time: 1.21 (s),   Velocity: 1.21 (m/s),   Accel:   1.00 (m/s/s),   X:  1.74 (m),   Y:  2.26 (m),   Rot:  0.2507 (rads),   Rot:   14.36 (deg),   Curve:    2.17 (rads/m)
Time: 1.23 (s),   Velocity: 1.23 (m/s),   Accel:   1.00 (m/s/s),   X:  1.77 (m),   Y:  2.27 (m),   Rot:  0.3221 (rads),   Rot:   18.45 (deg),   Curve:    2.39 (rads/m)
Time: 1.26 (s),   Velocity: 1.26 (m/s),   Accel:   1.00 (m/s/s),   X:  1.80 (m),   Y:  2.28 (m),   Rot:  0.3994 (rads),   Rot:   22.89 (deg),   Curve:    2.57 (rads/m)
Time: 1.28 (s),   Velocity: 1.28 (m/s),   Accel:   1.00 (m/s/s),   X:  1.83 (m),   Y:  2.29 (m),   Rot:  0.4817 (rads),   Rot:   27.60 (deg),   Curve:    2.69 (rads/m)
Time: 1.30 (s),   Velocity: 1.30 (m/s),   Accel:   1.00 (m/s/s),   X:  1.85 (m),   Y:  2.31 (m),   Rot:  0.5673 (rads),   Rot:   32.51 (deg),   Curve:    2.74 (rads/m)
Time: 1.32 (s),   Velocity: 1.32 (m/s),   Accel:   1.00 (m/s/s),   X:  1.87 (m),   Y:  2.31 (m),   Rot:  0.6109 (rads),   Rot:   35.00 (deg),   Curve:    2.73 (rads/m)
Time: 1.33 (s),   Velocity: 1.33 (m/s),   Accel:   1.00 (m/s/s),   X:  1.88 (m),   Y:  2.32 (m),   Rot:  0.6547 (rads),   Rot:   37.51 (deg),   Curve:    2.70 (rads/m)
Time: 1.34 (s),   Velocity: 1.34 (m/s),   Accel:   1.00 (m/s/s),   X:  1.89 (m),   Y:  2.33 (m),   Rot:  0.6985 (rads),   Rot:   40.02 (deg),   Curve:    2.65 (rads/m)
Time: 1.35 (s),   Velocity: 1.35 (m/s),   Accel:   1.00 (m/s/s),   X:  1.90 (m),   Y:  2.35 (m),   Rot:  0.7420 (rads),   Rot:   42.51 (deg),   Curve:    2.59 (rads/m)
Time: 1.38 (s),   Velocity: 1.38 (m/s),   Accel:   1.00 (m/s/s),   X:  1.93 (m),   Y:  2.37 (m),   Rot:  0.8274 (rads),   Rot:   47.40 (deg),   Curve:    2.40 (rads/m)
Time: 1.40 (s),   Velocity: 1.40 (m/s),   Accel:   1.00 (m/s/s),   X:  1.95 (m),   Y:  2.40 (m),   Rot:  0.9092 (rads),   Rot:   52.10 (deg),   Curve:    2.18 (rads/m)
Time: 1.43 (s),   Velocity: 1.43 (m/s),   Accel:   1.00 (m/s/s),   X:  1.97 (m),   Y:  2.43 (m),   Rot:  0.9865 (rads),   Rot:   56.52 (deg),   Curve:    1.93 (rads/m)
Time: 1.46 (s),   Velocity: 1.46 (m/s),   Accel:   1.00 (m/s/s),   X:  1.99 (m),   Y:  2.46 (m),   Rot:  1.0583 (rads),   Rot:   60.64 (deg),   Curve:    1.68 (rads/m)
Time: 1.49 (s),   Velocity: 1.49 (m/s),   Accel:   1.00 (m/s/s),   X:  2.01 (m),   Y:  2.50 (m),   Rot:  1.1244 (rads),   Rot:   64.42 (deg),   Curve:    1.44 (rads/m)
Time: 1.52 (s),   Velocity: 1.52 (m/s),   Accel:   1.00 (m/s/s),   X:  2.03 (m),   Y:  2.54 (m),   Rot:  1.1847 (rads),   Rot:   67.88 (deg),   Curve:    1.23 (rads/m)
Time: 1.55 (s),   Velocity: 1.55 (m/s),   Accel:   1.00 (m/s/s),   X:  2.05 (m),   Y:  2.59 (m),   Rot:  1.2364 (rads),   Rot:   70.84 (deg),   Curve:    0.94 (rads/m)
Time: 1.58 (s),   Velocity: 1.58 (m/s),   Accel:  -0.69 (m/s/s),   X:  2.06 (m),   Y:  2.63 (m),   Rot:  1.2785 (rads),   Rot:   73.25 (deg),   Curve:    0.73 (rads/m)
Time: 1.65 (s),   Velocity: 1.53 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.09 (m),   Y:  2.74 (m),   Rot:  1.3420 (rads),   Rot:   76.89 (deg),   Curve:    0.46 (rads/m)
Time: 1.73 (s),   Velocity: 1.45 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.12 (m),   Y:  2.86 (m),   Rot:  1.3860 (rads),   Rot:   79.41 (deg),   Curve:    0.30 (rads/m)
Time: 1.82 (s),   Velocity: 1.36 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.14 (m),   Y:  2.98 (m),   Rot:  1.4168 (rads),   Rot:   81.18 (deg),   Curve:    0.20 (rads/m)
Time: 1.92 (s),   Velocity: 1.27 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.16 (m),   Y:  3.10 (m),   Rot:  1.4377 (rads),   Rot:   82.37 (deg),   Curve:    0.13 (rads/m)
Time: 2.02 (s),   Velocity: 1.16 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.17 (m),   Y:  3.23 (m),   Rot:  1.4505 (rads),   Rot:   83.11 (deg),   Curve:    0.07 (rads/m)
Time: 2.13 (s),   Velocity: 1.05 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.19 (m),   Y:  3.35 (m),   Rot:  1.4558 (rads),   Rot:   83.41 (deg),   Curve:    0.01 (rads/m)
Time: 2.25 (s),   Velocity: 0.93 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.20 (m),   Y:  3.47 (m),   Rot:  1.4531 (rads),   Rot:   83.26 (deg),   Curve:   -0.06 (rads/m)
Time: 2.37 (s),   Velocity: 0.81 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.21 (m),   Y:  3.58 (m),   Rot:  1.4405 (rads),   Rot:   82.53 (deg),   Curve:   -0.18 (rads/m)
Time: 2.50 (s),   Velocity: 0.68 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.23 (m),   Y:  3.67 (m),   Rot:  1.4130 (rads),   Rot:   80.96 (deg),   Curve:   -0.43 (rads/m)
Time: 2.63 (s),   Velocity: 0.55 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.24 (m),   Y:  3.75 (m),   Rot:  1.3590 (rads),   Rot:   77.86 (deg),   Curve:   -1.03 (rads/m)
Time: 2.70 (s),   Velocity: 0.48 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.25 (m),   Y:  3.78 (m),   Rot:  1.3137 (rads),   Rot:   75.27 (deg),   Curve:   -1.72 (rads/m)
Time: 2.76 (s),   Velocity: 0.42 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.26 (m),   Y:  3.81 (m),   Rot:  1.2460 (rads),   Rot:   71.39 (deg),   Curve:   -3.11 (rads/m)
Time: 2.80 (s),   Velocity: 0.39 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.26 (m),   Y:  3.82 (m),   Rot:  1.1989 (rads),   Rot:   68.69 (deg),   Curve:   -4.34 (rads/m)
Time: 2.83 (s),   Velocity: 0.36 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.27 (m),   Y:  3.83 (m),   Rot:  1.1387 (rads),   Rot:   65.24 (deg),   Curve:   -6.25 (rads/m)
Time: 2.86 (s),   Velocity: 0.33 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.27 (m),   Y:  3.84 (m),   Rot:  1.0600 (rads),   Rot:   60.73 (deg),   Curve:   -9.31 (rads/m)
Time: 2.87 (s),   Velocity: 0.31 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.27 (m),   Y:  3.85 (m),   Rot:  1.0113 (rads),   Rot:   57.95 (deg),   Curve:  -11.50 (rads/m)
Time: 2.89 (s),   Velocity: 0.30 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.28 (m),   Y:  3.85 (m),   Rot:  0.9549 (rads),   Rot:   54.71 (deg),   Curve:  -14.32 (rads/m)
Time: 2.90 (s),   Velocity: 0.28 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.28 (m),   Y:  3.86 (m),   Rot:  0.8890 (rads),   Rot:   50.94 (deg),   Curve:  -17.91 (rads/m)
Time: 2.91 (s),   Velocity: 0.27 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.28 (m),   Y:  3.86 (m),   Rot:  0.8121 (rads),   Rot:   46.53 (deg),   Curve:  -22.44 (rads/m)
Time: 2.92 (s),   Velocity: 0.26 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.28 (m),   Y:  3.86 (m),   Rot:  0.7689 (rads),   Rot:   44.05 (deg),   Curve:  -25.10 (rads/m)
Time: 2.93 (s),   Velocity: 0.26 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.28 (m),   Y:  3.86 (m),   Rot:  0.7222 (rads),   Rot:   41.38 (deg),   Curve:  -28.01 (rads/m)
Time: 2.93 (s),   Velocity: 0.25 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.28 (m),   Y:  3.86 (m),   Rot:  0.6719 (rads),   Rot:   38.50 (deg),   Curve:  -31.16 (rads/m)
Time: 2.94 (s),   Velocity: 0.24 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.29 (m),   Y:  3.86 (m),   Rot:  0.6179 (rads),   Rot:   35.40 (deg),   Curve:  -34.52 (rads/m)
Time: 2.95 (s),   Velocity: 0.24 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.29 (m),   Y:  3.86 (m),   Rot:  0.5600 (rads),   Rot:   32.09 (deg),   Curve:  -38.00 (rads/m)
Time: 2.95 (s),   Velocity: 0.23 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.29 (m),   Y:  3.86 (m),   Rot:  0.4983 (rads),   Rot:   28.55 (deg),   Curve:  -41.50 (rads/m)
Time: 2.96 (s),   Velocity: 0.22 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.29 (m),   Y:  3.86 (m),   Rot:  0.4329 (rads),   Rot:   24.80 (deg),   Curve:  -44.88 (rads/m)
Time: 2.97 (s),   Velocity: 0.22 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.29 (m),   Y:  3.87 (m),   Rot:  0.3641 (rads),   Rot:   20.86 (deg),   Curve:  -47.96 (rads/m)
Time: 2.97 (s),   Velocity: 0.21 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.29 (m),   Y:  3.87 (m),   Rot:  0.2923 (rads),   Rot:   16.75 (deg),   Curve:  -50.56 (rads/m)
Time: 2.98 (s),   Velocity: 0.20 (m/s),   Accel:  -0.51 (m/s/s),   X:  2.29 (m),   Y:  3.87 (m),   Rot:  0.2182 (rads),   Rot:   12.50 (deg),   Curve:  -52.47 (rads/m)
Time: 2.99 (s),   Velocity: 0.20 (m/s),   Accel:  -0.02 (m/s/s),   X:  2.30 (m),   Y:  3.87 (m),   Rot:  0.1424 (rads),   Rot:    8.16 (deg),   Curve:  -53.56 (rads/m)
Time: 3.00 (s),   Velocity: 0.20 (m/s),   Accel:   0.45 (m/s/s),   X:  2.30 (m),   Y:  3.87 (m),   Rot:  0.0658 (rads),   Rot:    3.77 (deg),   Curve:  -53.71 (rads/m)
Time: 3.00 (s),   Velocity: 0.20 (m/s),   Accel:   0.85 (m/s/s),   X:  2.30 (m),   Y:  3.87 (m),   Rot: -0.0106 (rads),   Rot:   -0.61 (deg),   Curve:  -52.92 (rads/m)
Time: 3.01 (s),   Velocity: 0.21 (m/s),   Accel:   1.00 (m/s/s),   X:  2.30 (m),   Y:  3.87 (m),   Rot: -0.0860 (rads),   Rot:   -4.93 (deg),   Curve:  -51.23 (rads/m)
Time: 3.02 (s),   Velocity: 0.22 (m/s),   Accel:   1.00 (m/s/s),   X:  2.30 (m),   Y:  3.87 (m),   Rot: -0.1595 (rads),   Rot:   -9.14 (deg),   Curve:  -48.79 (rads/m)
Time: 3.02 (s),   Velocity: 0.22 (m/s),   Accel:   1.00 (m/s/s),   X:  2.30 (m),   Y:  3.87 (m),   Rot: -0.2305 (rads),   Rot:  -13.21 (deg),   Curve:  -45.78 (rads/m)
Time: 3.03 (s),   Velocity: 0.23 (m/s),   Accel:   1.00 (m/s/s),   X:  2.30 (m),   Y:  3.87 (m),   Rot: -0.2984 (rads),   Rot:  -17.10 (deg),   Curve:  -42.39 (rads/m)
Time: 3.04 (s),   Velocity: 0.24 (m/s),   Accel:   1.00 (m/s/s),   X:  2.31 (m),   Y:  3.87 (m),   Rot: -0.3628 (rads),   Rot:  -20.79 (deg),   Curve:  -38.81 (rads/m)
Time: 3.04 (s),   Velocity: 0.24 (m/s),   Accel:   1.00 (m/s/s),   X:  2.31 (m),   Y:  3.86 (m),   Rot: -0.4234 (rads),   Rot:  -24.26 (deg),   Curve:  -35.20 (rads/m)
Time: 3.05 (s),   Velocity: 0.25 (m/s),   Accel:   1.00 (m/s/s),   X:  2.31 (m),   Y:  3.86 (m),   Rot: -0.4802 (rads),   Rot:  -27.52 (deg),   Curve:  -31.70 (rads/m)
Time: 3.06 (s),   Velocity: 0.26 (m/s),   Accel:   1.00 (m/s/s),   X:  2.31 (m),   Y:  3.86 (m),   Rot: -0.5332 (rads),   Rot:  -30.55 (deg),   Curve:  -28.38 (rads/m)
Time: 3.06 (s),   Velocity: 0.26 (m/s),   Accel:   1.00 (m/s/s),   X:  2.31 (m),   Y:  3.86 (m),   Rot: -0.5825 (rads),   Rot:  -33.37 (deg),   Curve:  -25.31 (rads/m)
Time: 3.07 (s),   Velocity: 0.27 (m/s),   Accel:   1.00 (m/s/s),   X:  2.31 (m),   Y:  3.86 (m),   Rot: -0.6282 (rads),   Rot:  -35.99 (deg),   Curve:  -22.51 (rads/m)
Time: 3.08 (s),   Velocity: 0.28 (m/s),   Accel:   1.00 (m/s/s),   X:  2.31 (m),   Y:  3.86 (m),   Rot: -0.6705 (rads),   Rot:  -38.42 (deg),   Curve:  -19.99 (rads/m)
Time: 3.09 (s),   Velocity: 0.29 (m/s),   Accel:   1.00 (m/s/s),   X:  2.32 (m),   Y:  3.86 (m),   Rot: -0.7459 (rads),   Rot:  -42.73 (deg),   Curve:  -15.74 (rads/m)
Time: 3.11 (s),   Velocity: 0.31 (m/s),   Accel:   1.00 (m/s/s),   X:  2.32 (m),   Y:  3.85 (m),   Rot: -0.8104 (rads),   Rot:  -46.43 (deg),   Curve:  -12.42 (rads/m)
Time: 3.13 (s),   Velocity: 0.32 (m/s),   Accel:   1.00 (m/s/s),   X:  2.32 (m),   Y:  3.85 (m),   Rot: -0.8659 (rads),   Rot:  -49.61 (deg),   Curve:   -9.86 (rads/m)
Time: 3.14 (s),   Velocity: 0.34 (m/s),   Accel:   1.00 (m/s/s),   X:  2.33 (m),   Y:  3.85 (m),   Rot: -0.9137 (rads),   Rot:  -52.35 (deg),   Curve:   -7.89 (rads/m)
Time: 3.18 (s),   Velocity: 0.37 (m/s),   Accel:   1.00 (m/s/s),   X:  2.34 (m),   Y:  3.84 (m),   Rot: -0.9914 (rads),   Rot:  -56.80 (deg),   Curve:   -5.18 (rads/m)
Time: 3.21 (s),   Velocity: 0.41 (m/s),   Accel:   1.00 (m/s/s),   X:  2.34 (m),   Y:  3.82 (m),   Rot: -1.0511 (rads),   Rot:  -60.22 (deg),   Curve:   -3.52 (rads/m)
Time: 3.25 (s),   Velocity: 0.45 (m/s),   Accel:   1.00 (m/s/s),   X:  2.35 (m),   Y:  3.81 (m),   Rot: -1.0981 (rads),   Rot:  -62.92 (deg),   Curve:   -2.47 (rads/m)
Time: 3.33 (s),   Velocity: 0.53 (m/s),   Accel:   1.00 (m/s/s),   X:  2.37 (m),   Y:  3.78 (m),   Rot: -1.1635 (rads),   Rot:  -66.67 (deg),   Curve:   -1.22 (rads/m)
Time: 3.41 (s),   Velocity: 0.61 (m/s),   Accel:   1.00 (m/s/s),   X:  2.38 (m),   Y:  3.73 (m),   Rot: -1.2049 (rads),   Rot:  -69.04 (deg),   Curve:   -0.68 (rads/m)
Time: 3.57 (s),   Velocity: 0.77 (m/s),   Accel:   1.00 (m/s/s),   X:  2.42 (m),   Y:  3.63 (m),   Rot: -1.2523 (rads),   Rot:  -71.75 (deg),   Curve:   -0.26 (rads/m)
Time: 3.65 (s),   Velocity: 0.85 (m/s),   Accel:   1.00 (m/s/s),   X:  2.44 (m),   Y:  3.56 (m),   Rot: -1.2663 (rads),   Rot:  -72.55 (deg),   Curve:   -0.17 (rads/m)
Time: 3.74 (s),   Velocity: 0.94 (m/s),   Accel:   1.00 (m/s/s),   X:  2.46 (m),   Y:  3.49 (m),   Rot: -1.2763 (rads),   Rot:  -73.13 (deg),   Curve:   -0.11 (rads/m)
Time: 3.82 (s),   Velocity: 1.02 (m/s),   Accel:   1.00 (m/s/s),   X:  2.49 (m),   Y:  3.42 (m),   Rot: -1.2835 (rads),   Rot:  -73.54 (deg),   Curve:   -0.07 (rads/m)
Time: 3.90 (s),   Velocity: 1.10 (m/s),   Accel:   1.00 (m/s/s),   X:  2.51 (m),   Y:  3.34 (m),   Rot: -1.2885 (rads),   Rot:  -73.83 (deg),   Curve:   -0.05 (rads/m)
Time: 3.98 (s),   Velocity: 1.18 (m/s),   Accel:   1.00 (m/s/s),   X:  2.53 (m),   Y:  3.25 (m),   Rot: -1.2918 (rads),   Rot:  -74.01 (deg),   Curve:   -0.03 (rads/m)
Time: 4.05 (s),   Velocity: 1.25 (m/s),   Accel:   1.00 (m/s/s),   X:  2.56 (m),   Y:  3.16 (m),   Rot: -1.2936 (rads),   Rot:  -74.12 (deg),   Curve:   -0.01 (rads/m)
Time: 4.13 (s),   Velocity: 1.33 (m/s),   Accel:   1.00 (m/s/s),   X:  2.59 (m),   Y:  3.07 (m),   Rot: -1.2941 (rads),   Rot:  -74.15 (deg),   Curve:    0.00 (rads/m)
Time: 4.20 (s),   Velocity: 1.40 (m/s),   Accel:   1.00 (m/s/s),   X:  2.61 (m),   Y:  2.97 (m),   Rot: -1.2935 (rads),   Rot:  -74.11 (deg),   Curve:    0.01 (rads/m)
Time: 4.28 (s),   Velocity: 1.48 (m/s),   Accel:   1.00 (m/s/s),   X:  2.64 (m),   Y:  2.87 (m),   Rot: -1.2920 (rads),   Rot:  -74.02 (deg),   Curve:    0.02 (rads/m)
Time: 4.35 (s),   Velocity: 1.55 (m/s),   Accel:   1.00 (m/s/s),   X:  2.67 (m),   Y:  2.76 (m),   Rot: -1.2894 (rads),   Rot:  -73.88 (deg),   Curve:    0.03 (rads/m)
Time: 4.42 (s),   Velocity: 1.62 (m/s),   Accel:   1.00 (m/s/s),   X:  2.70 (m),   Y:  2.66 (m),   Rot: -1.2860 (rads),   Rot:  -73.68 (deg),   Curve:    0.04 (rads/m)
Time: 4.48 (s),   Velocity: 1.68 (m/s),   Accel:   1.00 (m/s/s),   X:  2.73 (m),   Y:  2.55 (m),   Rot: -1.2817 (rads),   Rot:  -73.44 (deg),   Curve:    0.04 (rads/m)
Time: 4.55 (s),   Velocity: 1.75 (m/s),   Accel:   1.00 (m/s/s),   X:  2.77 (m),   Y:  2.44 (m),   Rot: -1.2765 (rads),   Rot:  -73.14 (deg),   Curve:    0.05 (rads/m)
Time: 4.61 (s),   Velocity: 1.81 (m/s),   Accel:   1.00 (m/s/s),   X:  2.80 (m),   Y:  2.34 (m),   Rot: -1.2703 (rads),   Rot:  -72.78 (deg),   Curve:    0.06 (rads/m)
Time: 4.68 (s),   Velocity: 1.87 (m/s),   Accel:   1.00 (m/s/s),   X:  2.83 (m),   Y:  2.23 (m),   Rot: -1.2631 (rads),   Rot:  -72.37 (deg),   Curve:    0.07 (rads/m)
Time: 4.74 (s),   Velocity: 1.93 (m/s),   Accel:   1.00 (m/s/s),   X:  2.87 (m),   Y:  2.12 (m),   Rot: -1.2548 (rads),   Rot:  -71.90 (deg),   Curve:    0.08 (rads/m)
Time: 4.79 (s),   Velocity: 1.99 (m/s),   Accel:   1.00 (m/s/s),   X:  2.91 (m),   Y:  2.01 (m),   Rot: -1.2454 (rads),   Rot:  -71.35 (deg),   Curve:    0.09 (rads/m)
Time: 4.85 (s),   Velocity: 2.05 (m/s),   Accel:   1.00 (m/s/s),   X:  2.94 (m),   Y:  1.90 (m),   Rot: -1.2346 (rads),   Rot:  -70.74 (deg),   Curve:    0.10 (rads/m)
Time: 4.90 (s),   Velocity: 2.10 (m/s),   Accel:   1.00 (m/s/s),   X:  2.98 (m),   Y:  1.80 (m),   Rot: -1.2224 (rads),   Rot:  -70.04 (deg),   Curve:    0.12 (rads/m)
Time: 4.95 (s),   Velocity: 2.15 (m/s),   Accel:   1.00 (m/s/s),   X:  3.02 (m),   Y:  1.69 (m),   Rot: -1.2085 (rads),   Rot:  -69.24 (deg),   Curve:    0.14 (rads/m)
Time: 5.00 (s),   Velocity: 2.20 (m/s),   Accel:   1.00 (m/s/s),   X:  3.06 (m),   Y:  1.59 (m),   Rot: -1.1926 (rads),   Rot:  -68.33 (deg),   Curve:    0.16 (rads/m)
Time: 5.05 (s),   Velocity: 2.25 (m/s),   Accel:   1.00 (m/s/s),   X:  3.10 (m),   Y:  1.50 (m),   Rot: -1.1745 (rads),   Rot:  -67.30 (deg),   Curve:    0.19 (rads/m)
Time: 5.10 (s),   Velocity: 2.30 (m/s),   Accel:   1.00 (m/s/s),   X:  3.14 (m),   Y:  1.40 (m),   Rot: -1.1538 (rads),   Rot:  -66.11 (deg),   Curve:    0.22 (rads/m)
Time: 5.14 (s),   Velocity: 2.34 (m/s),   Accel:   1.00 (m/s/s),   X:  3.18 (m),   Y:  1.31 (m),   Rot: -1.1299 (rads),   Rot:  -64.74 (deg),   Curve:    0.26 (rads/m)
Time: 5.18 (s),   Velocity: 2.38 (m/s),   Accel:   1.00 (m/s/s),   X:  3.22 (m),   Y:  1.23 (m),   Rot: -1.1022 (rads),   Rot:  -63.15 (deg),   Curve:    0.32 (rads/m)
Time: 5.22 (s),   Velocity: 2.42 (m/s),   Accel:   1.00 (m/s/s),   X:  3.26 (m),   Y:  1.15 (m),   Rot: -1.0699 (rads),   Rot:  -61.30 (deg),   Curve:    0.39 (rads/m)
Time: 5.25 (s),   Velocity: 2.45 (m/s),   Accel:   1.00 (m/s/s),   X:  3.31 (m),   Y:  1.07 (m),   Rot: -1.0318 (rads),   Rot:  -59.12 (deg),   Curve:    0.49 (rads/m)
Time: 5.29 (s),   Velocity: 2.49 (m/s),   Accel:   1.00 (m/s/s),   X:  3.35 (m),   Y:  1.00 (m),   Rot: -0.9866 (rads),   Rot:  -56.53 (deg),   Curve:    0.61 (rads/m)
Time: 5.32 (s),   Velocity: 2.52 (m/s),   Accel:   1.00 (m/s/s),   X:  3.39 (m),   Y:  0.94 (m),   Rot: -0.9353 (rads),   Rot:  -53.59 (deg),   Curve:    0.71 (rads/m)
Time: 5.35 (s),   Velocity: 2.55 (m/s),   Accel:   1.00 (m/s/s),   X:  3.44 (m),   Y:  0.88 (m),   Rot: -0.8799 (rads),   Rot:  -50.41 (deg),   Curve:    0.81 (rads/m)
Time: 5.37 (s),   Velocity: 2.57 (m/s),   Accel:   1.00 (m/s/s),   X:  3.49 (m),   Y:  0.83 (m),   Rot: -0.8201 (rads),   Rot:  -46.99 (deg),   Curve:    0.93 (rads/m)
Time: 5.40 (s),   Velocity: 2.60 (m/s),   Accel:   1.00 (m/s/s),   X:  3.53 (m),   Y:  0.78 (m),   Rot: -0.7557 (rads),   Rot:  -43.30 (deg),   Curve:    1.05 (rads/m)
Time: 5.42 (s),   Velocity: 2.62 (m/s),   Accel:   1.00 (m/s/s),   X:  3.58 (m),   Y:  0.74 (m),   Rot: -0.6868 (rads),   Rot:  -39.35 (deg),   Curve:    1.19 (rads/m)
Time: 5.45 (s),   Velocity: 2.64 (m/s),   Accel:   1.00 (m/s/s),   X:  3.62 (m),   Y:  0.70 (m),   Rot: -0.6133 (rads),   Rot:  -35.14 (deg),   Curve:    1.33 (rads/m)
Time: 5.47 (s),   Velocity: 2.67 (m/s),   Accel:   1.00 (m/s/s),   X:  3.67 (m),   Y:  0.67 (m),   Rot: -0.5355 (rads),   Rot:  -30.68 (deg),   Curve:    1.47 (rads/m)
Time: 5.49 (s),   Velocity: 2.68 (m/s),   Accel:   0.98 (m/s/s),   X:  3.72 (m),   Y:  0.65 (m),   Rot: -0.4538 (rads),   Rot:  -26.00 (deg),   Curve:    1.61 (rads/m)
Time: 5.50 (s),   Velocity: 2.70 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.76 (m),   Y:  0.63 (m),   Rot: -0.3688 (rads),   Rot:  -21.13 (deg),   Curve:    1.73 (rads/m)
Time: 5.51 (s),   Velocity: 2.69 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.79 (m),   Y:  0.62 (m),   Rot: -0.3254 (rads),   Rot:  -18.64 (deg),   Curve:    1.79 (rads/m)
Time: 5.52 (s),   Velocity: 2.69 (m/s),   Accel:  -0.96 (m/s/s),   X:  3.81 (m),   Y:  0.61 (m),   Rot: -0.2814 (rads),   Rot:  -16.12 (deg),   Curve:    1.83 (rads/m)
