Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 2.96 (s),   Velocity: 2.38 (m/s),   Accel:   1.00 (m/s/s),   X:  4.27 (m),   Y:  1.22 (m),   Rot: -2.3878 (rads),   Rot: -136.81 (deg),   Curve:   -2.11 (rads/m)
Time: 2.97 (s),   Velocity: 2.40 (m/s),   Accel:   1.00 (m/s/s),   X:  4.25 (m),   Y:  1.20 (m),   Rot: -2.4588 (rads),   Rot: -140.88 (deg),   Curve:   -1.99 (rads/m)
Time: 2.99 (s),   Velocity: 2.41 (m/s),   Accel:   1.00 (m/s/s),   X:  4.22 (m),   Y:  1.18 (m),   Rot: -2.5262 (rads),   Rot: -144.74 (deg),   Curve:   -1.88 (rads/m)
Time: 3.00 (s),   Velocity: 2.43 (m/s),   Accel:   1.00 (m/s/s),   X:  4.19 (m),   Y:  1.16 (m),   Rot: -2.5900 (rads),   Rot: -148.40 (deg),   Curve:   -1.76 (rads/m)
Time: 3.02 (s),   Velocity: 2.44 (m/s),   Accel:  -0.91 (m/s/s),   X:  4.16 (m),   Y:  1.14 (m),   Rot: -2.6504 (rads),   Rot: -151.86 (deg),   Curve:   -1.65 (rads/m)
Time: 3.03 (s),   Velocity: 2.43 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.13 (m),   Y:  1.12 (m),   Rot: -2.7075 (rads),   Rot: -155.13 (deg),   Curve:   -1.55 (rads/m)
Time: 3.05 (s),   Velocity: 2.41 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.09 (m),   Y:  1.11 (m),   Rot: -2.7615 (rads),   Rot: -158.22 (deg),   Curve:   -1.45 (rads/m)
Time: 3.06 (s),   Velocity: 2.40 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.06 (m),   Y:  1.10 (m),   Rot: -2.8128 (rads),   Rot: -161.16 (deg),   Curve:   -1.37 (rads/m)
Time: 3.08 (s),   Velocity: 2.38 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.02 (m),   Y:  1.08 (m),   Rot: -2.8616 (rads),   Rot: -163.96 (deg),   Curve:   -1.30 (rads/m)
Time: 3.09 (s),   Velocity: 2.37 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.99 (m),   Y:  1.08 (m),   Rot: -2.9083 (rads),   Rot: -166.63 (deg),   Curve:   -1.23 (rads/m)
Time: 3.11 (s),   Velocity: 2.35 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.95 (m),   Y:  1.07 (m),   Rot: -2.9532 (rads),   Rot: -169.20 (deg),   Curve:   -1.18 (rads/m)
Time: 3.14 (s),   Velocity: 2.32 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.88 (m),   Y:  1.06 (m),   Rot: -3.0385 (rads),   Rot: -174.10 (deg),   Curve:   -1.11 (rads/m)
Time: 3.17 (s),   Velocity: 2.29 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.80 (m),   Y:  1.05 (m),   Rot: -3.1201 (rads),   Rot: -178.77 (deg),   Curve:   -1.08 (rads/m)
Time: 3.21 (s),   Velocity: 2.25 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.73 (m),   Y:  1.05 (m),   Rot:  3.0829 (rads),   Rot:  176.64 (deg),   Curve:   -1.08 (rads/m)
Time: 3.24 (s),   Velocity: 2.22 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.65 (m),   Y:  1.06 (m),   Rot:  3.0018 (rads),   Rot:  171.99 (deg),   Curve:   -1.13 (rads/m)
Time: 3.27 (s),   Velocity: 2.19 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.58 (m),   Y:  1.07 (m),   Rot:  2.9171 (rads),   Rot:  167.14 (deg),   Curve:   -1.23 (rads/m)
Time: 3.29 (s),   Velocity: 2.17 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.55 (m),   Y:  1.08 (m),   Rot:  2.8725 (rads),   Rot:  164.58 (deg),   Curve:   -1.30 (rads/m)
Time: 3.30 (s),   Velocity: 2.16 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.52 (m),   Y:  1.09 (m),   Rot:  2.8259 (rads),   Rot:  161.91 (deg),   Curve:   -1.39 (rads/m)
Time: 3.32 (s),   Velocity: 2.14 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.48 (m),   Y:  1.10 (m),   Rot:  2.7768 (rads),   Rot:  159.10 (deg),   Curve:   -1.50 (rads/m)
Time: 3.34 (s),   Velocity: 2.12 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.45 (m),   Y:  1.12 (m),   Rot:  2.7246 (rads),   Rot:  156.11 (deg),   Curve:   -1.63 (rads/m)
Time: 3.35 (s),   Velocity: 2.11 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.42 (m),   Y:  1.13 (m),   Rot:  2.6690 (rads),   Rot:  152.92 (deg),   Curve:   -1.78 (rads/m)
Time: 3.37 (s),   Velocity: 2.09 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.40 (m),   Y:  1.15 (m),   Rot:  2.6094 (rads),   Rot:  149.51 (deg),   Curve:   -1.96 (rads/m)
Time: 3.38 (s),   Velocity: 2.08 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.37 (m),   Y:  1.16 (m),   Rot:  2.5450 (rads),   Rot:  145.82 (deg),   Curve:   -2.17 (rads/m)
Time: 3.40 (s),   Velocity: 2.06 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.35 (m),   Y:  1.18 (m),   Rot:  2.4755 (rads),   Rot:  141.83 (deg),   Curve:   -2.41 (rads/m)
Time: 3.41 (s),   Velocity: 2.05 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.32 (m),   Y:  1.20 (m),   Rot:  2.4001 (rads),   Rot:  137.52 (deg),   Curve:   -2.67 (rads/m)
Time: 3.42 (s),   Velocity: 2.04 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.30 (m),   Y:  1.22 (m),   Rot:  2.3186 (rads),   Rot:  132.84 (deg),   Curve:   -2.95 (rads/m)
Time: 3.44 (s),   Velocity: 2.02 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.28 (m),   Y:  1.24 (m),   Rot:  2.2331 (rads),   Rot:  127.95 (deg),   Curve:   -3.05 (rads/m)
Time: 3.45 (s),   Velocity: 2.01 (m/s),   Accel:   0.05 (m/s/s),   X:  3.27 (m),   Y:  1.26 (m),   Rot:  2.1466 (rads),   Rot:  122.99 (deg),   Curve:   -3.12 (rads/m)
Time: 3.47 (s),   Velocity: 2.01 (m/s),   Accel:   1.00 (m/s/s),   X:  3.25 (m),   Y:  1.29 (m),   Rot:  2.0598 (rads),   Rot:  118.02 (deg),   Curve:   -3.15 (rads/m)
Time: 3.48 (s),   Velocity: 2.02 (m/s),   Accel:   1.00 (m/s/s),   X:  3.24 (m),   Y:  1.31 (m),   Rot:  1.9732 (rads),   Rot:  113.06 (deg),   Curve:   -3.14 (rads/m)
Time: 3.49 (s),   Velocity: 2.04 (m/s),   Accel:   1.00 (m/s/s),   X:  3.23 (m),   Y:  1.34 (m),   Rot:  1.8874 (rads),   Rot:  108.14 (deg),   Curve:   -3.09 (rads/m)
Time: 3.51 (s),   Velocity: 2.05 (m/s),   Accel:   1.00 (m/s/s),   X:  3.22 (m),   Y:  1.37 (m),   Rot:  1.8031 (rads),   Rot:  103.31 (deg),   Curve:   -3.02 (rads/m)
Time: 3.52 (s),   Velocity: 2.06 (m/s),   Accel:   1.00 (m/s/s),   X:  3.22 (m),   Y:  1.39 (m),   Rot:  1.7206 (rads),   Rot:   98.58 (deg),   Curve:   -2.91 (rads/m)
Time: 3.53 (s),   Velocity: 2.08 (m/s),   Accel:   1.00 (m/s/s),   X:  3.22 (m),   Y:  1.42 (m),   Rot:  1.6403 (rads),   Rot:   93.98 (deg),   Curve:   -2.79 (rads/m)
Time: 3.55 (s),   Velocity: 2.09 (m/s),   Accel:   1.00 (m/s/s),   X:  3.22 (m),   Y:  1.45 (m),   Rot:  1.5625 (rads),   Rot:   89.53 (deg),   Curve:   -2.66 (rads/m)
Time: 3.56 (s),   Velocity: 2.10 (m/s),   Accel:   1.00 (m/s/s),   X:  3.22 (m),   Y:  1.48 (m),   Rot:  1.4873 (rads),   Rot:   85.22 (deg),   Curve:   -2.52 (rads/m)
Time: 3.58 (s),   Velocity: 2.12 (m/s),   Accel:   1.00 (m/s/s),   X:  3.22 (m),   Y:  1.51 (m),   Rot:  1.4148 (rads),   Rot:   81.06 (deg),   Curve:   -2.37 (rads/m)
Time: 3.59 (s),   Velocity: 2.13 (m/s),   Accel:   1.00 (m/s/s),   X:  3.23 (m),   Y:  1.54 (m),   Rot:  1.3450 (rads),   Rot:   77.07 (deg),   Curve:   -2.23 (rads/m)
Time: 3.60 (s),   Velocity: 2.15 (m/s),   Accel:   1.00 (m/s/s),   X:  3.23 (m),   Y:  1.57 (m),   Rot:  1.2779 (rads),   Rot:   73.22 (deg),   Curve:   -2.09 (rads/m)
Time: 3.62 (s),   Velocity: 2.16 (m/s),   Accel:   1.00 (m/s/s),   X:  3.24 (m),   Y:  1.60 (m),   Rot:  1.2133 (rads),   Rot:   69.52 (deg),   Curve:   -1.96 (rads/m)
Time: 3.63 (s),   Velocity: 2.18 (m/s),   Accel:   1.00 (m/s/s),   X:  3.26 (m),   Y:  1.63 (m),   Rot:  1.1512 (rads),   Rot:   65.96 (deg),   Curve:   -1.84 (rads/m)
Time: 3.65 (s),   Velocity: 2.19 (m/s),   Accel:   1.00 (m/s/s),   X:  3.27 (m),   Y:  1.66 (m),   Rot:  1.0914 (rads),   Rot:   62.53 (deg),   Curve:   -1.72 (rads/m)
Time: 3.67 (s),   Velocity: 2.21 (m/s),   Accel:   1.00 (m/s/s),   X:  3.29 (m),   Y:  1.69 (m),   Rot:  1.0337 (rads),   Rot:   59.23 (deg),   Curve:   -1.61 (rads/m)
Time: 3.68 (s),   Velocity: 2.22 (m/s),   Accel:   1.00 (m/s/s),   X:  3.31 (m),   Y:  1.72 (m),   Rot:  0.9781 (rads),   Rot:   56.04 (deg),   Curve:   -1.51 (rads/m)
Time: 3.70 (s),   Velocity: 2.24 (m/s),   Accel:   1.00 (m/s/s),   X:  3.33 (m),   Y:  1.75 (m),   Rot:  0.9244 (rads),   Rot:   52.97 (deg),   Curve:   -1.42 (rads/m)
Time: 3.71 (s),   Velocity: 2.26 (m/s),   Accel:   1.00 (m/s/s),   X:  3.35 (m),   Y:  1.78 (m),   Rot:  0.8725 (rads),   Rot:   49.99 (deg),   Curve:   -1.33 (rads/m)
Time: 3.73 (s),   Velocity: 2.27 (m/s),   Accel:   1.00 (m/s/s),   X:  3.38 (m),   Y:  1.81 (m),   Rot:  0.8222 (rads),   Rot:   47.11 (deg),   Curve:   -1.25 (rads/m)
Time: 3.75 (s),   Velocity: 2.29 (m/s),   Accel:   1.00 (m/s/s),   X:  3.41 (m),   Y:  1.84 (m),   Rot:  0.7734 (rads),   Rot:   44.31 (deg),   Curve:   -1.18 (rads/m)
Time: 3.77 (s),   Velocity: 2.31 (m/s),   Accel:   1.00 (m/s/s),   X:  3.44 (m),   Y:  1.86 (m),   Rot:  0.7261 (rads),   Rot:   41.60 (deg),   Curve:   -1.11 (rads/m)
Time: 3.79 (s),   Velocity: 2.33 (m/s),   Accel:   1.00 (m/s/s),   X:  3.47 (m),   Y:  1.89 (m),   Rot:  0.6800 (rads),   Rot:   38.96 (deg),   Curve:   -1.05 (rads/m)
Time: 3.80 (s),   Velocity: 2.35 (m/s),   Accel:   1.00 (m/s/s),   X:  3.50 (m),   Y:  1.92 (m),   Rot:  0.6353 (rads),   Rot:   36.40 (deg),   Curve:   -0.99 (rads/m)
Time: 3.82 (s),   Velocity: 2.37 (m/s),   Accel:   1.00 (m/s/s),   X:  3.54 (m),   Y:  1.94 (m),   Rot:  0.5917 (rads),   Rot:   33.90 (deg),   Curve:   -0.94 (rads/m)
Time: 3.86 (s),   Velocity: 2.41 (m/s),   Accel:   1.00 (m/s/s),   X:  3.62 (m),   Y:  1.99 (m),   Rot:  0.5078 (rads),   Rot:   29.09 (deg),   Curve:   -0.84 (rads/m)
Time: 3.91 (s),   Velocity: 2.45 (m/s),   Accel:   1.00 (m/s/s),   X:  3.71 (m),   Y:  2.04 (m),   Rot:  0.4279 (rads),   Rot:   24.52 (deg),   Curve:   -0.75 (rads/m)
Time: 3.95 (s),   Velocity: 2.49 (m/s),   Accel:   1.00 (m/s/s),   X:  3.81 (m),   Y:  2.08 (m),   Rot:  0.3517 (rads),   Rot:   20.15 (deg),   Curve:   -0.68 (rads/m)
Time: 3.99 (s),   Velocity: 2.54 (m/s),   Accel:   1.00 (m/s/s),   X:  3.92 (m),   Y:  2.12 (m),   Rot:  0.2859 (rads),   Rot:   16.38 (deg),   Curve:   -0.49 (rads/m)
Time: 4.04 (s),   Velocity: 2.58 (m/s),   Accel:   1.00 (m/s/s),   X:  4.03 (m),   Y:  2.15 (m),   Rot:  0.2350 (rads),   Rot:   13.47 (deg),   Curve:   -0.36 (rads/m)
Time: 4.09 (s),   Velocity: 2.63 (m/s),   Accel:   1.00 (m/s/s),   X:  4.16 (m),   Y:  2.17 (m),   Rot:  0.1962 (rads),   Rot:   11.24 (deg),   Curve:   -0.26 (rads/m)
Time: 4.11 (s),   Velocity: 2.66 (m/s),   Accel:   1.00 (m/s/s),   X:  4.22 (m),   Y:  2.18 (m),   Rot:  0.1806 (rads),   Rot:   10.35 (deg),   Curve:   -0.22 (rads/m)
Time: 4.14 (s),   Velocity: 2.68 (m/s),   Accel:   1.00 (m/s/s),   X:  4.29 (m),   Y:  2.20 (m),   Rot:  0.1673 (rads),   Rot:    9.58 (deg),   Curve:   -0.18 (rads/m)
Time: 4.16 (s),   Velocity: 2.71 (m/s),   Accel:   1.00 (m/s/s),   X:  4.35 (m),   Y:  2.21 (m),   Rot:  0.1560 (rads),   Rot:    8.94 (deg),   Curve:   -0.15 (rads/m)
Time: 4.19 (s),   Velocity: 2.73 (m/s),   Accel:   1.00 (m/s/s),   X:  4.42 (m),   Y:  2.22 (m),   Rot:  0.1467 (rads),   Rot:    8.40 (deg),   Curve:   -0.12 (rads/m)
Time: 4.21 (s),   Velocity: 2.76 (m/s),   Accel:   1.00 (m/s/s),   X:  4.49 (m),   Y:  2.23 (m),   Rot:  0.1391 (rads),   Rot:    7.97 (deg),   Curve:   -0.10 (rads/m)
Time: 4.24 (s),   Velocity: 2.78 (m/s),   Accel:   1.00 (m/s/s),   X:  4.56 (m),   Y:  2.24 (m),   Rot:  0.1333 (rads),   Rot:    7.64 (deg),   Curve:   -0.07 (rads/m)
Time: 4.26 (s),   Velocity: 2.81 (m/s),   Accel:  -0.86 (m/s/s),   X:  4.63 (m),   Y:  2.25 (m),   Rot:  0.1291 (rads),   Rot:    7.40 (deg),   Curve:   -0.05 (rads/m)
Time: 4.29 (s),   Velocity: 2.78 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.70 (m),   Y:  2.25 (m),   Rot:  0.1265 (rads),   Rot:    7.25 (deg),   Curve:   -0.03 (rads/m)
Time: 4.31 (s),   Velocity: 2.76 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.77 (m),   Y:  2.26 (m),   Rot:  0.1254 (rads),   Rot:    7.19 (deg),   Curve:   -0.00 (rads/m)
Time: 4.34 (s),   Velocity: 2.73 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.84 (m),   Y:  2.27 (m),   Rot:  0.1258 (rads),   Rot:    7.21 (deg),   Curve:    0.02 (rads/m)
Time: 4.37 (s),   Velocity: 2.71 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.91 (m),   Y:  2.28 (m),   Rot:  0.1277 (rads),   Rot:    7.32 (deg),   Curve:    0.04 (rads/m)
Time: 4.39 (s),   Velocity: 2.68 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.98 (m),   Y:  2.29 (m),   Rot:  0.1311 (rads),   Rot:    7.51 (deg),   Curve:    0.06 (rads/m)
Time: 4.42 (s),   Velocity: 2.65 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.05 (m),   Y:  2.30 (m),   Rot:  0.1361 (rads),   Rot:    7.80 (deg),   Curve:    0.08 (rads/m)
Time: 4.45 (s),   Velocity: 2.63 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.12 (m),   Y:  2.31 (m),   Rot:  0.1425 (rads),   Rot:    8.17 (deg),   Curve:    0.10 (rads/m)
Time: 4.47 (s),   Velocity: 2.60 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.19 (m),   Y:  2.32 (m),   Rot:  0.1506 (rads),   Rot:    8.63 (deg),   Curve:    0.13 (rads/m)
Time: 4.50 (s),   Velocity: 2.57 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.26 (m),   Y:  2.33 (m),   Rot:  0.1604 (rads),   Rot:    9.19 (deg),   Curve:    0.15 (rads/m)
Time: 4.53 (s),   Velocity: 2.54 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.33 (m),   Y:  2.34 (m),   Rot:  0.1720 (rads),   Rot:    9.85 (deg),   Curve:    0.18 (rads/m)
Time: 4.55 (s),   Velocity: 2.52 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.39 (m),   Y:  2.36 (m),   Rot:  0.1854 (rads),   Rot:   10.62 (deg),   Curve:    0.21 (rads/m)
Time: 4.58 (s),   Velocity: 2.49 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.46 (m),   Y:  2.37 (m),   Rot:  0.2008 (rads),   Rot:   11.50 (deg),   Curve:    0.24 (rads/m)
Time: 4.61 (s),   Velocity: 2.46 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.53 (m),   Y:  2.38 (m),   Rot:  0.2184 (rads),   Rot:   12.51 (deg),   Curve:    0.28 (rads/m)
Time: 4.64 (s),   Velocity: 2.44 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.59 (m),   Y:  2.40 (m),   Rot:  0.2383 (rads),   Rot:   13.65 (deg),   Curve:    0.32 (rads/m)
Time: 4.66 (s),   Velocity: 2.41 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.65 (m),   Y:  2.41 (m),   Rot:  0.2607 (rads),   Rot:   14.94 (deg),   Curve:    0.37 (rads/m)
Time: 4.72 (s),   Velocity: 2.36 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.78 (m),   Y:  2.45 (m),   Rot:  0.3141 (rads),   Rot:   18.00 (deg),   Curve:    0.48 (rads/m)
Time: 4.77 (s),   Velocity: 2.30 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.89 (m),   Y:  2.49 (m),   Rot:  0.3806 (rads),   Rot:   21.81 (deg),   Curve:    0.62 (rads/m)
Time: 4.82 (s),   Velocity: 2.25 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.00 (m),   Y:  2.54 (m),   Rot:  0.4550 (rads),   Rot:   26.07 (deg),   Curve:    0.66 (rads/m)
Time: 4.87 (s),   Velocity: 2.20 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.09 (m),   Y:  2.59 (m),   Rot:  0.5303 (rads),   Rot:   30.38 (deg),   Curve:    0.70 (rads/m)
Time: 4.92 (s),   Velocity: 2.15 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.18 (m),   Y:  2.65 (m),   Rot:  0.6069 (rads),   Rot:   34.77 (deg),   Curve:    0.75 (rads/m)
Time: 4.97 (s),   Velocity: 2.11 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.26 (m),   Y:  2.71 (m),   Rot:  0.6853 (rads),   Rot:   39.26 (deg),   Curve:    0.81 (rads/m)
Time: 5.01 (s),   Velocity: 2.06 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.34 (m),   Y:  2.77 (m),   Rot:  0.7663 (rads),   Rot:   43.91 (deg),   Curve:    0.88 (rads/m)
Time: 5.06 (s),   Velocity: 2.02 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.40 (m),   Y:  2.84 (m),   Rot:  0.8511 (rads),   Rot:   48.77 (deg),   Curve:    0.98 (rads/m)
Time: 5.08 (s),   Velocity: 1.99 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.43 (m),   Y:  2.87 (m),   Rot:  0.8953 (rads),   Rot:   51.30 (deg),   Curve:    1.05 (rads/m)
Time: 5.10 (s),   Velocity: 1.97 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.45 (m),   Y:  2.90 (m),   Rot:  0.9411 (rads),   Rot:   53.92 (deg),   Curve:    1.12 (rads/m)
Time: 5.12 (s),   Velocity: 1.95 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.48 (m),   Y:  2.94 (m),   Rot:  0.9886 (rads),   Rot:   56.64 (deg),   Curve:    1.20 (rads/m)
Time: 5.14 (s),   Velocity: 1.93 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.50 (m),   Y:  2.97 (m),   Rot:  1.0382 (rads),   Rot:   59.49 (deg),   Curve:    1.30 (rads/m)
Time: 5.16 (s),   Velocity: 1.91 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.52 (m),   Y:  3.00 (m),   Rot:  1.0902 (rads),   Rot:   62.46 (deg),   Curve:    1.41 (rads/m)
Time: 5.18 (s),   Velocity: 1.89 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.53 (m),   Y:  3.04 (m),   Rot:  1.1450 (rads),   Rot:   65.60 (deg),   Curve:    1.54 (rads/m)
Time: 5.20 (s),   Velocity: 1.87 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.55 (m),   Y:  3.07 (m),   Rot:  1.2029 (rads),   Rot:   68.92 (deg),   Curve:    1.69 (rads/m)
Time: 5.22 (s),   Velocity: 1.85 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.56 (m),   Y:  3.10 (m),   Rot:  1.2645 (rads),   Rot:   72.45 (deg),   Curve:    1.86 (rads/m)
Time: 5.24 (s),   Velocity: 1.84 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.57 (m),   Y:  3.14 (m),   Rot:  1.3303 (rads),   Rot:   76.22 (deg),   Curve:    2.06 (rads/m)
Time: 5.25 (s),   Velocity: 1.82 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.57 (m),   Y:  3.17 (m),   Rot:  1.4006 (rads),   Rot:   80.25 (deg),   Curve:    2.29 (rads/m)
Time: 5.27 (s),   Velocity: 1.80 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.58 (m),   Y:  3.20 (m),   Rot:  1.4762 (rads),   Rot:   84.58 (deg),   Curve:    2.55 (rads/m)
Time: 5.29 (s),   Velocity: 1.78 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.58 (m),   Y:  3.23 (m),   Rot:  1.5573 (rads),   Rot:   89.22 (deg),   Curve:    2.83 (rads/m)
Time: 5.30 (s),   Velocity: 1.77 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.58 (m),   Y:  3.26 (m),   Rot:  1.6443 (rads),   Rot:   94.21 (deg),   Curve:    3.12 (rads/m)
Time: 5.31 (s),   Velocity: 1.76 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.58 (m),   Y:  3.27 (m),   Rot:  1.6900 (rads),   Rot:   96.83 (deg),   Curve:    3.27 (rads/m)
Time: 5.32 (s),   Velocity: 1.75 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.57 (m),   Y:  3.29 (m),   Rot:  1.7373 (rads),   Rot:   99.54 (deg),   Curve:    3.42 (rads/m)
Time: 5.33 (s),   Velocity: 1.74 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.57 (m),   Y:  3.30 (m),   Rot:  1.7860 (rads),   Rot:  102.33 (deg),   Curve:    3.56 (rads/m)
Time: 5.34 (s),   Velocity: 1.74 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.57 (m),   Y:  3.31 (m),   Rot:  1.8362 (rads),   Rot:  105.21 (deg),   Curve:    3.70 (rads/m)
Time: 5.34 (s),   Velocity: 1.73 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.56 (m),   Y:  3.33 (m),   Rot:  1.8877 (rads),   Rot:  108.16 (deg),   Curve:    3.82 (rads/m)
Time: 5.35 (s),   Velocity: 1.72 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.56 (m),   Y:  3.34 (m),   Rot:  1.9404 (rads),   Rot:  111.18 (deg),   Curve:    3.93 (rads/m)
Time: 5.36 (s),   Velocity: 1.71 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.55 (m),   Y:  3.35 (m),   Rot:  1.9942 (rads),   Rot:  114.26 (deg),   Curve:    4.03 (rads/m)
Time: 5.37 (s),   Velocity: 1.70 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.55 (m),   Y:  3.36 (m),   Rot:  2.0489 (rads),   Rot:  117.39 (deg),   Curve:    4.10 (rads/m)
Time: 5.38 (s),   Velocity: 1.70 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.54 (m),   Y:  3.38 (m),   Rot:  2.1043 (rads),   Rot:  120.57 (deg),   Curve:    4.14 (rads/m)
Time: 5.38 (s),   Velocity: 1.69 (m/s),   Accel:  -0.19 (m/s/s),   X:  6.54 (m),   Y:  3.39 (m),   Rot:  2.1602 (rads),   Rot:  123.77 (deg),   Curve:    4.16 (rads/m)
Time: 5.39 (s),   Velocity: 1.69 (m/s),   Accel:   0.88 (m/s/s),   X:  6.53 (m),   Y:  3.40 (m),   Rot:  2.2164 (rads),   Rot:  126.99 (deg),   Curve:    4.15 (rads/m)
Time: 5.40 (s),   Velocity: 1.69 (m/s),   Accel:   1.00 (m/s/s),   X:  6.52 (m),   Y:  3.41 (m),   Rot:  2.2726 (rads),   Rot:  130.21 (deg),   Curve:    4.12 (rads/m)
Time: 5.41 (s),   Velocity: 1.70 (m/s),   Accel:   1.00 (m/s/s),   X:  6.51 (m),   Y:  3.42 (m),   Rot:  2.3287 (rads),   Rot:  133.42 (deg),   Curve:    4.05 (rads/m)
Time: 5.42 (s),   Velocity: 1.71 (m/s),   Accel:   1.00 (m/s/s),   X:  6.50 (m),   Y:  3.43 (m),   Rot:  2.3842 (rads),   Rot:  136.60 (deg),   Curve:    3.96 (rads/m)
Time: 5.42 (s),   Velocity: 1.72 (m/s),   Accel:   1.00 (m/s/s),   X:  6.49 (m),   Y:  3.44 (m),   Rot:  2.4381 (rads),   Rot:  139.69 (deg),   Curve:    3.71 (rads/m)
Time: 5.43 (s),   Velocity: 1.73 (m/s),   Accel:   1.00 (m/s/s),   X:  6.48 (m),   Y:  3.45 (m),   Rot:  2.4893 (rads),   Rot:  142.62 (deg),   Curve:    3.47 (rads/m)
Time: 5.44 (s),   Velocity: 1.74 (m/s),   Accel:   1.00 (m/s/s),   X:  6.47 (m),   Y:  3.46 (m),   Rot:  2.5377 (rads),   Rot:  145.40 (deg),   Curve:    3.22 (rads/m)
Time: 5.45 (s),   Velocity: 1.74 (m/s),   Accel:   1.00 (m/s/s),   X:  6.45 (m),   Y:  3.46 (m),   Rot:  2.5835 (rads),   Rot:  148.03 (deg),   Curve:    2.99 (rads/m)
Time: 5.47 (s),   Velocity: 1.76 (m/s),   Accel:   1.00 (m/s/s),   X:  6.43 (m),   Y:  3.48 (m),   Rot:  2.6676 (rads),   Rot:  152.84 (deg),   Curve:    2.57 (rads/m)
Time: 5.48 (s),   Velocity: 1.78 (m/s),   Accel:   1.00 (m/s/s),   X:  6.40 (m),   Y:  3.49 (m),   Rot:  2.7425 (rads),   Rot:  157.14 (deg),   Curve:    2.20 (rads/m)
Time: 5.50 (s),   Velocity: 1.80 (m/s),   Accel:   1.00 (m/s/s),   X:  6.37 (m),   Y:  3.50 (m),   Rot:  2.8093 (rads),   Rot:  160.96 (deg),   Curve:    1.90 (rads/m)
