Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
15.12,0.81,1.00,6.86,3.03,-1.5318,-87.77,0.15
15.22,0.92,1.00,6.86,2.94,-1.5177,-86.96,0.17
15.33,1.02,1.00,6.87,2.85,-1.5006,-85.98,0.19
15.42,1.11,1.00,6.87,2.75,-1.4801,-84.81,0.22
15.51,1.20,1.00,6.89,2.64,-1.4558,-83.41,0.25
15.60,1.29,1.00,6.90,2.54,-1.4267,-81.74,0.30
15.68,1.37,1.00,6.92,2.43,-1.3916,-79.73,0.37
15.75,1.44,1.00,6.94,2.33,-1.3488,-77.28,0.46
15.82,1.51,1.00,6.96,2.23,-1.2960,-74.26,0.59
15.88,1.57,1.00,6.99,2.14,-1.2299,-70.47,0.78
15.94,1.63,1.00,7.03,2.05,-1.1455,-65.63,1.07
15.97,1.66,1.00,7.04,2.01,-1.0945,-62.71,1.26
15.99,1.68,-0.80,7.06,1.98,-1.0362,-59.37,1.50
16.02,1.66,-1.00,7.09,1.94,-0.9697,-55.56,1.78
16.04,1.64,-1.00,7.11,1.91,-0.8936,-51.20,2.11
16.06,1.62,-1.00,7.13,1.88,-0.8110,-46.47,2.25
16.09,1.59,-1.00,7.16,1.86,-0.7268,-41.64,2.34
16.11,1.57,-1.00,7.19,1.83,-0.6424,-36.81,2.37
16.13,1.55,-1.00,7.22,1.81,-0.5594,-32.05,2.33
16.15,1.53,-1.00,7.25,1.80,-0.4793,-27.46,2.24
16.18,1.50,-1.00,7.28,1.78,-0.4032,-23.10,2.10
16.20,1.48,-1.00,7.31,1.77,-0.3322,-19.03,1.92
16.23,1.45,-1.00,7.35,1.76,-0.2668,-15.29,1.74
16.25,1.43,-1.00,7.38,1.75,-0.2073,-11.88,1.54
16.28,1.40,-1.00,7.42,1.74,-0.1538,-8.81,1.35
16.30,1.38,-1.00,7.46,1.74,-0.1061,-6.08,1.18
16.33,1.35,-1.00,7.49,1.73,-0.0641,-3.67,1.01
16.39,1.29,-1.00,7.57,1.73,0.0047,0.27,0.73
16.46,1.22,-1.00,7.66,1.74,0.0551,3.16,0.50
16.53,1.15,-1.00,7.74,1.74,0.0897,5.14,0.31
16.61,1.07,-1.00,7.83,1.75,0.1106,6.33,0.16
16.70,0.98,-1.00,7.92,1.76,0.1192,6.83,0.03
16.80,0.88,-1.00,8.02,1.77,0.1165,6.68,-0.09
16.92,0.76,-1.00,8.11,1.78,0.1032,5.91,-0.19
17.06,0.62,-1.00,8.21,1.79,0.0794,4.55,-0.30
17.24,0.44,-1.00,8.30,1.80,0.0451,2.58,-0.41
17.68,0.00,-1.00,8.40,1.80,0.0000,0.00,-0.52
