Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 1.45 (s),   Velocity: 3.19 (m/s),   Accel:  -3.00 (m/s/s),   X:  2.95 (m),   Y:  2.26 (m),   Rot: -0.9077 (rads),   Rot:  -52.01 (deg),   Curve:    0.03 (rads/m)
Time: 1.48 (s),   Velocity: 3.11 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.00 (m),   Y:  2.20 (m),   Rot: -0.9043 (rads),   Rot:  -51.81 (deg),   Curve:    0.06 (rads/m)
Time: 1.51 (s),   Velocity: 3.04 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.05 (m),   Y:  2.14 (m),   Rot: -0.8987 (rads),   Rot:  -51.49 (deg),   Curve:    0.08 (rads/m)
Time: 1.53 (s),   Velocity: 2.96 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.10 (m),   Y:  2.08 (m),   Rot: -0.8909 (rads),   Rot:  -51.04 (deg),   Curve:    0.12 (rads/m)
Time: 1.56 (s),   Velocity: 2.88 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.15 (m),   Y:  2.02 (m),   Rot: -0.8805 (rads),   Rot:  -50.45 (deg),   Curve:    0.15 (rads/m)
Time: 1.58 (s),   Velocity: 2.80 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.20 (m),   Y:  1.96 (m),   Rot: -0.8674 (rads),   Rot:  -49.70 (deg),   Curve:    0.20 (rads/m)
Time: 1.61 (s),   Velocity: 2.72 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.24 (m),   Y:  1.91 (m),   Rot: -0.8512 (rads),   Rot:  -48.77 (deg),   Curve:    0.25 (rads/m)
Time: 1.64 (s),   Velocity: 2.64 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.29 (m),   Y:  1.85 (m),   Rot: -0.8313 (rads),   Rot:  -47.63 (deg),   Curve:    0.31 (rads/m)
Time: 1.66 (s),   Velocity: 2.57 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.34 (m),   Y:  1.80 (m),   Rot: -0.8074 (rads),   Rot:  -46.26 (deg),   Curve:    0.39 (rads/m)
Time: 1.69 (s),   Velocity: 2.49 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.38 (m),   Y:  1.76 (m),   Rot: -0.7787 (rads),   Rot:  -44.61 (deg),   Curve:    0.49 (rads/m)
Time: 1.74 (s),   Velocity: 2.33 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.47 (m),   Y:  1.67 (m),   Rot: -0.7028 (rads),   Rot:  -40.27 (deg),   Curve:    0.77 (rads/m)
Time: 1.77 (s),   Velocity: 2.26 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.52 (m),   Y:  1.64 (m),   Rot: -0.6532 (rads),   Rot:  -37.43 (deg),   Curve:    0.98 (rads/m)
Time: 1.79 (s),   Velocity: 2.19 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.56 (m),   Y:  1.61 (m),   Rot: -0.5936 (rads),   Rot:  -34.01 (deg),   Curve:    1.25 (rads/m)
Time: 1.81 (s),   Velocity: 2.12 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.61 (m),   Y:  1.58 (m),   Rot: -0.5218 (rads),   Rot:  -29.89 (deg),   Curve:    1.60 (rads/m)
Time: 1.84 (s),   Velocity: 2.05 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.65 (m),   Y:  1.56 (m),   Rot: -0.4354 (rads),   Rot:  -24.95 (deg),   Curve:    2.04 (rads/m)
Time: 1.85 (s),   Velocity: 2.01 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.67 (m),   Y:  1.55 (m),   Rot: -0.3861 (rads),   Rot:  -22.12 (deg),   Curve:    2.29 (rads/m)
Time: 1.86 (s),   Velocity: 1.98 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.69 (m),   Y:  1.54 (m),   Rot: -0.3322 (rads),   Rot:  -19.03 (deg),   Curve:    2.57 (rads/m)
Time: 1.87 (s),   Velocity: 1.95 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.71 (m),   Y:  1.53 (m),   Rot: -0.2736 (rads),   Rot:  -15.68 (deg),   Curve:    2.87 (rads/m)
Time: 1.88 (s),   Velocity: 1.92 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.73 (m),   Y:  1.53 (m),   Rot: -0.2103 (rads),   Rot:  -12.05 (deg),   Curve:    3.17 (rads/m)
Time: 1.89 (s),   Velocity: 1.88 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.75 (m),   Y:  1.53 (m),   Rot: -0.1422 (rads),   Rot:   -8.15 (deg),   Curve:    3.47 (rads/m)
Time: 1.90 (s),   Velocity: 1.85 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.77 (m),   Y:  1.52 (m),   Rot: -0.0696 (rads),   Rot:   -3.99 (deg),   Curve:    3.74 (rads/m)
Time: 1.91 (s),   Velocity: 1.82 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.79 (m),   Y:  1.52 (m),   Rot:  0.0070 (rads),   Rot:    0.40 (deg),   Curve:    3.98 (rads/m)
Time: 1.92 (s),   Velocity: 1.79 (m/s),   Accel:   0.97 (m/s/s),   X:  3.81 (m),   Y:  1.52 (m),   Rot:  0.0869 (rads),   Rot:    4.98 (deg),   Curve:    4.15 (rads/m)
Time: 1.93 (s),   Velocity: 1.80 (m/s),   Accel:   3.00 (m/s/s),   X:  3.83 (m),   Y:  1.53 (m),   Rot:  0.1671 (rads),   Rot:    9.58 (deg),   Curve:    4.03 (rads/m)
Time: 1.95 (s),   Velocity: 1.83 (m/s),   Accel:   3.00 (m/s/s),   X:  3.85 (m),   Y:  1.53 (m),   Rot:  0.2445 (rads),   Rot:   14.01 (deg),   Curve:    3.83 (rads/m)
Time: 1.96 (s),   Velocity: 1.86 (m/s),   Accel:   3.00 (m/s/s),   X:  3.87 (m),   Y:  1.54 (m),   Rot:  0.3182 (rads),   Rot:   18.23 (deg),   Curve:    3.58 (rads/m)
Time: 1.97 (s),   Velocity: 1.89 (m/s),   Accel:   3.00 (m/s/s),   X:  3.89 (m),   Y:  1.54 (m),   Rot:  0.3874 (rads),   Rot:   22.19 (deg),   Curve:    3.28 (rads/m)
Time: 1.98 (s),   Velocity: 1.93 (m/s),   Accel:   3.00 (m/s/s),   X:  3.91 (m),   Y:  1.55 (m),   Rot:  0.4517 (rads),   Rot:   25.88 (deg),   Curve:    2.97 (rads/m)
Time: 1.99 (s),   Velocity: 1.96 (m/s),   Accel:   3.00 (m/s/s),   X:  3.92 (m),   Y:  1.56 (m),   Rot:  0.5110 (rads),   Rot:   29.28 (deg),   Curve:    2.66 (rads/m)
