Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 4.21 (s),   Velocity: 1.57 (m/s),   Accel:  10.00 (m/s/s),   X:  2.52 (m),   Y:  2.71 (m),   Rot:  0.8152 (rads),   Rot:   46.71 (deg),   Curve:   -4.37 (rads/m)
Time: 4.22 (s),   Velocity: 1.69 (m/s),   Accel:  10.00 (m/s/s),   X:  2.53 (m),   Y:  2.73 (m),   Rot:  0.7374 (rads),   Rot:   42.25 (deg),   Curve:   -3.63 (rads/m)
Time: 4.23 (s),   Velocity: 1.81 (m/s),   Accel:  10.00 (m/s/s),   X:  2.55 (m),   Y:  2.74 (m),   Rot:  0.6690 (rads),   Rot:   38.33 (deg),   Curve:   -2.99 (rads/m)
Time: 4.25 (s),   Velocity: 1.92 (m/s),   Accel:  10.00 (m/s/s),   X:  2.57 (m),   Y:  2.75 (m),   Rot:  0.6091 (rads),   Rot:   34.90 (deg),   Curve:   -2.47 (rads/m)
Time: 4.26 (s),   Velocity: 2.04 (m/s),   Accel:  10.00 (m/s/s),   X:  2.59 (m),   Y:  2.76 (m),   Rot:  0.5570 (rads),   Rot:   31.91 (deg),   Curve:   -2.03 (rads/m)
Time: 4.28 (s),   Velocity: 2.28 (m/s),   Accel:  10.00 (m/s/s),   X:  2.63 (m),   Y:  2.79 (m),   Rot:  0.4716 (rads),   Rot:   27.02 (deg),   Curve:   -1.41 (rads/m)
Time: 4.30 (s),   Velocity: 2.51 (m/s),   Accel:  10.00 (m/s/s),   X:  2.68 (m),   Y:  2.81 (m),   Rot:  0.4061 (rads),   Rot:   23.27 (deg),   Curve:   -1.00 (rads/m)
Time: 4.33 (s),   Velocity: 2.73 (m/s),   Accel:  10.00 (m/s/s),   X:  2.74 (m),   Y:  2.83 (m),   Rot:  0.3552 (rads),   Rot:   20.35 (deg),   Curve:   -0.73 (rads/m)
Time: 4.35 (s),   Velocity: 2.95 (m/s),   Accel:  10.00 (m/s/s),   X:  2.79 (m),   Y:  2.86 (m),   Rot:  0.3151 (rads),   Rot:   18.05 (deg),   Curve:   -0.56 (rads/m)
Time: 4.37 (s),   Velocity: 3.17 (m/s),   Accel:  -5.35 (m/s/s),   X:  2.86 (m),   Y:  2.87 (m),   Rot:  0.2831 (rads),   Rot:   16.22 (deg),   Curve:   -0.43 (rads/m)
Time: 4.39 (s),   Velocity: 3.05 (m/s),   Accel: -10.00 (m/s/s),   X:  2.92 (m),   Y:  2.89 (m),   Rot:  0.2576 (rads),   Rot:   14.76 (deg),   Curve:   -0.34 (rads/m)
Time: 4.41 (s),   Velocity: 2.83 (m/s),   Accel: -10.00 (m/s/s),   X:  2.98 (m),   Y:  2.91 (m),   Rot:  0.2371 (rads),   Rot:   13.59 (deg),   Curve:   -0.28 (rads/m)
Time: 4.44 (s),   Velocity: 2.59 (m/s),   Accel: -10.00 (m/s/s),   X:  3.05 (m),   Y:  2.92 (m),   Rot:  0.2208 (rads),   Rot:   12.65 (deg),   Curve:   -0.23 (rads/m)
Time: 4.46 (s),   Velocity: 2.34 (m/s),   Accel: -10.00 (m/s/s),   X:  3.11 (m),   Y:  2.94 (m),   Rot:  0.2082 (rads),   Rot:   11.93 (deg),   Curve:   -0.18 (rads/m)
Time: 4.52 (s),   Velocity: 1.79 (m/s),   Accel: -10.00 (m/s/s),   X:  3.22 (m),   Y:  2.96 (m),   Rot:  0.1936 (rads),   Rot:   11.09 (deg),   Curve:   -0.07 (rads/m)
Time: 4.57 (s),   Velocity: 1.22 (m/s),   Accel: -10.00 (m/s/s),   X:  3.30 (m),   Y:  2.98 (m),   Rot:  0.1971 (rads),   Rot:   11.29 (deg),   Curve:    0.25 (rads/m)
Time: 4.64 (s),   Velocity: 0.61 (m/s),   Accel: -10.00 (m/s/s),   X:  3.36 (m),   Y:  2.99 (m),   Rot:  0.2514 (rads),   Rot:   14.40 (deg),   Curve:    3.24 (rads/m)
Time: 4.65 (s),   Velocity: 0.46 (m/s),   Accel: -10.00 (m/s/s),   X:  3.37 (m),   Y:  2.99 (m),   Rot:  0.2930 (rads),   Rot:   16.78 (deg),   Curve:    7.63 (rads/m)
Time: 4.67 (s),   Velocity: 0.29 (m/s),   Accel: -10.00 (m/s/s),   X:  3.37 (m),   Y:  2.99 (m),   Rot:  0.3744 (rads),   Rot:   21.45 (deg),   Curve:   23.39 (rads/m)
Time: 4.68 (s),   Velocity: 0.20 (m/s),   Accel: -10.00 (m/s/s),   X:  3.37 (m),   Y:  2.99 (m),   Rot:  0.4502 (rads),   Rot:   25.79 (deg),   Curve:   48.57 (rads/m)
Time: 4.68 (s),   Velocity: 0.14 (m/s),   Accel:  -7.92 (m/s/s),   X:  3.37 (m),   Y:  2.99 (m),   Rot:  0.5059 (rads),   Rot:   28.99 (deg),   Curve:   74.63 (rads/m)
Time: 4.69 (s),   Velocity: 0.09 (m/s),   Accel:  -4.64 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  0.5816 (rads),   Rot:   33.33 (deg),   Curve:  121.01 (rads/m)
Time: 4.69 (s),   Velocity: 0.07 (m/s),   Accel:  -3.16 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  0.6302 (rads),   Rot:   36.11 (deg),   Curve:  157.59 (rads/m)
Time: 4.70 (s),   Velocity: 0.05 (m/s),   Accel:  -2.08 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  0.6883 (rads),   Rot:   39.44 (deg),   Curve:  208.44 (rads/m)
Time: 4.71 (s),   Velocity: 0.04 (m/s),   Accel:  -1.32 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  0.7588 (rads),   Rot:   43.48 (deg),   Curve:  279.67 (rads/m)
Time: 4.71 (s),   Velocity: 0.03 (m/s),   Accel:  -0.91 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  0.8448 (rads),   Rot:   48.40 (deg),   Curve:  379.35 (rads/m)
Time: 4.72 (s),   Velocity: 0.02 (m/s),   Accel:  -0.70 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  0.8949 (rads),   Rot:   51.27 (deg),   Curve:  442.67 (rads/m)
Time: 4.72 (s),   Velocity: 0.02 (m/s),   Accel:  -0.54 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  0.9504 (rads),   Rot:   54.45 (deg),   Curve:  516.23 (rads/m)
Time: 4.73 (s),   Velocity: 0.02 (m/s),   Accel:  -0.40 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.0118 (rads),   Rot:   57.97 (deg),   Curve:  600.40 (rads/m)
Time: 4.73 (s),   Velocity: 0.02 (m/s),   Accel:  -0.30 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.0795 (rads),   Rot:   61.85 (deg),   Curve:  694.56 (rads/m)
Time: 4.74 (s),   Velocity: 0.01 (m/s),   Accel:  -0.22 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.1540 (rads),   Rot:   66.12 (deg),   Curve:  796.53 (rads/m)
Time: 4.75 (s),   Velocity: 0.01 (m/s),   Accel:  -0.17 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.2353 (rads),   Rot:   70.77 (deg),   Curve:  901.95 (rads/m)
Time: 4.75 (s),   Velocity: 0.01 (m/s),   Accel:  -0.14 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.2783 (rads),   Rot:   73.24 (deg),   Curve:  953.92 (rads/m)
Time: 4.76 (s),   Velocity: 0.01 (m/s),   Accel:  -0.12 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.3230 (rads),   Rot:   75.80 (deg),   Curve: 1003.98 (rads/m)
Time: 4.76 (s),   Velocity: 0.01 (m/s),   Accel:  -0.10 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.3691 (rads),   Rot:   78.44 (deg),   Curve: 1050.93 (rads/m)
Time: 4.76 (s),   Velocity: 0.01 (m/s),   Accel:  -0.07 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.4165 (rads),   Rot:   81.16 (deg),   Curve: 1093.49 (rads/m)
Time: 4.77 (s),   Velocity: 0.01 (m/s),   Accel:  -0.06 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.4651 (rads),   Rot:   83.95 (deg),   Curve: 1130.38 (rads/m)
Time: 4.77 (s),   Velocity: 0.01 (m/s),   Accel:  -0.04 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.5147 (rads),   Rot:   86.79 (deg),   Curve: 1160.39 (rads/m)
Time: 4.78 (s),   Velocity: 0.01 (m/s),   Accel:  -0.02 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.5650 (rads),   Rot:   89.67 (deg),   Curve: 1182.46 (rads/m)
Time: 4.78 (s),   Velocity: 0.01 (m/s),   Accel:  -0.01 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.6158 (rads),   Rot:   92.58 (deg),   Curve: 1195.79 (rads/m)
Time: 4.79 (s),   Velocity: 0.01 (m/s),   Accel:   0.01 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.6668 (rads),   Rot:   95.50 (deg),   Curve: 1199.86 (rads/m)
Time: 4.79 (s),   Velocity: 0.01 (m/s),   Accel:   0.02 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.7178 (rads),   Rot:   98.42 (deg),   Curve: 1194.54 (rads/m)
Time: 4.80 (s),   Velocity: 0.01 (m/s),   Accel:   0.04 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.7685 (rads),   Rot:  101.33 (deg),   Curve: 1180.03 (rads/m)
Time: 4.80 (s),   Velocity: 0.01 (m/s),   Accel:   0.06 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.8187 (rads),   Rot:  104.20 (deg),   Curve: 1156.88 (rads/m)
Time: 4.81 (s),   Velocity: 0.01 (m/s),   Accel:   0.08 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.8681 (rads),   Rot:  107.03 (deg),   Curve: 1125.96 (rads/m)
Time: 4.81 (s),   Velocity: 0.01 (m/s),   Accel:   0.10 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.9165 (rads),   Rot:  109.80 (deg),   Curve: 1088.34 (rads/m)
Time: 4.81 (s),   Velocity: 0.01 (m/s),   Accel:   0.12 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  1.9636 (rads),   Rot:  112.51 (deg),   Curve: 1045.25 (rads/m)
Time: 4.82 (s),   Velocity: 0.01 (m/s),   Accel:   0.16 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  2.0094 (rads),   Rot:  115.13 (deg),   Curve:  997.97 (rads/m)
Time: 4.83 (s),   Velocity: 0.01 (m/s),   Accel:   0.22 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  2.0965 (rads),   Rot:  120.12 (deg),   Curve:  895.85 (rads/m)
Time: 4.83 (s),   Velocity: 0.01 (m/s),   Accel:   0.31 (m/s/s),   X:  3.38 (m),   Y:  2.99 (m),   Rot:  2.1771 (rads),   Rot:  124.74 (deg),   Curve:  790.89 (rads/m)
Time: 4.84 (s),   Velocity: 0.02 (m/s),   Accel:   0.41 (m/s/s),   X:  3.38 (m),   Y:  3.00 (m),   Rot:  2.2508 (rads),   Rot:  128.96 (deg),   Curve:  689.74 (rads/m)
Time: 4.85 (s),   Velocity: 0.02 (m/s),   Accel:   0.54 (m/s/s),   X:  3.38 (m),   Y:  3.00 (m),   Rot:  2.3179 (rads),   Rot:  132.81 (deg),   Curve:  596.55 (rads/m)
Time: 4.85 (s),   Velocity: 0.02 (m/s),   Accel:   0.71 (m/s/s),   X:  3.38 (m),   Y:  3.00 (m),   Rot:  2.3787 (rads),   Rot:  136.29 (deg),   Curve:  513.36 (rads/m)
Time: 4.86 (s),   Velocity: 0.02 (m/s),   Accel:   0.91 (m/s/s),   X:  3.38 (m),   Y:  3.00 (m),   Rot:  2.4336 (rads),   Rot:  139.43 (deg),   Curve:  440.69 (rads/m)
Time: 4.86 (s),   Velocity: 0.03 (m/s),   Accel:   1.17 (m/s/s),   X:  3.38 (m),   Y:  3.00 (m),   Rot:  2.4831 (rads),   Rot:  142.27 (deg),   Curve:  378.15 (rads/m)
Time: 4.87 (s),   Velocity: 0.03 (m/s),   Accel:   1.67 (m/s/s),   X:  3.38 (m),   Y:  3.00 (m),   Rot:  2.5278 (rads),   Rot:  144.83 (deg),   Curve:  324.82 (rads/m)
Time: 4.87 (s),   Velocity: 0.05 (m/s),   Accel:   2.57 (m/s/s),   X:  3.38 (m),   Y:  3.00 (m),   Rot:  2.6048 (rads),   Rot:  149.24 (deg),   Curve:  241.38 (rads/m)
Time: 4.88 (s),   Velocity: 0.06 (m/s),   Accel:   3.82 (m/s/s),   X:  3.38 (m),   Y:  3.00 (m),   Rot:  2.6681 (rads),   Rot:  152.87 (deg),   Curve:  181.76 (rads/m)
Time: 4.88 (s),   Velocity: 0.08 (m/s),   Accel:   6.63 (m/s/s),   X:  3.37 (m),   Y:  3.00 (m),   Rot:  2.7207 (rads),   Rot:  155.88 (deg),   Curve:  138.96 (rads/m)
Time: 4.89 (s),   Velocity: 0.13 (m/s),   Accel:  10.00 (m/s/s),   X:  3.37 (m),   Y:  3.00 (m),   Rot:  2.8022 (rads),   Rot:  160.55 (deg),   Curve:   85.04 (rads/m)
Time: 4.90 (s),   Velocity: 0.18 (m/s),   Accel:  10.00 (m/s/s),   X:  3.37 (m),   Y:  3.00 (m),   Rot:  2.8618 (rads),   Rot:  163.97 (deg),   Curve:   55.03 (rads/m)
Time: 4.90 (s),   Velocity: 0.23 (m/s),   Accel:  10.00 (m/s/s),   X:  3.37 (m),   Y:  3.00 (m),   Rot:  2.9069 (rads),   Rot:  166.56 (deg),   Curve:   37.34 (rads/m)
Time: 4.91 (s),   Velocity: 0.32 (m/s),   Accel:  10.00 (m/s/s),   X:  3.37 (m),   Y:  3.00 (m),   Rot:  2.9701 (rads),   Rot:  170.18 (deg),   Curve:   19.23 (rads/m)
Time: 4.92 (s),   Velocity: 0.40 (m/s),   Accel:  10.00 (m/s/s),   X:  3.37 (m),   Y:  3.00 (m),   Rot:  3.0118 (rads),   Rot:  172.57 (deg),   Curve:   11.06 (rads/m)
Time: 4.93 (s),   Velocity: 0.55 (m/s),   Accel:  10.00 (m/s/s),   X:  3.36 (m),   Y:  3.00 (m),   Rot:  3.0626 (rads),   Rot:  175.47 (deg),   Curve:    4.56 (rads/m)
Time: 4.99 (s),   Velocity: 1.11 (m/s),   Accel:  -9.53 (m/s/s),   X:  3.31 (m),   Y:  3.00 (m),   Rot:  3.1300 (rads),   Rot:  179.33 (deg),   Curve:    0.46 (rads/m)
Time: 5.10 (s),   Velocity: 0.00 (m/s),   Accel:  -9.53 (m/s/s),   X:  3.25 (m),   Y:  3.00 (m),   Rot: -3.1416 (rads),   Rot: -180.00 (deg),   Curve:    0.00 (rads/m)

