Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 2.49 (s),   Velocity: 0.15 (m/s),   Accel:  -3.10 (m/s/s),   X:  1.97 (m),   Y: -2.23 (m),   Rot: -0.4559 (rads),   Rot:  -26.12 (deg),   Curve:   69.34 (rads/m)
Time: 2.49 (s),   Velocity: 0.13 (m/s),   Accel:  -2.32 (m/s/s),   X:  1.97 (m),   Y: -2.23 (m),   Rot: -0.3864 (rads),   Rot:  -22.14 (deg),   Curve:   80.05 (rads/m)
Time: 2.50 (s),   Velocity: 0.12 (m/s),   Accel:  -1.70 (m/s/s),   X:  1.97 (m),   Y: -2.23 (m),   Rot: -0.3101 (rads),   Rot:  -17.77 (deg),   Curve:   91.51 (rads/m)
Time: 2.51 (s),   Velocity: 0.11 (m/s),   Accel:  -1.31 (m/s/s),   X:  1.97 (m),   Y: -2.23 (m),   Rot: -0.2272 (rads),   Rot:  -13.02 (deg),   Curve:  103.15 (rads/m)
Time: 2.51 (s),   Velocity: 0.10 (m/s),   Accel:  -1.09 (m/s/s),   X:  1.97 (m),   Y: -2.23 (m),   Rot: -0.1833 (rads),   Rot:  -10.50 (deg),   Curve:  108.79 (rads/m)
Time: 2.52 (s),   Velocity: 0.10 (m/s),   Accel:  -0.89 (m/s/s),   X:  1.97 (m),   Y: -2.23 (m),   Rot: -0.1380 (rads),   Rot:   -7.91 (deg),   Curve:  114.14 (rads/m)
Time: 2.52 (s),   Velocity: 0.09 (m/s),   Accel:  -0.71 (m/s/s),   X:  1.97 (m),   Y: -2.23 (m),   Rot: -0.0913 (rads),   Rot:   -5.23 (deg),   Curve:  119.06 (rads/m)
Time: 2.52 (s),   Velocity: 0.09 (m/s),   Accel:  -0.55 (m/s/s),   X:  1.97 (m),   Y: -2.23 (m),   Rot: -0.0434 (rads),   Rot:   -2.49 (deg),   Curve:  123.42 (rads/m)
Time: 2.53 (s),   Velocity: 0.09 (m/s),   Accel:  -0.42 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.0056 (rads),   Rot:    0.32 (deg),   Curve:  127.08 (rads/m)
Time: 2.53 (s),   Velocity: 0.08 (m/s),   Accel:  -0.27 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.0553 (rads),   Rot:    3.17 (deg),   Curve:  129.91 (rads/m)
Time: 2.54 (s),   Velocity: 0.08 (m/s),   Accel:  -0.13 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.1057 (rads),   Rot:    6.05 (deg),   Curve:  131.81 (rads/m)
Time: 2.54 (s),   Velocity: 0.08 (m/s),   Accel:   0.01 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.1563 (rads),   Rot:    8.96 (deg),   Curve:  132.72 (rads/m)
Time: 2.55 (s),   Velocity: 0.08 (m/s),   Accel:   0.14 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.2071 (rads),   Rot:   11.86 (deg),   Curve:  132.59 (rads/m)
Time: 2.55 (s),   Velocity: 0.08 (m/s),   Accel:   0.28 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.2576 (rads),   Rot:   14.76 (deg),   Curve:  131.45 (rads/m)
Time: 2.56 (s),   Velocity: 0.08 (m/s),   Accel:   0.43 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.3077 (rads),   Rot:   17.63 (deg),   Curve:  129.32 (rads/m)
Time: 2.56 (s),   Velocity: 0.09 (m/s),   Accel:   0.58 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.3571 (rads),   Rot:   20.46 (deg),   Curve:  126.30 (rads/m)
Time: 2.57 (s),   Velocity: 0.09 (m/s),   Accel:   0.75 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.4056 (rads),   Rot:   23.24 (deg),   Curve:  122.49 (rads/m)
Time: 2.57 (s),   Velocity: 0.09 (m/s),   Accel:   0.93 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.4530 (rads),   Rot:   25.95 (deg),   Curve:  118.02 (rads/m)
Time: 2.57 (s),   Velocity: 0.10 (m/s),   Accel:   1.13 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.4991 (rads),   Rot:   28.59 (deg),   Curve:  113.02 (rads/m)
Time: 2.58 (s),   Velocity: 0.10 (m/s),   Accel:   1.48 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.5437 (rads),   Rot:   31.15 (deg),   Curve:  107.64 (rads/m)
Time: 2.59 (s),   Velocity: 0.11 (m/s),   Accel:   2.04 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.6284 (rads),   Rot:   36.00 (deg),   Curve:   96.26 (rads/m)
Time: 2.59 (s),   Velocity: 0.13 (m/s),   Accel:   2.74 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.7064 (rads),   Rot:   40.48 (deg),   Curve:   84.78 (rads/m)
Time: 2.60 (s),   Velocity: 0.15 (m/s),   Accel:   3.62 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.7778 (rads),   Rot:   44.56 (deg),   Curve:   73.86 (rads/m)
Time: 2.61 (s),   Velocity: 0.17 (m/s),   Accel:   4.70 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.8425 (rads),   Rot:   48.27 (deg),   Curve:   63.88 (rads/m)
Time: 2.61 (s),   Velocity: 0.19 (m/s),   Accel:   6.01 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.9012 (rads),   Rot:   51.63 (deg),   Curve:   55.02 (rads/m)
Time: 2.62 (s),   Velocity: 0.22 (m/s),   Accel:   7.60 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  0.9541 (rads),   Rot:   54.67 (deg),   Curve:   47.30 (rads/m)
Time: 2.62 (s),   Velocity: 0.26 (m/s),   Accel:   9.48 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  1.0019 (rads),   Rot:   57.40 (deg),   Curve:   40.66 (rads/m)
Time: 2.62 (s),   Velocity: 0.30 (m/s),   Accel:  10.00 (m/s/s),   X:  1.98 (m),   Y: -2.23 (m),   Rot:  1.0450 (rads),   Rot:   59.87 (deg),   Curve:   35.00 (rads/m)
Time: 2.63 (s),   Velocity: 0.37 (m/s),   Accel:  10.00 (m/s/s),   X:  1.99 (m),   Y: -2.22 (m),   Rot:  1.1192 (rads),   Rot:   64.13 (deg),   Curve:   26.14 (rads/m)
Time: 2.64 (s),   Velocity: 0.44 (m/s),   Accel:  10.00 (m/s/s),   X:  1.99 (m),   Y: -2.22 (m),   Rot:  1.1803 (rads),   Rot:   67.63 (deg),   Curve:   19.78 (rads/m)
Time: 2.65 (s),   Velocity: 0.50 (m/s),   Accel:  10.00 (m/s/s),   X:  1.99 (m),   Y: -2.22 (m),   Rot:  1.2311 (rads),   Rot:   70.54 (deg),   Curve:   15.20 (rads/m)
Time: 2.66 (s),   Velocity: 0.62 (m/s),   Accel:  10.00 (m/s/s),   X:  1.99 (m),   Y: -2.21 (m),   Rot:  1.3097 (rads),   Rot:   75.04 (deg),   Curve:    9.38 (rads/m)
Time: 2.67 (s),   Velocity: 0.73 (m/s),   Accel:  10.00 (m/s/s),   X:  1.99 (m),   Y: -2.21 (m),   Rot:  1.3671 (rads),   Rot:   78.33 (deg),   Curve:    6.12 (rads/m)
Time: 2.68 (s),   Velocity: 0.84 (m/s),   Accel:  10.00 (m/s/s),   X:  1.99 (m),   Y: -2.20 (m),   Rot:  1.4103 (rads),   Rot:   80.80 (deg),   Curve:    4.17 (rads/m)
Time: 2.70 (s),   Velocity: 1.05 (m/s),   Accel:  10.00 (m/s/s),   X:  2.00 (m),   Y: -2.18 (m),   Rot:  1.4701 (rads),   Rot:   84.23 (deg),   Curve:    2.16 (rads/m)
Time: 2.74 (s),   Velocity: 1.45 (m/s),   Accel:  10.00 (m/s/s),   X:  2.00 (m),   Y: -2.13 (m),   Rot:  1.5339 (rads),   Rot:   87.89 (deg),   Curve:    0.74 (rads/m)
Time: 2.78 (s),   Velocity: 1.82 (m/s),   Accel:  10.00 (m/s/s),   X:  2.00 (m),   Y: -2.07 (m),   Rot:  1.5623 (rads),   Rot:   89.51 (deg),   Curve:    0.27 (rads/m)
Time: 2.81 (s),   Velocity: 2.16 (m/s),   Accel:  10.00 (m/s/s),   X:  2.00 (m),   Y: -2.00 (m),   Rot:  1.5708 (rads),   Rot:   90.00 (deg),   Curve:   -0.00 (rads/m)
Time: 2.85 (s),   Velocity: 2.52 (m/s),   Accel:  10.00 (m/s/s),   X:  2.00 (m),   Y: -1.92 (m),   Rot:  1.5692 (rads),   Rot:   89.91 (deg),   Curve:   -0.04 (rads/m)
Time: 2.88 (s),   Velocity: 2.84 (m/s),   Accel:  10.00 (m/s/s),   X:  2.00 (m),   Y: -1.83 (m),   Rot:  1.5644 (rads),   Rot:   89.64 (deg),   Curve:   -0.07 (rads/m)
Time: 2.91 (s),   Velocity: 3.12 (m/s),   Accel:  10.00 (m/s/s),   X:  2.00 (m),   Y: -1.75 (m),   Rot:  1.5569 (rads),   Rot:   89.20 (deg),   Curve:   -0.10 (rads/m)
Time: 2.93 (s),   Velocity: 3.38 (m/s),   Accel:  10.00 (m/s/s),   X:  2.00 (m),   Y: -1.66 (m),   Rot:  1.5469 (rads),   Rot:   88.63 (deg),   Curve:   -0.13 (rads/m)
Time: 2.96 (s),   Velocity: 3.62 (m/s),   Accel:  10.00 (m/s/s),   X:  2.01 (m),   Y: -1.58 (m),   Rot:  1.5345 (rads),   Rot:   87.92 (deg),   Curve:   -0.16 (rads/m)
Time: 2.98 (s),   Velocity: 3.84 (m/s),   Accel:  10.00 (m/s/s),   X:  2.01 (m),   Y: -1.50 (m),   Rot:  1.5200 (rads),   Rot:   87.09 (deg),   Curve:   -0.19 (rads/m)
Time: 3.00 (s),   Velocity: 4.05 (m/s),   Accel:  10.00 (m/s/s),   X:  2.01 (m),   Y: -1.41 (m),   Rot:  1.5037 (rads),   Rot:   86.15 (deg),   Curve:   -0.21 (rads/m)
Time: 3.02 (s),   Velocity: 4.24 (m/s),   Accel:  -1.04 (m/s/s),   X:  2.02 (m),   Y: -1.33 (m),   Rot:  1.4857 (rads),   Rot:   85.12 (deg),   Curve:   -0.23 (rads/m)
Time: 3.04 (s),   Velocity: 4.22 (m/s),   Accel:  -1.46 (m/s/s),   X:  2.03 (m),   Y: -1.25 (m),   Rot:  1.4662 (rads),   Rot:   84.01 (deg),   Curve:   -0.25 (rads/m)
Time: 3.06 (s),   Velocity: 4.19 (m/s),   Accel:  -1.32 (m/s/s),   X:  2.04 (m),   Y: -1.17 (m),   Rot:  1.4454 (rads),   Rot:   82.82 (deg),   Curve:   -0.27 (rads/m)
Time: 3.08 (s),   Velocity: 4.17 (m/s),   Accel:  -1.15 (m/s/s),   X:  2.05 (m),   Y: -1.10 (m),   Rot:  1.4236 (rads),   Rot:   81.57 (deg),   Curve:   -0.28 (rads/m)
Time: 3.09 (s),   Velocity: 4.15 (m/s),   Accel:  -0.95 (m/s/s),   X:  2.06 (m),   Y: -1.02 (m),   Rot:  1.4011 (rads),   Rot:   80.27 (deg),   Curve:   -0.30 (rads/m)
Time: 3.11 (s),   Velocity: 4.13 (m/s),   Accel:  -0.72 (m/s/s),   X:  2.07 (m),   Y: -0.94 (m),   Rot:  1.3779 (rads),   Rot:   78.95 (deg),   Curve:   -0.31 (rads/m)
Time: 3.13 (s),   Velocity: 4.12 (m/s),   Accel:  -0.47 (m/s/s),   X:  2.09 (m),   Y: -0.87 (m),   Rot:  1.3544 (rads),   Rot:   77.60 (deg),   Curve:   -0.31 (rads/m)
Time: 3.15 (s),   Velocity: 4.11 (m/s),   Accel:  -0.20 (m/s/s),   X:  2.11 (m),   Y: -0.80 (m),   Rot:  1.3309 (rads),   Rot:   76.25 (deg),   Curve:   -0.31 (rads/m)
Time: 3.17 (s),   Velocity: 4.10 (m/s),   Accel:   0.09 (m/s/s),   X:  2.12 (m),   Y: -0.73 (m),   Rot:  1.3075 (rads),   Rot:   74.92 (deg),   Curve:   -0.31 (rads/m)
Time: 3.19 (s),   Velocity: 4.11 (m/s),   Accel:   0.41 (m/s/s),   X:  2.14 (m),   Y: -0.65 (m),   Rot:  1.2846 (rads),   Rot:   73.60 (deg),   Curve:   -0.31 (rads/m)
Time: 3.20 (s),   Velocity: 4.11 (m/s),   Accel:   0.74 (m/s/s),   X:  2.17 (m),   Y: -0.58 (m),   Rot:  1.2624 (rads),   Rot:   72.33 (deg),   Curve:   -0.30 (rads/m)
Time: 3.22 (s),   Velocity: 4.13 (m/s),   Accel:   1.09 (m/s/s),   X:  2.19 (m),   Y: -0.52 (m),   Rot:  1.2411 (rads),   Rot:   71.11 (deg),   Curve:   -0.29 (rads/m)
Time: 3.24 (s),   Velocity: 4.15 (m/s),   Accel:   1.44 (m/s/s),   X:  2.21 (m),   Y: -0.45 (m),   Rot:  1.2210 (rads),   Rot:   69.96 (deg),   Curve:   -0.27 (rads/m)
Time: 3.26 (s),   Velocity: 4.17 (m/s),   Accel:   1.81 (m/s/s),   X:  2.24 (m),   Y: -0.38 (m),   Rot:  1.2023 (rads),   Rot:   68.88 (deg),   Curve:   -0.25 (rads/m)
Time: 3.27 (s),   Velocity: 4.20 (m/s),   Accel:   2.19 (m/s/s),   X:  2.26 (m),   Y: -0.32 (m),   Rot:  1.1851 (rads),   Rot:   67.90 (deg),   Curve:   -0.23 (rads/m)
Time: 3.29 (s),   Velocity: 4.24 (m/s),   Accel:   2.59 (m/s/s),   X:  2.29 (m),   Y: -0.25 (m),   Rot:  1.1698 (rads),   Rot:   67.03 (deg),   Curve:   -0.21 (rads/m)
Time: 3.31 (s),   Velocity: 4.28 (m/s),   Accel:   2.99 (m/s/s),   X:  2.32 (m),   Y: -0.19 (m),   Rot:  1.1565 (rads),   Rot:   66.26 (deg),   Curve:   -0.18 (rads/m)
Time: 3.32 (s),   Velocity: 4.33 (m/s),   Accel:   3.41 (m/s/s),   X:  2.35 (m),   Y: -0.12 (m),   Rot:  1.1453 (rads),   Rot:   65.62 (deg),   Curve:   -0.15 (rads/m)
Time: 3.34 (s),   Velocity: 4.38 (m/s),   Accel:   3.84 (m/s/s),   X:  2.37 (m),   Y: -0.06 (m),   Rot:  1.1365 (rads),   Rot:   65.11 (deg),   Curve:   -0.11 (rads/m)
Time: 3.35 (s),   Velocity: 4.44 (m/s),   Accel:   4.29 (m/s/s),   X:  2.40 (m),   Y:  0.00 (m),   Rot:  1.1300 (rads),   Rot:   64.75 (deg),   Curve:   -0.08 (rads/m)
Time: 3.37 (s),   Velocity: 4.51 (m/s),   Accel:   4.12 (m/s/s),   X:  2.43 (m),   Y:  0.06 (m),   Rot:  1.1262 (rads),   Rot:   64.52 (deg),   Curve:   -0.04 (rads/m)
Time: 3.38 (s),   Velocity: 4.57 (m/s),   Accel:  -4.97 (m/s/s),   X:  2.46 (m),   Y:  0.12 (m),   Rot:  1.1250 (rads),   Rot:   64.46 (deg),   Curve:    0.00 (rads/m)
Time: 3.40 (s),   Velocity: 4.49 (m/s),   Accel:  -4.93 (m/s/s),   X:  2.49 (m),   Y:  0.18 (m),   Rot:  1.1266 (rads),   Rot:   64.55 (deg),   Curve:    0.04 (rads/m)
Time: 3.41 (s),   Velocity: 4.42 (m/s),   Accel:  -4.85 (m/s/s),   X:  2.52 (m),   Y:  0.24 (m),   Rot:  1.1310 (rads),   Rot:   64.80 (deg),   Curve:    0.09 (rads/m)
Time: 3.43 (s),   Velocity: 4.35 (m/s),   Accel:  -4.71 (m/s/s),   X:  2.55 (m),   Y:  0.30 (m),   Rot:  1.1383 (rads),   Rot:   65.22 (deg),   Curve:    0.13 (rads/m)
Time: 3.44 (s),   Velocity: 4.27 (m/s),   Accel:  -4.52 (m/s/s),   X:  2.57 (m),   Y:  0.36 (m),   Rot:  1.1486 (rads),   Rot:   65.81 (deg),   Curve:    0.18 (rads/m)
Time: 3.46 (s),   Velocity: 4.21 (m/s),   Accel:  -4.29 (m/s/s),   X:  2.60 (m),   Y:  0.42 (m),   Rot:  1.1618 (rads),   Rot:   66.57 (deg),   Curve:    0.23 (rads/m)
Time: 3.47 (s),   Velocity: 4.14 (m/s),   Accel:  -3.99 (m/s/s),   X:  2.63 (m),   Y:  0.48 (m),   Rot:  1.1780 (rads),   Rot:   67.49 (deg),   Curve:    0.27 (rads/m)
Time: 3.49 (s),   Velocity: 4.08 (m/s),   Accel:  -3.64 (m/s/s),   X:  2.65 (m),   Y:  0.54 (m),   Rot:  1.1971 (rads),   Rot:   68.59 (deg),   Curve:    0.32 (rads/m)
Time: 3.51 (s),   Velocity: 4.02 (m/s),   Accel:  -3.24 (m/s/s),   X:  2.67 (m),   Y:  0.60 (m),   Rot:  1.2191 (rads),   Rot:   69.85 (deg),   Curve:    0.36 (rads/m)
Time: 3.52 (s),   Velocity: 3.97 (m/s),   Accel:  -2.79 (m/s/s),   X:  2.69 (m),   Y:  0.66 (m),   Rot:  1.2438 (rads),   Rot:   71.27 (deg),   Curve:    0.41 (rads/m)
Time: 3.54 (s),   Velocity: 3.92 (m/s),   Accel:  -2.29 (m/s/s),   X:  2.71 (m),   Y:  0.72 (m),   Rot:  1.2711 (rads),   Rot:   72.83 (deg),   Curve:    0.45 (rads/m)
Time: 3.55 (s),   Velocity: 3.88 (m/s),   Accel:  -1.74 (m/s/s),   X:  2.73 (m),   Y:  0.79 (m),   Rot:  1.3009 (rads),   Rot:   74.53 (deg),   Curve:    0.48 (rads/m)
Time: 3.57 (s),   Velocity: 3.85 (m/s),   Accel:  -1.17 (m/s/s),   X:  2.75 (m),   Y:  0.85 (m),   Rot:  1.3328 (rads),   Rot:   76.36 (deg),   Curve:    0.51 (rads/m)
Time: 3.59 (s),   Velocity: 3.83 (m/s),   Accel:  -0.58 (m/s/s),   X:  2.76 (m),   Y:  0.91 (m),   Rot:  1.3665 (rads),   Rot:   78.30 (deg),   Curve:    0.54 (rads/m)
Time: 3.60 (s),   Velocity: 3.82 (m/s),   Accel:   0.01 (m/s/s),   X:  2.77 (m),   Y:  0.97 (m),   Rot:  1.4018 (rads),   Rot:   80.32 (deg),   Curve:    0.56 (rads/m)
Time: 3.62 (s),   Velocity: 3.82 (m/s),   Accel:   0.59 (m/s/s),   X:  2.78 (m),   Y:  1.04 (m),   Rot:  1.4383 (rads),   Rot:   82.41 (deg),   Curve:    0.57 (rads/m)
Time: 3.64 (s),   Velocity: 3.83 (m/s),   Accel:   1.13 (m/s/s),   X:  2.79 (m),   Y:  1.10 (m),   Rot:  1.4756 (rads),   Rot:   84.54 (deg),   Curve:    0.57 (rads/m)
Time: 3.66 (s),   Velocity: 3.85 (m/s),   Accel:   1.62 (m/s/s),   X:  2.80 (m),   Y:  1.17 (m),   Rot:  1.5132 (rads),   Rot:   86.70 (deg),   Curve:    0.57 (rads/m)
Time: 3.67 (s),   Velocity: 3.88 (m/s),   Accel:   1.14 (m/s/s),   X:  2.80 (m),   Y:  1.23 (m),   Rot:  1.5508 (rads),   Rot:   88.86 (deg),   Curve:    0.56 (rads/m)
Time: 3.69 (s),   Velocity: 3.90 (m/s),   Accel:   0.54 (m/s/s),   X:  2.80 (m),   Y:  1.30 (m),   Rot:  1.5880 (rads),   Rot:   90.99 (deg),   Curve:    0.54 (rads/m)
Time: 3.71 (s),   Velocity: 3.91 (m/s),   Accel:   0.96 (m/s/s),   X:  2.80 (m),   Y:  1.37 (m),   Rot:  1.6244 (rads),   Rot:   93.07 (deg),   Curve:    0.52 (rads/m)
Time: 3.73 (s),   Velocity: 3.93 (m/s),   Accel:   1.32 (m/s/s),   X:  2.79 (m),   Y:  1.44 (m),   Rot:  1.6597 (rads),   Rot:   95.09 (deg),   Curve:    0.49 (rads/m)
Time: 3.74 (s),   Velocity: 3.95 (m/s),   Accel:   1.63 (m/s/s),   X:  2.78 (m),   Y:  1.51 (m),   Rot:  1.6935 (rads),   Rot:   97.03 (deg),   Curve:    0.46 (rads/m)
Time: 3.76 (s),   Velocity: 3.98 (m/s),   Accel:   1.88 (m/s/s),   X:  2.77 (m),   Y:  1.58 (m),   Rot:  1.7256 (rads),   Rot:   98.87 (deg),   Curve:    0.43 (rads/m)
Time: 3.78 (s),   Velocity: 4.02 (m/s),   Accel:   2.07 (m/s/s),   X:  2.76 (m),   Y:  1.65 (m),   Rot:  1.7559 (rads),   Rot:  100.61 (deg),   Curve:    0.40 (rads/m)
Time: 3.80 (s),   Velocity: 4.05 (m/s),   Accel:   2.22 (m/s/s),   X:  2.75 (m),   Y:  1.73 (m),   Rot:  1.7841 (rads),   Rot:  102.22 (deg),   Curve:    0.36 (rads/m)
Time: 3.82 (s),   Velocity: 4.10 (m/s),   Accel:   2.25 (m/s/s),   X:  2.73 (m),   Y:  1.80 (m),   Rot:  1.8101 (rads),   Rot:  103.71 (deg),   Curve:    0.32 (rads/m)
Time: 3.84 (s),   Velocity: 4.14 (m/s),   Accel: -10.00 (m/s/s),   X:  2.71 (m),   Y:  1.88 (m),   Rot:  1.8337 (rads),   Rot:  105.06 (deg),   Curve:    0.29 (rads/m)
Time: 3.86 (s),   Velocity: 3.94 (m/s),   Accel: -10.00 (m/s/s),   X:  2.69 (m),   Y:  1.95 (m),   Rot:  1.8549 (rads),   Rot:  106.28 (deg),   Curve:    0.25 (rads/m)
Time: 3.88 (s),   Velocity: 3.73 (m/s),   Accel: -10.00 (m/s/s),   X:  2.67 (m),   Y:  2.03 (m),   Rot:  1.8737 (rads),   Rot:  107.35 (deg),   Curve:    0.22 (rads/m)
Time: 3.90 (s),   Velocity: 3.51 (m/s),   Accel: -10.00 (m/s/s),   X:  2.64 (m),   Y:  2.11 (m),   Rot:  1.8898 (rads),   Rot:  108.28 (deg),   Curve:    0.18 (rads/m)
Time: 3.92 (s),   Velocity: 3.27 (m/s),   Accel: -10.00 (m/s/s),   X:  2.62 (m),   Y:  2.18 (m),   Rot:  1.9033 (rads),   Rot:  109.05 (deg),   Curve:    0.15 (rads/m)
Time: 3.95 (s),   Velocity: 3.00 (m/s),   Accel: -10.00 (m/s/s),   X:  2.59 (m),   Y:  2.26 (m),   Rot:  1.9141 (rads),   Rot:  109.67 (deg),   Curve:    0.11 (rads/m)
Time: 3.98 (s),   Velocity: 2.71 (m/s),   Accel: -10.00 (m/s/s),   X:  2.56 (m),   Y:  2.34 (m),   Rot:  1.9220 (rads),   Rot:  110.12 (deg),   Curve:    0.08 (rads/m)
Time: 4.01 (s),   Velocity: 2.37 (m/s),   Accel: -10.00 (m/s/s),   X:  2.53 (m),   Y:  2.42 (m),   Rot:  1.9269 (rads),   Rot:  110.40 (deg),   Curve:    0.04 (rads/m)
Time: 4.05 (s),   Velocity: 1.98 (m/s),   Accel: -10.00 (m/s/s),   X:  2.50 (m),   Y:  2.50 (m),   Rot:  1.9286 (rads),   Rot:  110.50 (deg),   Curve:    0.00 (rads/m)
Time: 4.07 (s),   Velocity: 1.81 (m/s),   Accel: -10.00 (m/s/s),   X:  2.49 (m),   Y:  2.53 (m),   Rot:  1.8956 (rads),   Rot:  108.61 (deg),   Curve:   -1.94 (rads/m)
Time: 4.08 (s),   Velocity: 1.71 (m/s),   Accel: -10.00 (m/s/s),   X:  2.48 (m),   Y:  2.55 (m),   Rot:  1.8556 (rads),   Rot:  106.32 (deg),   Curve:   -2.90 (rads/m)
Time: 4.09 (s),   Velocity: 1.61 (m/s),   Accel: -10.00 (m/s/s),   X:  2.48 (m),   Y:  2.56 (m),   Rot:  1.8006 (rads),   Rot:  103.17 (deg),   Curve:   -3.89 (rads/m)
Time: 4.10 (s),   Velocity: 1.51 (m/s),   Accel: -10.00 (m/s/s),   X:  2.48 (m),   Y:  2.58 (m),   Rot:  1.7310 (rads),   Rot:   99.18 (deg),   Curve:   -4.88 (rads/m)
Time: 4.11 (s),   Velocity: 1.41 (m/s),   Accel: -10.00 (m/s/s),   X:  2.47 (m),   Y:  2.59 (m),   Rot:  1.6473 (rads),   Rot:   94.38 (deg),   Curve:   -5.84 (rads/m)
Time: 4.11 (s),   Velocity: 1.35 (m/s),   Accel:  -9.88 (m/s/s),   X:  2.47 (m),   Y:  2.60 (m),   Rot:  1.6007 (rads),   Rot:   91.71 (deg),   Curve:   -6.27 (rads/m)
Time: 4.12 (s),   Velocity: 1.29 (m/s),   Accel:  -9.13 (m/s/s),   X:  2.47 (m),   Y:  2.61 (m),   Rot:  1.5512 (rads),   Rot:   88.88 (deg),   Curve:   -6.65 (rads/m)
Time: 4.13 (s),   Velocity: 1.24 (m/s),   Accel:  -6.50 (m/s/s),   X:  2.47 (m),   Y:  2.62 (m),   Rot:  1.4992 (rads),   Rot:   85.90 (deg),   Curve:   -6.97 (rads/m)
Time: 4.13 (s),   Velocity: 1.20 (m/s),   Accel:  -4.19 (m/s/s),   X:  2.48 (m),   Y:  2.62 (m),   Rot:  1.4451 (rads),   Rot:   82.80 (deg),   Curve:   -7.21 (rads/m)
Time: 4.14 (s),   Velocity: 1.17 (m/s),   Accel:  -2.13 (m/s/s),   X:  2.48 (m),   Y:  2.63 (m),   Rot:  1.3894 (rads),   Rot:   79.61 (deg),   Curve:   -7.37 (rads/m)
Time: 4.15 (s),   Velocity: 1.16 (m/s),   Accel:  -0.22 (m/s/s),   X:  2.48 (m),   Y:  2.64 (m),   Rot:  1.3327 (rads),   Rot:   76.36 (deg),   Curve:   -7.43 (rads/m)
Time: 4.15 (s),   Velocity: 1.15 (m/s),   Accel:   1.57 (m/s/s),   X:  2.48 (m),   Y:  2.65 (m),   Rot:  1.2755 (rads),   Rot:   73.08 (deg),   Curve:   -7.38 (rads/m)
Time: 4.16 (s),   Velocity: 1.16 (m/s),   Accel:   3.30 (m/s/s),   X:  2.48 (m),   Y:  2.65 (m),   Rot:  1.2184 (rads),   Rot:   69.81 (deg),   Curve:   -7.25 (rads/m)
Time: 4.17 (s),   Velocity: 1.19 (m/s),   Accel:   5.01 (m/s/s),   X:  2.49 (m),   Y:  2.66 (m),   Rot:  1.1618 (rads),   Rot:   66.57 (deg),   Curve:   -7.03 (rads/m)
Time: 4.17 (s),   Velocity: 1.22 (m/s),   Accel:   6.72 (m/s/s),   X:  2.49 (m),   Y:  2.67 (m),   Rot:  1.1064 (rads),   Rot:   63.39 (deg),   Curve:   -6.74 (rads/m)
Time: 4.18 (s),   Velocity: 1.26 (m/s),   Accel:   8.44 (m/s/s),   X:  2.49 (m),   Y:  2.68 (m),   Rot:  1.0525 (rads),   Rot:   60.30 (deg),   Curve:   -6.39 (rads/m)
Time: 4.19 (s),   Velocity: 1.32 (m/s),   Accel:  10.00 (m/s/s),   X:  2.50 (m),   Y:  2.68 (m),   Rot:  1.0005 (rads),   Rot:   57.32 (deg),   Curve:   -6.01 (rads/m)
Time: 4.19 (s),   Velocity: 1.38 (m/s),   Accel:  10.00 (m/s/s),   X:  2.50 (m),   Y:  2.69 (m),   Rot:  0.9506 (rads),   Rot:   54.46 (deg),   Curve:   -5.60 (rads/m)
Time: 4.20 (s),   Velocity: 1.45 (m/s),   Accel:  10.00 (m/s/s),   X:  2.51 (m),   Y:  2.70 (m),   Rot:  0.9030 (rads),   Rot:   51.74 (deg),   Curve:   -5.18 (rads/m)
Time: 4.20 (s),   Velocity: 1.51 (m/s),   Accel:  10.00 (m/s/s),   X:  2.51 (m),   Y:  2.70 (m),   Rot:  0.8579 (rads),   Rot:   49.15 (deg),   Curve:   -4.77 (rads/m)
