Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 1.33 (s),   Velocity: 4.00 (m/s),   Accel:   3.00 (m/s/s),   X:  3.04 (m),   Y:  1.37 (m),   Rot: -0.0522 (rads),   Rot:   -2.99 (deg),   Curve:    0.07 (rads/m)
Time: 1.35 (s),   Velocity: 4.05 (m/s),   Accel:   3.00 (m/s/s),   X:  3.11 (m),   Y:  1.37 (m),   Rot: -0.0473 (rads),   Rot:   -2.71 (deg),   Curve:    0.08 (rads/m)
Time: 1.37 (s),   Velocity: 4.10 (m/s),   Accel:   3.00 (m/s/s),   X:  3.18 (m),   Y:  1.36 (m),   Rot: -0.0420 (rads),   Rot:   -2.40 (deg),   Curve:    0.08 (rads/m)
Time: 1.38 (s),   Velocity: 4.15 (m/s),   Accel:   0.01 (m/s/s),   X:  3.24 (m),   Y:  1.36 (m),   Rot: -0.0361 (rads),   Rot:   -2.07 (deg),   Curve:    0.09 (rads/m)
Time: 1.40 (s),   Velocity: 4.15 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.31 (m),   Y:  1.36 (m),   Rot: -0.0296 (rads),   Rot:   -1.70 (deg),   Curve:    0.10 (rads/m)
Time: 1.41 (s),   Velocity: 4.10 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.37 (m),   Y:  1.36 (m),   Rot: -0.0226 (rads),   Rot:   -1.29 (deg),   Curve:    0.12 (rads/m)
Time: 1.45 (s),   Velocity: 4.01 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.50 (m),   Y:  1.36 (m),   Rot: -0.0066 (rads),   Rot:   -0.38 (deg),   Curve:    0.14 (rads/m)
Time: 1.48 (s),   Velocity: 3.92 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.62 (m),   Y:  1.36 (m),   Rot:  0.0121 (rads),   Rot:    0.70 (deg),   Curve:    0.17 (rads/m)
Time: 1.51 (s),   Velocity: 3.83 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.74 (m),   Y:  1.36 (m),   Rot:  0.0341 (rads),   Rot:    1.95 (deg),   Curve:    0.21 (rads/m)
Time: 1.54 (s),   Velocity: 3.74 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.85 (m),   Y:  1.36 (m),   Rot:  0.0597 (rads),   Rot:    3.42 (deg),   Curve:    0.25 (rads/m)
Time: 1.57 (s),   Velocity: 3.65 (m/s),   Accel:  -3.00 (m/s/s),   X:  3.96 (m),   Y:  1.37 (m),   Rot:  0.0894 (rads),   Rot:    5.12 (deg),   Curve:    0.30 (rads/m)
Time: 1.59 (s),   Velocity: 3.56 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.06 (m),   Y:  1.38 (m),   Rot:  0.1241 (rads),   Rot:    7.11 (deg),   Curve:    0.37 (rads/m)
Time: 1.62 (s),   Velocity: 3.48 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.16 (m),   Y:  1.40 (m),   Rot:  0.1644 (rads),   Rot:    9.42 (deg),   Curve:    0.45 (rads/m)
Time: 1.65 (s),   Velocity: 3.39 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.26 (m),   Y:  1.41 (m),   Rot:  0.2114 (rads),   Rot:   12.11 (deg),   Curve:    0.55 (rads/m)
Time: 1.68 (s),   Velocity: 3.31 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.34 (m),   Y:  1.44 (m),   Rot:  0.2661 (rads),   Rot:   15.24 (deg),   Curve:    0.67 (rads/m)
Time: 1.70 (s),   Velocity: 3.23 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.43 (m),   Y:  1.46 (m),   Rot:  0.3297 (rads),   Rot:   18.89 (deg),   Curve:    0.82 (rads/m)
Time: 1.73 (s),   Velocity: 3.16 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.50 (m),   Y:  1.49 (m),   Rot:  0.4035 (rads),   Rot:   23.12 (deg),   Curve:    1.00 (rads/m)
Time: 1.75 (s),   Velocity: 3.08 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.57 (m),   Y:  1.52 (m),   Rot:  0.4887 (rads),   Rot:   28.00 (deg),   Curve:    1.20 (rads/m)
Time: 1.77 (s),   Velocity: 3.05 (m/s),   Accel:  -2.70 (m/s/s),   X:  4.60 (m),   Y:  1.54 (m),   Rot:  0.5346 (rads),   Rot:   30.63 (deg),   Curve:    1.24 (rads/m)
Time: 1.78 (s),   Velocity: 3.01 (m/s),   Accel:  -2.00 (m/s/s),   X:  4.64 (m),   Y:  1.56 (m),   Rot:  0.5807 (rads),   Rot:   33.27 (deg),   Curve:    1.27 (rads/m)
Time: 1.79 (s),   Velocity: 2.99 (m/s),   Accel:  -1.26 (m/s/s),   X:  4.67 (m),   Y:  1.58 (m),   Rot:  0.6270 (rads),   Rot:   35.93 (deg),   Curve:    1.29 (rads/m)
Time: 1.80 (s),   Velocity: 2.97 (m/s),   Accel:  -0.51 (m/s/s),   X:  4.69 (m),   Y:  1.60 (m),   Rot:  0.6732 (rads),   Rot:   38.57 (deg),   Curve:    1.31 (rads/m)
Time: 1.81 (s),   Velocity: 2.97 (m/s),   Accel:   0.24 (m/s/s),   X:  4.72 (m),   Y:  1.63 (m),   Rot:  0.7190 (rads),   Rot:   41.19 (deg),   Curve:    1.31 (rads/m)
Time: 1.83 (s),   Velocity: 2.97 (m/s),   Accel:   0.99 (m/s/s),   X:  4.75 (m),   Y:  1.65 (m),   Rot:  0.7642 (rads),   Rot:   43.78 (deg),   Curve:    1.31 (rads/m)
Time: 1.84 (s),   Velocity: 2.98 (m/s),   Accel:   1.71 (m/s/s),   X:  4.77 (m),   Y:  1.67 (m),   Rot:  0.8086 (rads),   Rot:   46.33 (deg),   Curve:    1.29 (rads/m)
Time: 1.85 (s),   Velocity: 3.00 (m/s),   Accel:   2.74 (m/s/s),   X:  4.79 (m),   Y:  1.70 (m),   Rot:  0.8519 (rads),   Rot:   48.81 (deg),   Curve:    1.27 (rads/m)
Time: 1.87 (s),   Velocity: 3.06 (m/s),   Accel:  -0.42 (m/s/s),   X:  4.84 (m),   Y:  1.75 (m),   Rot:  0.9349 (rads),   Rot:   53.57 (deg),   Curve:    1.20 (rads/m)
Time: 1.89 (s),   Velocity: 3.05 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.87 (m),   Y:  1.81 (m),   Rot:  1.0121 (rads),   Rot:   57.99 (deg),   Curve:    1.12 (rads/m)
Time: 1.91 (s),   Velocity: 2.99 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.91 (m),   Y:  1.86 (m),   Rot:  1.0828 (rads),   Rot:   62.04 (deg),   Curve:    1.02 (rads/m)
Time: 1.94 (s),   Velocity: 2.92 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.93 (m),   Y:  1.92 (m),   Rot:  1.1465 (rads),   Rot:   65.69 (deg),   Curve:    0.91 (rads/m)
Time: 1.96 (s),   Velocity: 2.85 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.96 (m),   Y:  1.98 (m),   Rot:  1.2033 (rads),   Rot:   68.95 (deg),   Curve:    0.81 (rads/m)
Time: 1.98 (s),   Velocity: 2.78 (m/s),   Accel:  -3.00 (m/s/s),   X:  4.98 (m),   Y:  2.05 (m),   Rot:  1.2533 (rads),   Rot:   71.81 (deg),   Curve:    0.70 (rads/m)
Time: 2.01 (s),   Velocity: 2.71 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.00 (m),   Y:  2.11 (m),   Rot:  1.2968 (rads),   Rot:   74.30 (deg),   Curve:    0.61 (rads/m)
Time: 2.03 (s),   Velocity: 2.63 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.02 (m),   Y:  2.17 (m),   Rot:  1.3339 (rads),   Rot:   76.43 (deg),   Curve:    0.52 (rads/m)
Time: 2.06 (s),   Velocity: 2.56 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.03 (m),   Y:  2.24 (m),   Rot:  1.3651 (rads),   Rot:   78.21 (deg),   Curve:    0.43 (rads/m)
Time: 2.08 (s),   Velocity: 2.48 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.05 (m),   Y:  2.30 (m),   Rot:  1.3904 (rads),   Rot:   79.67 (deg),   Curve:    0.35 (rads/m)
Time: 2.11 (s),   Velocity: 2.40 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.06 (m),   Y:  2.37 (m),   Rot:  1.4101 (rads),   Rot:   80.79 (deg),   Curve:    0.26 (rads/m)
Time: 2.14 (s),   Velocity: 2.32 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.07 (m),   Y:  2.43 (m),   Rot:  1.4242 (rads),   Rot:   81.60 (deg),   Curve:    0.18 (rads/m)
Time: 2.19 (s),   Velocity: 2.15 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.08 (m),   Y:  2.55 (m),   Rot:  1.4348 (rads),   Rot:   82.21 (deg),   Curve:   -0.01 (rads/m)
Time: 2.25 (s),   Velocity: 1.98 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.10 (m),   Y:  2.67 (m),   Rot:  1.4193 (rads),   Rot:   81.32 (deg),   Curve:   -0.27 (rads/m)
Time: 2.30 (s),   Velocity: 1.82 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.12 (m),   Y:  2.77 (m),   Rot:  1.3698 (rads),   Rot:   78.49 (deg),   Curve:   -0.70 (rads/m)
Time: 2.33 (s),   Velocity: 1.73 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.13 (m),   Y:  2.82 (m),   Rot:  1.3280 (rads),   Rot:   76.09 (deg),   Curve:   -1.03 (rads/m)
Time: 2.36 (s),   Velocity: 1.65 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.14 (m),   Y:  2.86 (m),   Rot:  1.2711 (rads),   Rot:   72.83 (deg),   Curve:   -1.48 (rads/m)
Time: 2.39 (s),   Velocity: 1.57 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.15 (m),   Y:  2.90 (m),   Rot:  1.1949 (rads),   Rot:   68.46 (deg),   Curve:   -2.12 (rads/m)
Time: 2.40 (s),   Velocity: 1.53 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.16 (m),   Y:  2.92 (m),   Rot:  1.1481 (rads),   Rot:   65.78 (deg),   Curve:   -2.52 (rads/m)
Time: 2.41 (s),   Velocity: 1.49 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.17 (m),   Y:  2.94 (m),   Rot:  1.0945 (rads),   Rot:   62.71 (deg),   Curve:   -3.00 (rads/m)
Time: 2.42 (s),   Velocity: 1.46 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.18 (m),   Y:  2.96 (m),   Rot:  1.0335 (rads),   Rot:   59.22 (deg),   Curve:   -3.53 (rads/m)
Time: 2.44 (s),   Velocity: 1.42 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.19 (m),   Y:  2.97 (m),   Rot:  0.9645 (rads),   Rot:   55.26 (deg),   Curve:   -4.12 (rads/m)
Time: 2.45 (s),   Velocity: 1.38 (m/s),   Accel:  -3.00 (m/s/s),   X:  5.20 (m),   Y:  2.99 (m),   Rot:  0.8872 (rads),   Rot:   50.83 (deg),   Curve:   -4.75 (rads/m)
